,Unnamed: 0,e_form,e_hull,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
2238,2377,-2.381,0.657,16.741,0.0,4.374,4.374,4.374,90.0,90.0,90.0,4.613
2239,2378,-1.047,0.8,14.514,0.0,4.171,4.171,4.171,90.0,90.0,90.0,0.44
2240,2379,-0.7979999999999999,0.6579999999999999,11.828,0.0,3.8960000000000004,3.8960000000000004,3.8960000000000004,90.0,90.0,90.0,-1.351
2241,2380,-2.7910000000000004,0.235,13.692,0.7020000000000001,5.61,5.817,8.392000000000001,90.0,90.0,90.0,-3.15
2242,2381,-2.739,0.236,14.145,0.821,5.647,5.893,8.5,90.0,90.0,90.0,-3.347
2243,2382,-0.805,0.818,12.166,0.0,3.9330000000000003,3.9330000000000003,3.9330000000000003,90.0,90.0,90.0,-1.306
2244,2383,-3.087,0.061,12.91,1.564,5.567,5.617000000000001,8.258,90.0,90.0,90.0,1.122
2245,2384,0.246,2.061,15.38,0.0,4.252,4.252,4.252,90.0,90.0,90.0,-3.974
2246,2385,-1.558,0.645,11.844,0.0,3.898,3.898,3.898,90.0,90.0,90.0,1.669
2247,2386,-1.067,0.7340000000000001,11.64,0.0,3.875,3.875,3.875,90.0,90.0,90.0,-0.243
2248,2387,-1.29,0.648,11.615,0.0,3.873,3.873,3.873,90.0,90.0,90.0,1.013
2249,2388,-1.4780000000000002,0.742,13.339,0.0,4.055,4.055,4.055,90.0,90.0,90.0,1.878
2250,2389,-2.279,0.812,12.847,0.0,4.005,4.005,4.005,90.0,90.0,90.0,-2.2430000000000003
2251,2390,-2.869,0.208,8.157,5.9460000000000015,4.783,4.936,6.91,90.0,90.0,90.0,5.267
2252,2391,-2.805,0.232,13.55,0.726,5.593,5.79,8.368,90.0,90.0,90.0,-3.053
2253,2392,-1.725,0.625,12.762,1.143,3.9960000000000004,3.9960000000000004,3.9960000000000004,90.0,90.0,90.0,2.673
2254,2393,-0.8640000000000001,1.61,16.705,0.0,4.371,4.371,4.371,90.0,90.0,90.0,-6.291
2255,2394,-2.49,0.505,12.58,0.0,3.977,3.977,3.977,90.0,90.0,90.0,4.98
2256,2395,-1.874,1.094,15.697,0.0,4.282,4.282,4.282,90.0,90.0,90.0,-2.742
2257,2396,-1.598,0.6,11.617,0.0,3.873,3.873,3.873,90.0,90.0,90.0,1.992
2258,2397,-1.178,0.833,14.315,0.0,4.152,4.152,4.152,90.0,90.0,90.0,1.481
2259,2398,-2.537,1.1840000000000002,18.682,0.0,4.537,4.537,4.537,90.0,90.0,90.0,2.296
2260,2399,-3.094,0.094,9.849,2.296,5.044,5.28,7.396,90.0,90.0,90.0,3.878
2261,2400,-0.655,1.001,14.323,0.0,4.1530000000000005,4.1530000000000005,4.1530000000000005,90.0,90.0,90.0,-2.748
2262,2401,-2.147,1.006,14.775,0.0,4.196000000000001,4.196000000000001,4.196000000000001,90.0,90.0,90.0,-2.488
2263,2402,-3.256,0.214,13.324000000000002,2.986,5.635,5.645,8.377,90.0,90.0,90.0,3.749
2264,2403,-2.236,0.501,10.566,0.0,3.752,3.752,3.752,90.0,90.0,90.0,2.49
2265,2404,-1.951,0.604,12.082,0.0,3.924,3.924,3.924,90.0,90.0,90.0,3.564
2266,2405,-2.002,1.09,15.597,0.0,4.272,4.272,4.272,90.0,90.0,90.0,-2.8310000000000004
2267,2406,-1.388,1.211,13.733,0.0,4.095,4.095,4.095,90.0,90.0,90.0,-4.027
2268,2407,-1.062,0.7929999999999999,10.765999999999998,0.0,3.7760000000000002,3.7760000000000002,3.7760000000000002,90.0,90.0,90.0,-2.748
2269,2408,-2.676,0.682,13.812,0.843,4.103,4.103,4.103,90.0,90.0,90.0,2.605
2270,2409,-2.604,0.314,15.237,0.299,5.902,5.987,8.625,90.0,90.0,90.0,-3.019
2271,2410,-0.968,0.195,11.336,0.0,4.904,5.237,8.829,90.0,90.0,90.0,-1.753
2272,2411,-2.509,0.132,8.943,0.0,4.793,5.08,7.347,90.0,90.0,90.0,-0.5379999999999999
2273,2412,-1.546,0.218,10.630999999999998,0.0,5.204,5.403,7.562,90.0,90.0,90.0,1.474
2274,2413,-0.32299999999999995,0.8270000000000001,12.912,0.0,4.012,4.012,4.012,90.0,90.0,90.0,-1.445
2275,2414,-1.274,1.047,7.598,0.0,3.362,3.362,3.362,90.0,90.0,90.0,-1.3219999999999998
2276,2415,-2.124,0.256,16.689,0.628,5.643,6.015,9.832,90.0,90.0,90.0,-6.269
2277,2416,-1.4680000000000002,0.769,8.302,0.0,3.4619999999999997,3.4619999999999997,3.4619999999999997,90.0,90.0,90.0,-2.999
2278,2417,-1.5519999999999998,0.199,13.326,0.0,5.652,5.73,8.23,90.0,90.0,90.0,0.414
2279,2419,-1.287,0.328,12.1,0.0,5.332000000000001,5.436,8.349,90.0,90.0,90.0,-3.757
2280,2420,-2.529,0.319,14.238,0.315,5.784,5.808,8.475,90.0,90.0,90.0,-3.48
2281,2421,-1.044,0.605,10.015,0.0,3.6860000000000004,3.6860000000000004,3.6860000000000004,90.0,90.0,90.0,-0.239
2282,2422,-1.739,0.511,10.557,0.0,3.7510000000000003,3.7510000000000003,3.7510000000000003,90.0,90.0,90.0,0.722
2283,2424,-0.764,0.628,10.094,0.0,3.696,3.696,3.696,90.0,90.0,90.0,-1.889
2284,2425,-1.85,1.135,15.447,0.0,4.2589999999999995,4.2589999999999995,4.2589999999999995,90.0,90.0,90.0,-2.742
2285,2426,-1.928,1.079,15.035,0.0,4.22,4.22,4.22,90.0,90.0,90.0,-2.457
2286,2427,-2.303,0.312,14.615,1.5,6.143,6.143,6.143,55.3,55.3,55.3,-4.666
2287,2428,-1.693,0.14,9.927,0.0,4.934,5.242999999999999,7.676,90.0,90.0,90.0,0.308
2288,2429,-1.405,0.654,10.942,0.0,3.7960000000000003,3.7960000000000003,3.7960000000000003,90.0,90.0,90.0,-1.675
2289,2430,-2.667,0.279,12.844,0.34600000000000003,5.6610000000000005,5.68,7.989,90.0,90.0,90.0,-2.85
2290,2431,-1.941,0.085,9.776,1.382,5.09,5.237,7.334,90.0,90.0,90.0,3.174
2291,2432,-3.093,0.026,11.554,3.3480000000000003,5.331,5.551,7.809,90.0,90.0,90.0,3.919
2292,2433,-0.939,0.293,12.283,0.0,5.098,5.361000000000001,8.988,90.0,90.0,90.0,-1.97
2293,2434,-1.883,1.113,15.22,0.0,4.238,4.238,4.238,90.0,90.0,90.0,-2.667
2294,2435,-1.008,0.933,13.61,0.0,4.083,4.083,4.083,90.0,90.0,90.0,-2.326
2295,2436,-0.83,0.669,11.909,0.0,3.905,3.905,3.905,90.0,90.0,90.0,0.114
2296,2437,-1.543,0.118,14.955,0.977,4.945,5.6,10.8,90.0,90.0,90.0,-5.171
2297,2438,-2.639,0.293,14.125,0.268,5.791,5.8420000000000005,8.351,90.0,90.0,90.0,-3.007
2298,2439,-0.7879999999999999,1.036,9.124,0.0,3.573,3.573,3.573,90.0,90.0,90.0,-4.252
2299,2440,-2.027,1.007,14.489,0.0,4.169,4.169,4.169,90.0,90.0,90.0,-2.197
2300,2441,-1.349,0.947,11.13,0.0,3.818,3.818,3.818,90.0,90.0,90.0,-3.2510000000000003
2301,2442,-1.578,0.439,10.335,0.0,3.725,3.725,3.725,90.0,90.0,90.0,0.319
2302,2443,-1.971,0.193,10.964,0.0,5.287999999999999,5.43,7.6370000000000005,90.0,90.0,90.0,3.603
2303,2444,-1.473,0.259,12.273,0.7290000000000001,5.121,5.153,9.301,90.0,90.0,90.0,-3.164
2304,2445,-2.381,0.127,11.366,0.0,5.311,5.556,7.705,90.0,90.0,90.0,4.424
2305,2446,-2.579,0.307,13.679,0.345,5.754,5.7989999999999995,8.2,90.0,90.0,90.0,-3.216
2306,2447,-0.893,0.703,9.953,0.0,3.678,3.678,3.678,90.0,90.0,90.0,-1.57
2307,2448,-2.162,0.879,16.315,0.0,4.337,4.337,4.337,90.0,90.0,90.0,2.376
2308,2449,-1.029,0.519,11.806,0.0,3.8939999999999997,3.8939999999999997,3.8939999999999997,90.0,90.0,90.0,1.279
2309,2450,-2.66,0.014,14.951,1.705,6.063,6.063,6.063,57.8,57.8,57.8,4.966
2310,2451,-1.476,0.15,12.685,0.0,5.532,5.6610000000000005,8.101,90.0,90.0,90.0,0.121
2311,2452,-0.613,0.6970000000000001,11.927,0.0,3.907,3.907,3.907,90.0,90.0,90.0,-1.086
2312,2453,-2.604,0.301,13.425999999999998,0.35700000000000004,5.688,5.724,8.248,90.0,90.0,90.0,-3.111
2313,2454,-2.555,0.315,13.935,0.333,5.744,5.779,8.396,90.0,90.0,90.0,-3.338
2314,2455,-0.617,0.7659999999999999,12.217,0.0,3.938,3.938,3.938,90.0,90.0,90.0,-1.147
2315,2456,-2.802,0.086,13.402,1.643,5.625,5.739,8.302999999999999,90.0,90.0,90.0,1.11
2316,2457,0.428,2.166,15.271,0.0,4.242,4.242,4.242,90.0,90.0,90.0,-3.963
2317,2458,-1.65,0.19,10.845999999999998,0.0,5.294,5.381,7.614,90.0,90.0,90.0,1.851
2318,2459,-0.875,0.614,11.726,0.0,3.885,3.885,3.885,90.0,90.0,90.0,0.048
2319,2460,-1.529,0.07200000000000001,10.435,0.0,5.218,5.327999999999999,7.506,90.0,90.0,90.0,1.401
2320,2461,-1.301,0.5539999999999999,13.412,0.0,4.063,4.063,4.063,90.0,90.0,90.0,1.874
2321,2462,-2.108,0.805,12.927,0.0,4.013,4.013,4.013,90.0,90.0,90.0,-1.879
2322,2463,-2.487,0.227,8.709,3.851,4.928,5.026,7.0329999999999995,90.0,90.0,90.0,5.482
2323,2464,-2.6180000000000003,0.29600000000000004,13.265,0.0,5.669,5.706,8.202,90.0,90.0,90.0,-3.085
2324,2465,-1.984,0.042,11.639,0.851,5.367999999999999,5.544,7.8229999999999995,90.0,90.0,90.0,2.7110000000000003
2325,2466,-2.149,0.26,14.854,0.604,5.631,5.697,9.261000000000001,90.0,90.0,90.0,-5.9
2326,2467,-2.49,0.18,11.181,0.0,5.2620000000000005,5.59,7.602,90.0,90.0,90.0,4.948
2327,2468,-2.552,0.272,12.685,0.245,5.646,5.656000000000001,7.944,90.0,90.0,90.0,-2.675
2328,2469,-1.722,0.113,10.646,0.0,5.222,5.395,7.557,90.0,90.0,90.0,2.216
2329,2470,-1.004,0.6809999999999999,14.324000000000002,0.0,4.1530000000000005,4.1530000000000005,4.1530000000000005,90.0,90.0,90.0,1.654
2330,2471,-2.3680000000000003,0.989,18.631,0.0,4.533,4.533,4.533,90.0,90.0,90.0,2.387
2331,2472,-2.777,0.06,10.264,1.398,5.132000000000001,5.357,7.4670000000000005,90.0,90.0,90.0,3.891
2332,2473,-1.381,0.096,12.794,0.0,6.042999999999999,7.236000000000001,7.247999999999999,55.2,30.0,55.3,-2.514
2333,2474,-1.972,1.052,14.829,0.0,4.2010000000000005,4.2010000000000005,4.2010000000000005,90.0,90.0,90.0,-2.333
2334,2475,-2.377,0.7290000000000001,16.208,0.0,4.327,4.327,4.327,90.0,90.0,90.0,3.612
2335,2476,-2.33,0.052000000000000005,10.068,0.0,5.132000000000001,5.275,7.438,90.0,90.0,90.0,2.704
2336,2477,-1.946,0.263,10.985,0.0,5.2410000000000005,5.2410000000000005,5.2410000000000005,63.6,63.6,63.6,3.688
2337,2478,-1.828,1.132,15.647,0.0,4.277,4.277,4.277,90.0,90.0,90.0,-2.709
2338,2479,-2.293,0.317,13.057,1.473,5.875,5.875,5.875,56.1,56.1,56.1,-4.328
2339,2480,-0.867,0.843,10.931,0.0,3.795,3.795,3.795,90.0,90.0,90.0,-2.793
2340,2481,-2.943,0.052000000000000005,11.9,3.057,5.382999999999999,5.593999999999999,7.903,90.0,90.0,90.0,2.972
2341,2482,-2.403,0.35600000000000004,16.382,0.0,5.917000000000001,5.917000000000001,5.917000000000001,65.4,65.4,65.4,-8.478
2342,2483,-1.368,0.362,13.694,0.0,5.563,5.64,8.729,90.0,90.0,90.0,-9.289
2343,2484,-1.7180000000000002,0.884,9.692,0.0,3.6460000000000004,3.6460000000000004,3.6460000000000004,90.0,90.0,90.0,1.533
2344,2485,-0.399,1.375,11.693,0.0,3.8810000000000002,3.8810000000000002,3.8810000000000002,90.0,90.0,90.0,-0.34600000000000003
2345,2486,0.418,2.149,13.289,0.0,4.05,4.05,4.05,90.0,90.0,90.0,-8.504
2346,2487,-0.828,1.453,7.826,0.0,3.395,3.395,3.395,90.0,90.0,90.0,1.516
2347,2488,-2.311,0.278,18.697,0.7879999999999999,6.254,6.254,6.254,63.7,63.7,63.7,-14.618
2348,2489,-1.384,1.096,7.928,0.0,3.41,3.41,3.41,90.0,90.0,90.0,-0.936
2349,2490,-0.179,1.633,15.295,0.0,4.245,4.245,4.245,90.0,90.0,90.0,-6.7620000000000005
2350,2491,-2.31,0.344,13.22,0.0,5.553,5.8020000000000005,8.206,90.0,90.0,90.0,-10.717
2351,2492,-1.43,0.393,12.720999999999998,0.0,5.577999999999999,5.6979999999999995,8.005,90.0,90.0,90.0,-9.669
2352,2493,-2.319,0.441,15.288,0.0,5.754,5.754,5.754,66.2,66.2,66.2,-8.761000000000001
2353,2494,-0.555,1.258,9.791,0.0,3.658,3.658,3.658,90.0,90.0,90.0,-0.95
2354,2495,-1.128,1.082,10.906,0.0,3.792,3.792,3.792,90.0,90.0,90.0,-0.14400000000000002
2355,2497,-1.422,0.312,10.635,0.0,5.221,5.254,7.754,90.0,90.0,90.0,-3.836
2356,2498,-1.1909999999999998,1.704,15.572,0.0,4.27,4.27,4.27,90.0,90.0,90.0,-5.636
2357,2499,-1.279,1.639,15.076,0.0,4.224,4.224,4.224,90.0,90.0,90.0,-5.746
2358,2500,-2.442,0.373,13.797,0.0,5.43,6.124,8.298,90.0,90.0,90.0,-12.294
2359,2501,-0.677,1.263,10.904000000000002,0.0,3.792,3.792,3.792,90.0,90.0,90.0,-2.265
2360,2502,-0.918,1.105,10.7,0.0,3.7680000000000002,3.7680000000000002,3.7680000000000002,90.0,90.0,90.0,-1.156
2361,2503,-1.095,1.785,16.124000000000002,0.0,4.32,4.32,4.32,90.0,90.0,90.0,-6.964
2362,2504,-0.7879999999999999,1.072,10.769,0.0,3.7760000000000002,3.7760000000000002,3.7760000000000002,90.0,90.0,90.0,1.3530000000000002
2363,2505,-1.894,1.056,13.424,0.0,4.064,4.064,4.064,90.0,90.0,90.0,0.47
2364,2506,0.539,2.269,14.255999999999998,0.0,4.146,4.146,4.146,90.0,90.0,90.0,-10.695
2365,2507,-1.236,1.67,15.318,0.0,4.247,4.247,4.247,90.0,90.0,90.0,-6.0470000000000015
2366,2508,-1.338,0.57,13.082,0.0,5.705,5.705,5.705,59.8,59.8,59.8,-5.376
2367,2509,-0.073,1.658,12.069,0.0,3.9219999999999997,3.9219999999999997,3.9219999999999997,90.0,90.0,90.0,-2.497
2368,2510,-2.074,0.205,17.23,0.0,5.422999999999999,6.188,10.267999999999999,90.0,90.0,90.0,-19.535
2369,2511,-0.8859999999999999,2.005,17.735,0.0,4.459,4.459,4.459,90.0,90.0,90.0,-8.238999999999999
2370,2512,-2.056,0.266,9.258,0.0,4.76,5.048,7.706,90.0,90.0,90.0,-5.319
2371,2513,-1.41,1.541,14.329,0.0,4.1530000000000005,4.1530000000000005,4.1530000000000005,90.0,90.0,90.0,-4.815
2372,2514,-1.045,1.476,10.244000000000002,0.0,3.714,3.714,3.714,90.0,90.0,90.0,-4.539
2373,2515,-0.905,1.259,10.908,0.0,3.792,3.792,3.792,90.0,90.0,90.0,-2.055
2374,2516,-0.959,0.98,12.207,0.0,3.937,3.937,3.937,90.0,90.0,90.0,2.276
2375,2517,-1.981,0.282,13.047,0.0,5.5520000000000005,5.614,8.372,90.0,90.0,90.0,-13.886
2376,2518,-1.392,0.914,12.973,0.0,4.018,4.018,4.018,90.0,90.0,90.0,4.1
2377,2519,-0.868,1.955,17.452,0.0,4.435,4.435,4.435,90.0,90.0,90.0,-8.14
2378,2520,-0.471,1.335,9.941,0.0,3.677,3.677,3.677,90.0,90.0,90.0,-3.207
2379,2521,-1.366,1.506,16.413,0.0,4.346,4.346,4.346,90.0,90.0,90.0,-3.762
2380,2522,-0.247,1.483,11.964,0.0,3.911,3.911,3.911,90.0,90.0,90.0,0.001
2381,2523,-1.551,0.954,16.736,0.0,4.374,4.374,4.374,90.0,90.0,90.0,1.35
2382,2525,0.039,1.77,12.130999999999998,0.0,3.929,3.929,3.929,90.0,90.0,90.0,-5.914
2383,2526,-0.933,1.875,17.05,0.0,4.401,4.401,4.401,90.0,90.0,90.0,-7.846
2384,2527,-0.812,1.973,17.869,0.0,4.471,4.471,4.471,90.0,90.0,90.0,-8.375
2385,2528,0.12,1.851,12.547,0.0,3.9730000000000003,3.9730000000000003,3.9730000000000003,90.0,90.0,90.0,-3.673
2386,2530,-2.089,0.184,18.867,0.0,5.46,6.3839999999999995,10.825,90.0,90.0,90.0,-20.254
2387,2531,-0.597,1.208,11.994000000000002,0.0,3.9139999999999997,3.9139999999999997,3.9139999999999997,90.0,90.0,90.0,1.194
2388,2532,-0.181,1.5490000000000002,11.805,0.0,3.8939999999999997,3.8939999999999997,3.8939999999999997,90.0,90.0,90.0,-1.347
2389,2533,-0.339,1.392,11.755,0.0,3.888,3.888,3.888,90.0,90.0,90.0,0.101
2390,2534,-0.517,1.3030000000000002,13.416,0.0,4.063,4.063,4.063,90.0,90.0,90.0,0.98
2391,2535,-1.5530000000000002,1.32,12.518,0.0,3.97,3.97,3.97,90.0,90.0,90.0,-3.025
2392,2536,-1.3630000000000002,1.128,9.375,0.0,3.6060000000000003,3.6060000000000003,3.6060000000000003,90.0,90.0,90.0,3.1830000000000003
2393,2537,-0.972,1.869,16.797,0.0,4.379,4.379,4.379,90.0,90.0,90.0,-7.626
2394,2538,-1.545,0.363,11.997,0.0,5.47,6.511,6.737,90.0,90.0,90.0,1.663
2395,2539,-2.31,0.326,16.33,0.638,6.015,6.015,6.015,62.8,62.8,62.8,-13.854
2396,2540,-1.582,0.932,12.765,0.0,3.9960000000000004,3.9960000000000004,3.9960000000000004,90.0,90.0,90.0,4.762
2397,2541,-1.013,1.744,15.85,0.0,4.295,4.295,4.295,90.0,90.0,90.0,-6.658
2398,2542,-0.626,1.177,11.880999999999998,0.0,3.9019999999999997,3.9019999999999997,3.9019999999999997,90.0,90.0,90.0,1.248
2399,2543,-0.22,1.51,14.311,0.0,4.152,4.152,4.152,90.0,90.0,90.0,-1.09
2400,2544,-1.598,1.59,18.663,0.0,4.5360000000000005,4.5360000000000005,4.5360000000000005,90.0,90.0,90.0,-3.025
2401,2545,-1.6780000000000002,0.914,11.5,0.0,3.86,3.86,3.86,90.0,90.0,90.0,1.916
2402,2546,-1.683,0.202,18.061,0.0,5.599,6.273,10.283,90.0,90.0,90.0,-9.227
2403,2547,-1.335,1.601,14.774,0.0,4.196000000000001,4.196000000000001,4.196000000000001,90.0,90.0,90.0,-5.379
2404,2548,-1.7480000000000002,1.19,16.178,0.0,4.325,4.325,4.325,90.0,90.0,90.0,0.006
2405,2549,-1.249,1.036,10.978,0.0,3.8,3.8,3.8,90.0,90.0,90.0,0.96
2406,2550,-1.019,0.938,12.261,0.0,3.943,3.943,3.943,90.0,90.0,90.0,2.596
2407,2551,-1.168,1.735,15.662,0.0,4.2780000000000005,4.2780000000000005,4.2780000000000005,90.0,90.0,90.0,-4.275
2408,2552,-2.45,0.308,12.85,0.0,5.502000000000001,5.784,8.076,90.0,90.0,90.0,-10.578
2409,2553,-0.4,1.567,10.832,0.0,3.783,3.783,3.783,90.0,90.0,90.0,-5.452000000000001
2410,2554,-1.702,1.124,13.977,0.0,4.119,4.119,4.119,90.0,90.0,90.0,-0.74
2411,2555,-2.018,0.35200000000000004,16.191,0.0,6.063,6.228,8.575,90.0,90.0,90.0,-0.778
2412,2556,-0.237,0.512,13.187,0.0,4.04,4.04,4.04,90.0,90.0,90.0,-2.055
2413,2557,-1.961,0.331,10.117,0.0,3.698,3.698,3.698,90.0,90.0,90.0,-1.269
2414,2558,-1.53,0.23,9.703,1.08,5.156000000000001,5.159,7.296,90.0,90.0,90.0,1.226
2415,2559,-0.578,0.228,11.449000000000002,0.0,5.357,5.5889999999999995,7.649,90.0,90.0,90.0,-2.008
2416,2560,-0.987,1.053,7.561,0.0,3.3560000000000003,3.3560000000000003,3.3560000000000003,90.0,90.0,90.0,-3.806
2417,2561,-0.871,0.933,19.061,0.0,4.5680000000000005,4.5680000000000005,4.5680000000000005,90.0,90.0,90.0,-2.008
2418,2562,-1.096,0.7170000000000001,8.555,0.0,3.497,3.497,3.497,90.0,90.0,90.0,-2.864
2419,2563,-1.4069999999999998,0.048,13.512,0.736,5.705,5.819,8.14,90.0,90.0,90.0,0.27
2420,2564,-1.719,0.18600000000000005,13.425,0.0,5.992000000000001,6.287000000000001,7.127000000000001,90.0,90.0,90.0,-6.274
2421,2565,-0.445,0.6759999999999999,14.242,0.0,4.145,4.145,4.145,90.0,90.0,90.0,-4.29
2422,2566,-1.784,0.556,19.27,0.0,4.584,4.584,4.584,90.0,90.0,90.0,-1.582
2423,2567,-1.033,0.269,10.223,0.0,5.23,5.305,7.37,90.0,90.0,90.0,0.679
2424,2568,-1.743,0.27,9.961,0.0,5.151,5.228,7.398,90.0,90.0,90.0,-12.261
2425,2569,-0.125,1.051,16.632,0.0,4.365,4.365,4.365,90.0,90.0,90.0,-1.46
2426,2570,-0.569,0.439,10.018,0.0,5.154,5.2860000000000005,7.355,90.0,90.0,90.0,-1.586
2427,2571,-2.314,0.191,13.022,2.472,6.017,6.145,7.042999999999999,90.0,90.0,90.0,-1.337
2428,2572,-2.109,0.434,14.272,0.0,5.811,5.811,5.811,61.3,61.3,61.3,-1.3019999999999998
2429,2573,-1.86,0.125,13.686,0.0,6.164,6.2620000000000005,7.0920000000000005,90.0,90.0,90.0,-4.835
2430,2574,-1.2990000000000002,0.183,10.453,0.0,3.739,3.739,3.739,90.0,90.0,90.0,-0.436
2431,2575,-1.251,0.465,11.284,0.0,5.02,5.836,7.702999999999999,90.0,90.0,90.0,-2.013
2432,2576,-1.978,0.507,17.15,0.0,4.41,4.41,4.41,90.0,90.0,90.0,-1.291
2433,2577,-1.561,0.254,10.408,0.0,3.733,3.733,3.733,90.0,90.0,90.0,-0.339
2434,2578,-2.749,0.08800000000000001,12.93,0.0,5.61,5.751,8.015,90.0,90.0,90.0,0.008
2435,2579,-0.215,0.593,14.557,0.0,4.175,4.175,4.175,90.0,90.0,90.0,-1.944
2436,2580,-2.324,0.192,12.936,2.546,6.024,6.132999999999999,7.002999999999999,90.0,90.0,90.0,-1.332
2437,2581,-1.002,0.5539999999999999,14.286,0.0,4.149,4.149,4.149,90.0,90.0,90.0,-1.883
2438,2582,-1.266,0.066,10.72,0.0,5.267,5.398,7.541,90.0,90.0,90.0,1.523
2439,2583,0.328,1.51,17.912,0.0,4.474,4.474,4.474,90.0,90.0,90.0,-6.683
2440,2584,-2.306,0.13,14.794,2.633,6.247000000000001,6.397,7.404,90.0,90.0,90.0,-1.372
2441,2585,-1.182,0.093,9.69,1.7619999999999998,5.68,5.763999999999999,5.919,90.0,90.0,90.0,-3.867
2442,2586,-2.162,0.399,13.882,0.0,5.7620000000000005,5.7620000000000005,5.7620000000000005,61.2,61.2,61.2,-1.171
2443,2587,-1.127,0.6779999999999999,11.912,0.0,3.905,3.905,3.905,90.0,90.0,90.0,-1.858
2444,2588,-1.4880000000000002,0.245,10.145,0.0,5.202999999999999,5.267,7.404,90.0,90.0,90.0,-0.726
2445,2589,-2.251,0.013,11.739,0.0,3.886,3.886,3.886,90.0,90.0,90.0,4.698
2446,2590,-0.895,0.265,12.553,0.0,5.6579999999999995,6.457000000000001,6.872000000000001,90.0,90.0,90.0,-10.002
2447,2591,-2.6860000000000004,0.019,11.887,2.204,5.47,5.568,7.806,90.0,90.0,90.0,5.195
2448,2592,-1.853,0.5529999999999999,18.518,0.0,4.524,4.524,4.524,90.0,90.0,90.0,-1.499
2449,2593,-0.701,0.425,10.201,0.0,5.376,5.587000000000001,6.792999999999999,90.0,90.0,90.0,-1.5019999999999998
2450,2594,-2.8510000000000004,-0.091,13.777,1.898,5.655,5.937,8.208,90.0,90.0,90.0,2.658
2451,2595,-1.5019999999999998,-0.021,10.816,0.0,5.312,5.388999999999999,7.557,90.0,90.0,90.0,3.014
2452,2596,-2.915,-0.316,14.555,4.349,5.794,6.01,8.359,90.0,90.0,90.0,5.96
2453,2597,-1.065,0.189,13.156,0.0,5.872999999999999,6.047000000000001,7.409,90.0,90.0,90.0,-1.44
2454,2598,-0.809,0.18,10.851,0.0,5.274,5.452000000000001,7.547000000000001,90.0,90.0,90.0,-1.4980000000000002
2455,2599,-1.892,0.526,18.161,0.0,4.495,4.495,4.495,90.0,90.0,90.0,-1.436
2456,2600,-1.821,0.5489999999999999,18.837,0.0,4.55,4.55,4.55,90.0,90.0,90.0,-1.539
2457,2601,-1.005,0.1,10.927,0.0,5.277,5.4639999999999995,7.58,90.0,90.0,90.0,-0.34
2458,2602,-2.631,-0.084,13.779000000000002,1.196,5.74,5.8420000000000005,8.219,90.0,90.0,90.0,0.983
2459,2603,-0.922,0.248,16.952,0.0,5.034,7.329,9.189,90.0,90.0,90.0,-11.583
2460,2604,-1.932,0.006999999999999999,11.534,0.0,3.863,3.863,3.863,90.0,90.0,90.0,4.339
2461,2605,-1.139,0.094,10.64,0.0,5.244,5.388999999999999,7.53,90.0,90.0,90.0,0.417
2462,2606,-1.416,0.045,10.729,0.0,5.287999999999999,5.377000000000001,7.547000000000001,90.0,90.0,90.0,2.053
2463,2607,-1.832,0.09,11.477,1.6469999999999998,5.42,5.486000000000001,7.718999999999999,90.0,90.0,90.0,2.765
2464,2608,-2.136,0.353,12.777,0.0,5.545,5.803999999999999,7.941,90.0,90.0,90.0,-1.205
2465,2609,-2.22,0.289,8.777999999999999,0.0,4.989,4.99,7.053,90.0,90.0,90.0,0.213
2466,2610,-2.245,0.185,13.5,2.744,6.111000000000001,6.245,7.075,90.0,90.0,90.0,-1.399
2467,2611,-1.56,0.241,12.555,0.0,5.585,5.682,7.912999999999999,90.0,90.0,90.0,-0.421
2468,2612,-0.8690000000000001,0.96,18.606,0.0,4.531000000000001,4.531000000000001,4.531000000000001,90.0,90.0,90.0,-6.928
2469,2613,-2.932,-0.092,11.773,2.8510000000000004,5.466,5.534,7.784,90.0,90.0,90.0,6.194
2470,2614,-2.171,0.198,13.147,2.583,6.023,6.162999999999999,7.084,90.0,90.0,90.0,-1.346
2471,2615,-1.843,-0.249,11.372,0.0,3.845,3.845,3.845,90.0,90.0,90.0,3.629
2472,2616,-1.489,0.08199999999999999,12.398,0.0,5.546,5.652,7.9110000000000005,90.0,90.0,90.0,1.619
2473,2617,-2.805,0.271,15.727,0.0,5.962999999999999,6.182,8.532,90.0,90.0,90.0,-0.084
2474,2618,-2.459,0.14400000000000002,11.577,0.0,3.8680000000000003,3.8680000000000003,3.8680000000000003,90.0,90.0,90.0,-0.301
2475,2619,-0.523,0.579,15.06,0.0,4.223,4.223,4.223,90.0,90.0,90.0,-2.007
2476,2620,-2.141,0.405,13.584,0.0,5.919,5.986000000000001,7.667999999999999,90.0,90.0,90.0,-1.205
2477,2621,-3.104,0.003,14.05,3.254,5.726,5.947,8.252,90.0,90.0,90.0,4.35
2478,2622,-2.261,0.214,10.687,0.38,3.673,3.673,3.9610000000000003,90.0,90.0,90.0,2.295
2479,2623,-2.38,-0.03,11.800999999999998,0.0,3.8930000000000002,3.8930000000000002,3.8930000000000002,90.0,90.0,90.0,5.438
2480,2624,-2.301,0.19,13.021,2.772,6.06,6.126,7.015,90.0,90.0,90.0,-1.3330000000000002
