,Unnamed: 0,nsites,space_group,volume,band_gap,n,poly_electronic,poly_total,pot_ferroelectric
850,850,6,129,106.121853894,5.67,1.74,3.02,12.0,True
851,851,3,187,83.0265787329,0.6,3.23,10.45,25.62,True
852,852,10,11,339.235958864,3.76,1.67,2.8,8.45,True
853,853,10,72,313.371550817,0.99,2.09,4.37,9.2,True
854,854,5,164,150.943202456,1.27,2.52,6.33,13.17,True
855,855,10,148,152.063215292,1.09,2.13,4.52,10.54,True
856,856,9,225,242.913186107,1.1,1.86,3.46,9.52,True
857,857,5,221,145.627631365,0.26,4.48,20.08,46.59,True
858,858,10,11,196.345138902,2.71,1.95,3.82,19.49,True
859,859,8,194,113.871039181,1.76,2.67,7.15,15.27,True
860,860,6,51,233.293520545,1.11,2.45,6.01,10.76,True
861,861,8,148,122.78143063,2.11,1.64,2.68,5.55,True
862,862,7,166,246.31844566799998,0.89,2.16,4.68,8.81,True
863,863,5,139,81.3278839809,1.65,1.9,3.62,7.2,True
864,864,9,87,125.31842746299999,0.43,1.96,3.83,9.04,True
865,865,9,162,98.94960425229999,1.72,2.03,4.1,11.93,True
866,866,8,217,262.739926653,2.25,2.7,7.29,21.42,True
867,867,6,164,208.069747575,2.17,2.27,5.16,12.26,True
868,868,8,129,146.196611715,1.25,2.7,7.27,29.96,True
869,869,3,216,59.3955999005,0.67,4.44,19.7,32.43,True
870,870,8,215,186.375773342,1.6,2.64,6.99,7.32,True
871,871,8,71,141.23223044600002,2.08,1.93,3.73,8.48,True
872,872,10,194,352.815798759,1.29,1.82,3.33,12.47,True
873,873,6,129,137.471829036,0.63,3.07,9.44,15.49,True
874,874,8,194,91.4446588756,1.41,2.42,5.84,10.73,True
875,875,6,65,69.1183103414,3.14,1.57,2.46,8.9,True
876,876,10,194,331.714993516,1.18,1.83,3.34,20.51,True
877,877,6,194,128.42167015,1.73,2.51,6.31,21.24,True
878,878,10,63,249.1108386,0.64,2.94,8.63,13.49,True
879,879,6,186,226.76280087799998,1.51,2.75,7.58,21.52,True
880,880,3,216,60.504118955600006,0.79,4.56,20.81,26.32,True
881,881,8,194,123.81468970799999,0.24,2.36,5.59,9.2,True
882,882,9,164,156.414875046,3.87,1.75,3.07,42.08,True
883,883,3,216,59.9678400762,1.37,2.83,8.02,12.97,True
884,884,5,164,148.159474079,0.11,6.26,39.14,51.78,True
885,885,6,129,187.083862155,2.41,1.96,3.84,9.7,True
886,886,6,63,195.33869494599998,1.99,2.04,4.16,12.2,True
887,887,8,63,184.91103437200002,1.46,1.89,3.57,5.52,True
888,888,8,36,125.51713116,5.62,1.47,2.17,3.24,True
889,889,7,82,236.359794614,1.04,3.17,10.02,13.2,True
890,890,6,129,169.192669533,3.29,2.11,4.47,12.76,True
891,891,8,148,114.21073671,2.54,1.56,2.44,6.46,True
892,892,8,148,127.616276931,1.69,1.54,2.36,6.06,True
893,893,8,194,187.513189273,0.69,3.41,11.63,13.3,True
894,894,3,216,31.4712760554,2.27,2.26,5.12,10.71,True
895,895,4,166,33.2199244427,6.12,1.76,3.09,12.78,True
896,896,7,160,212.02960377099998,1.59,2.95,8.71,21.36,True
897,897,3,216,47.7213399033,1.34,3.17,10.07,16.32,True
898,898,5,164,38.608081652399996,4.07,2.17,4.71,12.12,True
899,899,4,166,51.8042969552,1.91,1.98,3.94,11.07,True
900,900,5,160,81.6907056244,2.96,1.47,2.15,4.9,True
901,901,8,148,105.35723006,1.55,1.72,2.96,7.89,True
902,902,7,121,158.066776032,1.55,2.45,6.02,6.35,True
903,903,10,148,125.96271635299999,0.88,2.15,4.61,13.04,True
904,904,10,36,180.848240017,6.61,1.37,1.88,2.22,True
905,905,4,164,88.5995389719,0.68,3.51,12.29,28.61,True
906,906,7,166,258.701091275,0.82,2.22,4.94,8.6,True
907,907,4,225,110.59291225,0.38,6.03,36.37,172.52,True
908,908,8,148,117.32088255200001,1.66,1.67,2.77,7.01,True
909,909,6,36,265.269309745,2.35,1.92,3.69,10.78,True
910,910,8,148,115.63260302100001,3.71,1.53,2.33,6.3,True
911,911,8,225,150.983219749,1.68,1.51,2.29,4.29,True
912,912,4,225,86.16815787690003,0.33,4.06,16.51,25.37,True
913,913,7,139,178.59007244400001,2.21,1.86,3.46,8.27,True
914,914,7,82,189.71851932099997,1.35,2.73,7.44,11.06,True
915,915,8,215,169.427157825,1.92,2.46,6.07,6.38,True
916,916,4,47,68.3992278832,1.07,2.08,4.31,9.43,True
917,917,10,148,100.28834942299999,3.39,1.9,3.62,11.35,True
918,918,8,215,211.22125698,1.88,1.78,3.16,4.15,True
919,919,5,164,39.8323760732,3.13,1.82,3.3,6.06,True
920,920,8,148,113.148591937,7.02,1.36,1.86,5.95,True
921,921,8,148,104.25659822799999,1.59,2.02,4.08,7.17,True
922,922,10,161,232.146778386,3.34,1.69,2.87,19.98,True
923,923,8,148,103.135037648,1.83,1.76,3.08,5.56,True
924,924,4,166,158.815464381,1.7,2.47,6.12,13.36,True
925,925,8,217,226.02187528299999,1.95,2.72,7.38,23.39,True
926,926,8,194,185.059989221,2.35,2.38,5.67,15.48,True
927,927,9,164,164.367806089,4.29,1.69,2.84,41.75,True
928,928,8,15,264.985678359,3.05,1.9,3.62,10.2,True
929,929,5,221,119.075809281,0.37,3.99,15.9,34.28,True
930,930,4,44,55.887802434899996,2.42,1.49,2.21,5.27,True
931,931,8,15,181.926787805,2.2,1.96,3.84,12.09,True
932,932,5,221,64.904612951,2.21,2.23,4.98,15.23,True
933,933,8,148,123.05818390000002,4.95,1.4,1.95,6.62,True
934,934,5,221,92.1700424191,6.4,1.46,2.12,15.28,True
935,935,4,123,58.1500700741,0.4,2.27,5.14,5.14,False
936,936,6,194,194.906918266,0.45,4.98,24.78,30.09,True
937,937,7,221,212.33680962,1.67,2.24,5.01,11.42,True
938,938,7,123,104.174976479,0.57,2.32,5.39,18.06,True
939,939,4,166,70.38401701640001,3.21,1.77,3.15,8.1,True
940,940,8,63,158.307962917,0.66,3.25,10.57,19.18,True
941,941,8,63,222.317158241,5.15,1.59,2.52,12.25,True
942,942,10,148,136.009912749,2.7,1.82,3.3,8.06,True
943,943,10,194,340.35763896,0.65,1.86,3.48,9.64,True
944,944,5,71,168.57911100299998,0.79,2.66,7.09,12.08,True
945,945,9,225,251.964637628,2.08,1.79,3.21,12.73,True
946,946,8,148,101.76535139100001,5.14,1.42,2.01,5.96,True
947,947,5,221,75.4392421678,2.07,1.5,2.26,8.59,True
948,948,9,12,145.626514668,3.23,1.88,3.55,11.38,True
949,949,8,166,111.38346997200001,1.94,1.91,3.65,11.54,True
950,950,5,164,124.561649428,0.22,6.28,39.5,52.52,True
951,951,10,72,305.71344929599996,1.11,2.0,4.0,9.06,True
952,952,7,139,119.527262208,6.23,1.45,2.11,6.46,True
953,953,7,139,297.020976124,0.85,1.71,2.94,8.7,True
954,954,9,225,111.19804263799999,2.23,2.07,4.28,11.02,True
955,955,4,166,92.19046724190001,2.28,2.27,5.15,14.12,True
956,956,5,160,93.0260659574,2.57,1.9,3.59,11.11,True
957,957,8,194,304.35078255,1.36,2.53,6.42,13.34,True
958,958,5,71,140.575607305,0.93,2.46,6.05,10.71,True
959,959,5,164,144.701063515,0.79,3.26,10.65,17.54,True
960,960,9,225,295.593680785,2.21,1.65,2.73,7.16,True
961,961,8,225,144.548637928,4.61,1.46,2.13,6.38,True
962,962,8,166,123.600595313,4.9,1.39,1.95,6.54,True
963,963,9,162,137.140241939,1.93,2.11,4.45,17.16,True
964,964,8,194,100.45065644399999,0.58,2.48,6.13,11.44,True
965,965,5,221,105.524213835,0.8,2.96,8.74,50.66,True
966,966,9,225,305.071198753,0.97,1.89,3.59,15.25,True
967,967,8,148,131.33352914600002,3.85,1.5,2.26,5.75,True
968,968,5,164,131.61039277,0.68,3.62,13.08,24.56,True
969,969,5,164,165.556782139,0.85,3.26,10.66,17.37,True
970,970,10,59,186.48538974,3.07,1.64,2.68,17.31,True
971,971,6,129,171.983336276,4.31,1.83,3.36,7.73,True
972,972,4,156,73.2891367846,0.87,3.25,10.55,20.71,True
973,973,8,148,110.411667735,4.09,1.53,2.34,5.22,True
974,974,5,164,114.368586279,0.82,3.48,12.08,24.41,True
975,975,6,63,195.066458912,1.82,2.16,4.68,12.59,True
976,976,5,221,95.00608154700001,3.29,1.61,2.59,10.11,True
977,977,4,166,46.9570443648,0.81,2.87,8.22,14.28,True
978,978,7,166,275.752469286,0.7,2.32,5.38,8.91,True
979,979,10,160,137.491761837,2.2,1.77,3.15,8.57,True
980,980,7,121,149.273738952,1.89,2.46,6.04,9.5,True
981,981,3,216,51.1768230712,1.05,4.53,20.48,31.72,True
982,982,3,216,64.4224554231,0.3,4.33,18.75,21.77,True
983,983,10,164,86.17978620379999,3.71,1.94,3.78,9.84,True
984,984,9,225,165.02600910299998,3.3,1.47,2.16,5.91,True
985,985,8,148,93.59810183719999,7.54,1.37,1.88,6.05,True
986,986,10,43,259.940524457,3.65,1.48,2.18,3.46,True
987,987,6,129,138.812966256,2.27,2.43,5.9,46.77,True
988,988,8,194,267.05613319400004,0.15,3.15,9.94,15.21,True
989,989,4,12,39.0734117375,0.38,2.87,8.22,17.01,True
990,990,6,82,66.1970001005,7.26,1.61,2.59,4.91,True
991,991,5,139,112.843749189,2.03,2.55,6.5,22.08,True
992,992,6,59,109.16789407200001,0.56,2.93,8.57,59.43,True
993,993,7,97,254.206639635,0.53,2.95,8.72,13.48,True
994,994,9,225,159.662108583,6.99,1.37,1.88,5.57,True
995,995,3,160,52.5936141464,3.15,1.82,3.3,8.73,True
996,996,5,71,136.470599627,1.25,2.3,5.29,9.64,True
997,997,4,166,38.020151713800004,1.79,2.19,4.8,16.34,True
998,998,8,63,233.235439658,0.95,2.58,6.64,16.02,True
999,999,10,194,343.916002602,0.71,3.32,11.03,41.81,True
1000,1000,6,82,72.3230155813,4.26,1.75,3.06,5.8,True
1001,1001,5,221,173.60243625,0.41,1.86,3.46,23.09,True
1002,1002,7,82,165.964355413,1.57,2.58,6.65,12.24,True
1003,1003,8,166,231.250527124,1.25,2.81,7.9,14.59,True
1004,1004,6,129,214.776125194,1.3,2.44,5.94,13.45,True
1005,1005,9,164,254.777593365,0.41,8.04,64.62,79.7,True
1006,1006,3,216,53.1671022082,0.51,4.98,24.82,45.23,True
1007,1007,7,139,151.13152052200002,3.3,1.72,2.96,10.11,True
1008,1008,10,63,145.35508566299998,2.69,1.82,3.31,6.49,True
1009,1009,10,194,144.85175010700002,1.92,2.27,5.15,15.51,True
1010,1010,8,148,112.357788101,0.77,2.52,6.34,8.18,True
1011,1011,4,164,63.7299457353,0.65,3.2,10.24,17.6,True
1012,1012,4,166,48.7048289846,0.96,3.49,12.16,13.71,True
1013,1013,6,129,102.078233972,3.84,1.94,3.77,10.95,True
1014,1014,3,187,98.4395710757,0.35,4.91,24.12,29.0,True
1015,1015,8,122,177.685382695,0.96,2.68,7.2,10.49,True
1016,1016,9,189,248.961681097,0.81,3.0,9.02,19.25,True
1017,1017,8,122,202.532792999,0.38,3.05,9.33,13.08,True
1018,1018,9,189,341.99662325599996,0.24,3.91,15.27,24.3,True
1019,1019,6,129,179.17406466900002,2.82,2.11,4.44,10.65,True
1020,1020,10,36,205.88892883,0.95,2.6,6.77,12.58,True
1021,1021,4,166,56.879499598500004,0.24,2.35,5.52,8.98,True
1022,1022,8,140,189.51058019299998,2.15,2.36,5.58,14.66,True
1023,1023,8,122,245.83100238900002,2.44,2.48,6.14,8.38,True
1024,1024,8,148,151.9710861,2.62,1.48,2.18,6.62,True
1025,1025,6,164,139.372900594,0.2,4.03,16.21,31.22,True
1026,1026,8,194,125.897161466,2.65,2.21,4.88,11.73,True
1027,1027,9,225,146.521753257,3.27,1.48,2.18,6.62,True
1028,1028,10,63,293.075816445,0.65,2.93,8.58,13.1,True
1029,1029,3,216,61.2077909007,0.18,4.79,22.95,26.98,True
1030,1030,8,194,78.82775314220001,0.74,3.43,11.79,16.04,True
1031,1031,9,225,169.399006685,2.26,1.5,2.25,6.0,True
1032,1032,4,166,80.4253941195,1.81,2.37,5.6,21.47,True
1033,1033,9,162,104.870656905,1.93,2.05,4.21,11.72,True
1034,1034,9,164,187.042907765,7.23,1.49,2.22,9.4,True
1035,1035,9,225,404.333074826,0.65,2.19,4.8,9.61,True
1036,1036,9,162,95.7033353806,1.93,1.61,2.6,10.95,True
1037,1037,8,63,233.068563652,1.23,2.59,6.72,11.84,True
1038,1038,9,225,100.16103787,3.61,1.8,3.23,7.51,True
1039,1039,9,164,159.031109836,2.64,1.53,2.36,6.99,True
1040,1040,8,122,252.155065381,1.05,2.97,8.83,10.95,True
1041,1041,7,82,188.88545369,1.43,2.68,7.19,12.09,True
1042,1042,4,166,43.162275118100005,2.91,2.07,4.29,9.28,True
1043,1043,3,156,125.12318883299999,1.27,3.16,9.96,23.74,True
1044,1044,4,166,139.017819828,2.32,2.26,5.12,13.09,True
1045,1045,10,148,240.345505594,2.28,1.75,3.07,8.55,True
1046,1046,4,166,124.507538301,2.68,2.15,4.61,13.28,True
1047,1047,8,166,110.246828654,7.42,1.48,2.19,8.78,True
1048,1048,10,148,196.25159167599998,2.43,2.0,4.01,9.31,True
1049,1049,6,129,119.91428772200001,4.04,1.87,3.51,9.76,True
1050,1050,9,225,139.856762476,2.36,1.52,2.3,5.56,True
1051,1051,7,111,212.49312087799998,0.87,2.77,7.67,11.76,True
1052,1052,8,194,220.041363275,3.6,2.0,3.99,7.08,True
1053,1053,4,216,73.8823059248,0.14,14.58,212.61,232.6,True
1054,1054,5,221,177.269065066,0.21,2.53,6.41,22.44,True
1055,1055,6,186,227.725015206,0.26,3.53,12.47,15.55,True
