,Unnamed: 0,pf_n,pf_p,s_n,s_p,m_n,m_p
4747,4770,0.6920000000000001,0.103,-717.0,789.0,34.2,69.7
4748,4771,1.14,0.494,-520.0,667.0,126000.0,1310.0
4749,4772,1.12,0.486,-520.0,667.0,650000.0,5710.0
4750,4773,0.159,0.168,-671.0,681.0,1440.0,186.0
4751,4774,0.199,0.0329,-644.0,742.0,7.68,113.0
4752,4775,0.7709999999999999,0.914,-599.0,559.0,1.71,2.6
4753,4776,0.339,0.19,-695.0,751.0,5.49,14.7
4754,4777,0.00126,0.0757,-870.0,763.0,2430.0,40.3
4755,4778,0.942,0.139,-388.0,767.0,0.453,3.26
4756,4779,1.04,0.115,-343.0,801.0,0.318,3.32
4757,4780,0.202,0.201,-613.0,657.0,5.89,21.5
4758,4781,0.49,0.161,-626.0,756.0,5.66,10.9
4759,4782,0.902,0.0173,-404.0,840.0,0.512,35.6
4760,4783,0.851,0.051,-424.0,817.0,0.599,11.7
4761,4784,0.918,0.0337,-401.0,798.0,0.493,33.6
4762,4785,0.8320000000000001,0.0226,-429.0,746.0,0.624,148.0
4763,4786,0.7290000000000001,0.0537,-440.0,778.0,0.7809999999999999,20.5
4764,4787,0.912,0.115,-387.0,723.0,0.465,35.6
4765,4789,0.6,0.0887,-613.0,749.0,1.78,12.1
4766,4790,0.504,0.165,-623.0,708.0,6.82,31.2
4767,4791,0.0924,0.127,-776.0,778.0,59.0,15.0
4768,4792,0.457,0.222,-643.0,673.0,2.68,20.8
4769,4793,0.935,0.0708,-393.0,802.0,0.466,13.1
4770,4794,0.933,0.0908,-394.0,760.0,0.468,5.86
4771,4795,0.961,0.298,-380.0,586.0,0.4320000000000001,9.76
4772,4796,0.91,0.0281,-406.0,851.0,0.511,93.9
4773,4797,0.863,0.368,-413.0,543.0,0.557,1.84
4774,4798,1.5,0.424,-661.0,784.0,0.895,2.99
4775,4799,0.976,0.158,-371.0,663.0,0.398,3.2
4776,4800,0.875,0.366,-413.0,544.0,0.55,1.87
4777,4801,0.856,0.35200000000000004,-414.0,549.0,0.565,1.94
4778,4802,0.889,0.358,-404.0,546.0,0.519,1.92
4779,4803,0.848,0.0397,-426.0,838.0,0.604,22.2
4780,4804,0.847,0.0295,-427.0,821.0,0.616,44.5
4781,4805,1.04,0.275,-358.0,734.0,0.35700000000000004,1.47
4782,4806,0.708,0.149,-466.0,658.0,0.8640000000000001,4.1
4783,4807,0.872,0.0247,-417.0,775.0,0.563,58.0
4784,4808,0.625,0.333,-593.0,748.0,415.0,67.2
4785,4809,0.964,0.0916,-382.0,786.0,0.428,108.0
4786,4810,1.11,0.232,-346.0,693.0,0.355,1.92
4787,4811,1.05,0.171,-350.0,787.0,0.34,3.71
4788,4812,0.515,0.159,-619.0,825.0,2.1,14.3
4789,4813,1.01,0.14400000000000002,-380.0,632.0,0.403,207.0
4790,4814,0.914,0.0246,-389.0,771.0,0.467,125.0
4791,4815,1.13,0.171,-298.0,709.0,0.222,3.79
4792,4816,0.193,0.28300000000000003,-704.0,681.0,40.6,15.3
4793,4817,0.909,0.11,-393.0,740.0,0.479,228.0
4794,4818,0.928,0.0999,-388.0,711.0,0.459,1410.0
4795,4819,0.245,0.305,-719.0,701.0,12.9,9.87
4796,4820,0.578,0.5529999999999999,-705.0,636.0,2.52,2.58
4797,4821,0.847,0.35200000000000004,-417.0,551.0,0.578,1.93
4798,4822,0.925,0.0735,-395.0,703.0,0.476,7810.0
4799,4823,0.963,0.14800000000000002,-664.0,756.0,26.9,17.2
4800,4824,0.7,0.132,-345.0,686.0,0.503,22.4
4801,4825,0.8220000000000001,0.324,-426.0,559.0,0.626,2.01
4802,4826,0.8079999999999999,0.282,-587.0,660.0,83.0,4.57
4803,4827,0.926,0.092,-386.0,727.0,0.454,7.17
4804,4828,0.826,0.355,-425.0,558.0,0.622,2.14
4805,4829,0.48,0.56,-637.0,612.0,4.62,4.48
4806,4830,0.509,0.0292,-605.0,834.0,3.59,146.0
4807,4831,0.7809999999999999,0.111,-465.0,746.0,0.884,7.31
4808,4832,0.396,0.0666,-646.0,790.0,3.62,106.0
4809,4833,0.785,0.225,-637.0,707.0,17.2,7.56
4810,4834,0.89,0.135,-412.0,725.0,0.5379999999999999,6.43
4811,4835,0.95,0.106,-381.0,704.0,0.431,5.11
4812,4836,0.3,0.254,-683.0,677.0,8.08,12.0
4813,4837,0.7929999999999999,0.00139,-444.0,732.0,0.743,812.0
4814,4838,0.0981,0.00627,-739.0,750.0,90.8,4550.0
4815,4839,0.7829999999999999,0.197,-436.0,718.0,0.698,3.02
4816,4840,0.695,0.0748,-540.0,775.0,1.92,19.8
4817,4841,0.868,0.00938,-413.0,890.0,0.5539999999999999,70.4
4818,4842,0.0906,0.00158,-713.0,767.0,20.0,7870.0
4819,4843,0.12,0.0076,-708.0,841.0,25.8,273.0
4820,4844,0.574,0.365,-571.0,700.0,2.36,4.58
4821,4845,0.16399999999999998,0.111,-608.0,756.0,6.6,11.9
4822,4846,0.769,0.0443,-452.0,772.0,0.755,32.2
4823,4847,0.122,0.321,-806.0,713.0,36.7,6.99
4824,4848,0.921,0.0263,-388.0,721.0,0.463,57.1
4825,4849,0.91,0.105,-386.0,688.0,0.461,319.0
4826,4851,0.985,0.114,-365.0,704.0,0.382,3.61
4827,4852,0.856,0.00391,-423.0,773.0,0.59,165.0
4828,4853,0.942,0.24,-380.0,592.0,0.436,4.97
4829,4854,0.45,0.254,-770.0,791.0,3.72,6.8
4830,4855,1.07,0.0445,-347.0,756.0,0.321,9.22
4831,4856,0.838,0.0498,-425.0,811.0,0.606,10.4
4832,4857,0.8490000000000001,0.0923,-422.0,763.0,0.5920000000000001,31.5
4833,4858,0.489,0.0337,-595.0,803.0,2.57,62.5
4834,4860,0.56,0.0266,-626.0,827.0,2.05,115.0
4835,4861,0.335,0.392,-732.0,695.0,9.18,22.7
4836,4862,0.501,0.0106,-599.0,824.0,2.81,221.0
4837,4863,0.315,0.0297,-682.0,866.0,5.02,58.4
4838,4864,0.242,0.0064,-646.0,760.0,5.67,4360.0
4839,4865,0.8440000000000001,0.011,-445.0,830.0,0.7040000000000001,76.0
4840,4866,0.395,0.0239,-577.0,746.0,3.16,1160.0
4841,4867,0.417,0.00967,-656.0,722.0,5.51,689.0
4842,4868,0.134,0.0293,-707.0,771.0,14.7,59.6
4843,4870,0.965,0.121,-382.0,644.0,0.426,3.42
4844,4871,0.933,0.0421,-394.0,790.0,0.469,39.1
4845,4872,0.933,0.0558,-393.0,735.0,0.466,9.42
4846,4873,0.875,0.0244,-423.0,782.0,0.5760000000000001,51.5
4847,4874,0.91,0.0582,-384.0,743.0,0.458,12.7
4848,4875,0.856,0.0232,-431.0,811.0,0.612,35.0
4849,4876,0.936,0.107,-393.0,655.0,0.465,4.72
4850,4877,0.923,0.129,-395.0,780.0,0.478,206.0
4851,4878,0.965,0.11,-636.0,767.0,1.75,47.0
4852,4879,0.959,0.196,-539.0,679.0,0.863,4.69
4853,4881,0.14400000000000002,0.112,-399.0,-323.0,4.52,5.4
4854,4882,0.206,0.0603,-654.0,723.0,3730000.0,712000.0
4855,4883,0.133,0.117,-781.0,776.0,26.3,23.7
4856,4884,0.551,0.0139,-613.0,749.0,5.44,98.1
4857,4886,0.365,0.0448,-582.0,712.0,2.66,4420.0
4858,4887,0.4970000000000001,0.00103,-566.0,724.0,2.38,11700.0
4859,4888,0.51,0.0104,-611.0,741.0,4.54,2370.0
4860,4889,0.35700000000000004,0.228,-571.0,765.0,66500000.0,114000000.0
4861,4890,0.27,0.241,-754.0,782.0,24.9,12.3
4862,4891,0.494,0.379,-610.0,694.0,23.7,120.0
4863,4892,0.96,0.136,-382.0,656.0,0.428,21.9
4864,4893,0.935,0.0531,-384.0,727.0,0.445,17.8
4865,4894,0.359,0.173,-661.0,738.0,4.11,32.2
4866,4895,0.918,0.27,-460.0,628.0,0.841,271.0
4867,4896,0.0154,1.44,-897.0,602.0,190.0,8.09
4868,4897,0.7140000000000001,0.133,-329.0,668.0,0.435,14.6
4869,4898,0.962,0.119,-383.0,664.0,0.43,8.57
4870,4899,0.919,0.0955,-402.0,704.0,0.4970000000000001,22.2
4871,4900,0.994,0.0518,-365.0,828.0,0.379,7.26
4872,4901,0.879,0.0412,-409.0,821.0,0.5379999999999999,18.6
4873,4902,0.221,0.0682,-733.0,773.0,11.9,25.6
4874,4903,0.119,0.145,-766.0,733.0,16.9,16.7
4875,4904,0.34,0.0733,-640.0,777.0,5.96,24.1
4876,4905,0.185,0.054000000000000006,-674.0,775.0,7.22,80.3
4877,4908,0.267,0.0879,-634.0,674.0,5.36,15.0
4878,4909,0.949,0.069,-389.0,747.0,0.451,9.51
4879,4911,0.952,0.085,-387.0,746.0,0.445,6.93
4880,4912,0.944,0.0511,-385.0,677.0,0.442,15.7
4881,4913,0.0298,0.274,-663.0,625.0,70.4,5.82
4882,4914,0.202,0.0329,-728.0,679.0,169.0,304.0
4883,4915,1.0,0.14800000000000002,-352.0,725.0,0.34700000000000003,2.35
4884,4916,0.248,0.512,-597.0,581.0,9.14,3.91
4885,4917,0.371,0.224,-650.0,668.0,5.43,6.05
4886,4918,0.974,0.104,-379.0,674.0,0.416,13.3
4887,4919,0.925,0.00915,-390.0,725.0,0.463,135.0
4888,4920,0.917,0.0341,-424.0,813.0,0.5539999999999999,1230.0
4889,4921,0.804,0.222,-607.0,713.0,1.88,73.7
4890,4922,0.0472,0.062,-665.0,711.0,238.0,427.0
4891,4923,0.0395,0.0506,-729.0,741.0,38.0,40.5
4892,4924,0.937,0.0816,-412.0,698.0,0.5539999999999999,12.4
4893,4925,0.302,0.785,-633.0,588.0,4.44,1.57
4894,4926,0.112,0.5720000000000001,-786.0,694.0,16.5,6.12
4895,4927,0.917,0.118,-401.0,657.0,0.499,10.7
4896,4928,1.02,0.605,-514.0,708.0,0.762,11.8
4897,4929,0.018000000000000002,0.0269,-784.0,742.0,178.0,214.0
4898,4930,1.02,1.23,-408.0,453.0,0.616,2.1
4899,4931,1.03,0.225,-328.0,507.0,0.308,1.38
4900,4932,0.848,0.0158,-387.0,778.0,0.498,26.8
4901,4933,0.6629999999999999,0.221,-648.0,705.0,2.57,6.23
4902,4934,0.273,0.0378,-672.0,764.0,24.1,125.0
4903,4935,0.118,0.107,-720.0,764.0,15.3,18.2
4904,4936,1.85,1.34,-387.0,434.0,0.28,0.444
4905,4937,0.708,0.194,-500.0,664.0,2.4,5.98
4906,4938,0.0336,0.0117,-749.0,771.0,51.4,441.0
4907,4939,0.8320000000000001,0.309,-429.0,564.0,0.622,692.0
4908,4940,0.259,0.0714,-734.0,807.0,11.9,66.6
4909,4941,0.381,0.33,-620.0,613.0,3.17,6.44
4910,4942,2.08,1.68,-697.0,683.0,0.659,0.815
4911,4943,0.858,0.0932,-428.0,756.0,0.601,11.0
4912,4945,2.55,0.816,-610.0,589.0,14.0,1.5
4913,4946,0.8640000000000001,0.0871,-406.0,714.0,0.536,6.62
4914,4947,0.992,0.322,-534.0,640.0,1.38,3.67
4915,4948,0.573,0.4970000000000001,-647.0,693.0,2.06,2.37
4916,4949,0.435,0.154,-678.0,800.0,3.17,54.8
4917,4950,0.442,0.22,-731.0,725.0,861.0,6.99
4918,4951,0.243,0.51,-698.0,637.0,11.9,4.99
4919,4952,0.00302,0.00173,-569.0,550.0,519.0,562.0
4920,4953,0.007909999999999999,0.00566,-685.0,742.0,418.0,2750.0
4921,4954,0.974,0.0672,-416.0,713.0,0.524,43.6
4922,4955,4.27,0.22,-514.0,836.0,3.69,10.4
4923,4956,0.962,0.151,-380.0,665.0,0.428,2.91
4924,4957,0.0719,0.0825,-705.0,771.0,31.9,21.7
4925,4958,1.05,0.0675,-323.0,769.0,0.282,4.37
4926,4959,0.8220000000000001,0.111,-462.0,716.0,0.818,16.4
4927,4960,0.976,0.0902,-392.0,727.0,0.446,5.57
4928,4961,0.879,0.0793,-415.0,762.0,0.552,12.2
4929,4962,1.12,0.136,-245.0,572.0,0.151,1.75
4930,4963,0.406,0.314,-766.0,773.0,7.37,5.56
4931,4964,0.103,0.303,-738.0,710.0,46.0,19.1
4932,4965,1.52,0.338,-454.0,734.0,0.728,2.66
4933,4966,0.847,0.0628,-426.0,730.0,0.632,8.35
4934,4967,0.16699999999999998,0.555,-719.0,621.0,36.9,4.03
4935,4968,0.959,0.124,-368.0,660.0,0.398,11.6
4936,4969,1.18,0.32299999999999995,-562.0,617.0,65900.0,42.4
4937,4970,0.703,0.15,-486.0,725.0,1.07,5.48
4938,4971,0.43,1.19,-681.0,562.0,3.1,3.15
4939,4972,0.0757,0.142,-770.0,739.0,38.1,43.7
4940,4973,1.06,0.6609999999999999,-542.0,550.0,0.7829999999999999,1.25
4941,4974,0.603,0.037000000000000005,-525.0,791.0,1.9,28800.0
4942,4975,0.716,0.101,-591.0,705.0,2.66,11.1
4943,4976,0.467,0.153,-647.0,747.0,3.56,18.7
4944,4977,0.8320000000000001,0.0936,-461.0,693.0,0.753,13.0
4945,4978,0.29,0.328,-726.0,656.0,77.6,5.22
4946,4979,0.116,0.00826,-680.0,711.0,23.7,232.0
4947,4980,1.11,0.423,-661.0,672.0,17.0,3.32
4948,4981,0.999,0.25,-563.0,736.0,11.9,30.5
4949,4982,0.81,0.4370000000000001,-587.0,637.0,1.36,4.8
4950,4983,0.138,0.0517,-697.0,699.0,14.2,50.1
4951,4984,0.939,0.0483,-386.0,772.0,0.448,10.8
4952,4985,0.835,0.16899999999999998,-427.0,635.0,0.672,4.93
4953,4986,0.18,0.18,-722.0,721.0,12.3,12.1
4954,4987,0.862,0.0685,-428.0,741.0,0.599,17.8
4955,4988,0.8290000000000001,0.122,-433.0,728.0,0.638,4.32
4956,4989,0.8809999999999999,0.0587,-414.0,789.0,0.55,18.7
4957,4990,0.8420000000000001,0.163,-433.0,676.0,0.628,51.8
4958,4991,0.17800000000000002,0.0677,-757.0,807.0,9.09,23.9
4959,4992,0.988,0.036000000000000004,-393.0,758.0,0.448,65.2
4960,4993,0.998,0.0458,-366.0,797.0,0.379,12.6
4961,4994,0.955,0.0194,-388.0,762.0,0.45,61.3
4962,4995,0.225,0.282,-619.0,684.0,24.5,251.0
4963,4996,1.28,0.249,-543.0,669.0,6.33,16.4
4964,4997,0.953,0.0577,-390.0,750.0,0.45,9.9
4965,4998,0.0685,0.00857,-719.0,760.0,47.8,195.0
4966,4999,0.00805,0.0738,-819.0,778.0,239.0,45.7
4967,5000,0.117,0.389,-810.0,698.0,16.6,5.06
4968,5001,0.823,0.075,-560.0,665.0,32.3,12.5
4969,5002,0.4,0.113,-521.0,712.0,5.81,86.5
4970,5003,0.0103,0.0972,-806.0,714.0,4900.0,278.0
4971,5004,0.0492,0.107,-782.0,757.0,196.0,240.0
4972,5005,0.914,1.04,-579.0,587.0,2.1,2.01
4973,5006,0.792,0.7090000000000001,-480.0,500.0,1.12,1.45
4974,5007,0.758,0.583,-485.0,580.0,1.04,3.99
4975,5008,0.895,0.0293,-412.0,803.0,0.534,23.0
4976,5010,0.883,0.196,-396.0,730.0,0.5,2.25
4977,5011,0.0151,0.029,-748.0,780.0,637.0,109.0
4978,5012,0.73,0.00278,-455.0,619.0,6.12,16300.0
4979,5013,0.00829,0.0741,-774.0,804.0,261.0,1710.0
4980,5014,0.935,0.0287,-385.0,858.0,0.446,97.5
4981,5015,0.8240000000000001,0.196,-601.0,721.0,3.06,12.6
4982,5016,0.208,0.6920000000000001,-810.0,808.0,8.91,72.4
4983,5017,0.918,0.0432,-636.0,843.0,1.32,26.9
4984,5018,0.684,0.08900000000000001,-553.0,777.0,4.95,59.9
4985,5019,0.936,0.0657,-386.0,756.0,0.448,6.52
4986,5020,1.11,0.0955,-560.0,824.0,0.797,9.28
4987,5021,0.199,0.125,-663.0,638.0,493.0,18.0
4988,5022,0.871,1.45,-826.0,750.0,2.21,1.33
4989,5023,1.43,0.203,-614.0,874.0,0.743,5.23
4990,5024,0.93,0.941,-547.0,474.0,0.971,0.898
4991,5025,0.978,0.0626,-372.0,727.0,0.399,8.35
4992,5026,1.06,0.345,-636.0,784.0,1.09,3.32
4993,5027,1.05,0.202,-343.0,765.0,0.317,4.91
4994,5028,0.8909999999999999,0.174,-408.0,628.0,0.529,4.63
4995,5029,1.02,0.853,-645.0,559.0,1.27,1.89
4996,5030,0.103,0.0583,-654.0,713.0,1940.0,53.1
4997,5031,1.01,0.3,-601.0,782.0,1.01,3.4
4998,5032,1.06,0.713,-693.0,721.0,1.28,1.9
4999,5033,0.96,0.112,-401.0,690.0,0.473,9.67
5000,5034,1.31,1.36,-534.0,714.0,0.6459999999999999,22.6
5001,5035,0.779,0.0715,-477.0,823.0,0.887,13.3
5002,5036,1.13,0.153,-562.0,788.0,0.79,10.8
5003,5037,0.108,0.0106,-848.0,829.0,22.3,468.0
5004,5038,1.12,0.348,-569.0,599.0,0.907,3.18
5005,5039,1.15,0.165,-588.0,788.0,0.943,6.04
5006,5040,0.865,0.0448,-427.0,784.0,0.595,15.2
5007,5041,1.09,0.518,-703.0,744.0,1.27,2.69
5008,5042,1.73,0.809,-511.0,638.0,0.541,1.05
5009,5043,0.212,0.173,-174.0,-22.0,0.425,0.546
5010,5044,1.05,0.29,-341.0,703.0,0.316,4.84
5011,5045,1.07,0.393,-543.0,741.0,0.773,2.12
5012,5046,0.483,0.461,-607.0,722.0,2.21,6.7
5013,5047,0.701,0.0317,-473.0,711.0,0.901,20.0
5014,5048,1.11,0.731,-560.0,508.0,0.903,1.25
5015,5049,0.963,0.392,-544.0,628.0,29.6,10.3
5016,5050,0.271,1.31,-650.0,475.0,4.54,0.913
5017,5051,1.15,0.508,-533.0,659.0,0.994,1.61
5018,5052,1.08,0.344,-545.0,657.0,0.853,3.04
5019,5053,0.885,0.129,-407.0,656.0,0.528,4.85
5020,5054,0.142,0.0313,-783.0,814.0,19.4,56.6
5021,5055,0.969,0.0713,-380.0,749.0,0.42,5.7
5022,5056,1.2,1.02,-571.0,471.0,0.838,0.902
5023,5057,0.985,0.336,-390.0,654.0,0.476,70.0
5024,5058,0.932,0.32299999999999995,-397.0,698.0,0.477,2.54
5025,5059,0.922,0.0451,-397.0,789.0,0.483,13.5
5026,5060,0.446,0.232,-602.0,740.0,2.41,8.27
5027,5061,0.872,0.092,-410.0,714.0,0.546,38.8
5028,5062,0.784,0.0937,-480.0,775.0,1.06,7.5
5029,5063,1.39,0.561,-491.0,670.0,0.487,1.21
5030,5064,0.851,0.312,-572.0,636.0,2.99,3.54
5031,5065,1.01,0.149,-336.0,789.0,0.314,2.35
5032,5066,1.08,0.336,-568.0,694.0,1.2,4.12
5033,5067,0.863,0.416,-412.0,529.0,0.583,1.68
5034,5068,0.828,0.103,-433.0,683.0,0.664,6.39
5035,5069,1.04,0.963,-223.0,-214.0,0.511,0.541
5036,5070,0.162,0.224,-665.0,649.0,10.1,14.6
5037,5071,0.481,0.585,-686.0,688.0,5.97,9.09
5038,5072,0.7170000000000001,0.268,-360.0,658.0,0.508,1.36
5039,5073,0.908,0.096,-403.0,751.0,0.504,8.88
5040,5074,0.326,0.246,-717.0,764.0,84.9,12.5
5041,5075,0.753,0.0556,-533.0,825.0,1.36,14.4
5042,5076,1.13,0.184,-422.0,168.0,6.19,5.29
5043,5077,0.0207,0.127,-787.0,735.0,94.1,16.2
5044,5078,0.789,0.187,-454.0,789.0,0.746,515.0
5045,5079,1.06,0.6779999999999999,-146.0,-150.0,0.0574,0.0899
5046,5080,1.19,0.833,-577.0,604.0,0.937,1.13
5047,5081,0.759,0.181,-486.0,662.0,1.39,5.39
5048,5082,0.0381,0.0184,-761.0,689.0,419.0,217.0
5049,5083,0.87,0.364,-661.0,654.0,3.83,4.84
5050,5084,0.399,0.29,-614.0,694.0,3.09,6.27
5051,5085,0.408,0.29600000000000004,-609.0,691.0,2.98,5.8
5052,5086,0.16699999999999998,0.371,-794.0,754.0,12.8,325.0
5053,5087,0.8009999999999999,0.423,-553.0,612.0,1.12,2.05
5054,5088,0.83,0.108,-431.0,729.0,0.645,5.79
5055,5089,0.000849,0.0163,-639.0,635.0,9150.0,280.0
5056,5090,0.207,0.302,-720.0,660.0,7.9,5.12
5057,5091,0.31,0.248,-694.0,695.0,4070.0,7.29
5058,5092,0.348,0.0719,-586.0,717.0,13.9,17.0
5059,5093,0.246,0.195,-834.0,838.0,7.98,10.2
5060,5094,0.16899999999999998,0.256,-649.0,645.0,8.56,22.0
5061,5095,0.34700000000000003,0.0303,-594.0,766.0,5.08,41.2
5062,5096,0.851,0.162,-423.0,612.0,0.593,3.11
5063,5097,0.259,0.198,-615.0,594.0,7.03,7.8
5064,5098,0.235,0.199,-607.0,606.0,9.32,172.0
5065,5099,0.868,0.00114,-411.0,890.0,0.5479999999999999,418.0
5066,5100,0.5660000000000001,0.5920000000000001,-534.0,501.0,2.06,1.44
5067,5101,0.179,0.175,-638.0,665.0,21.7,44.5
5068,5102,0.361,0.797,-726.0,606.0,4.55,2.89
5069,5103,0.125,0.0016,-604.0,790.0,13.4,1150.0
5070,5104,0.624,0.0752,-563.0,752.0,2.7,15.3
5071,5105,0.16699999999999998,0.131,-712.0,711.0,46.9,14.4
5072,5106,1.22,0.53,-555.0,718.0,1.78,15.0
5073,5107,0.158,0.0685,-657.0,713.0,12.0,23.9
5074,5108,0.546,0.14400000000000002,-552.0,628.0,1.88,14.0
5075,5109,1.24,0.534,-437.0,551.0,0.4370000000000001,1.18
5076,5110,0.969,0.0515,-366.0,710.0,0.391,7.62
5077,5111,0.14800000000000002,0.121,-792.0,811.0,27.5,33.3
5078,5112,0.0245,0.35600000000000004,-691.0,582.0,117.0,6.25
5079,5113,0.0294,0.0437,-674.0,767.0,483.0,36.5
5080,5114,0.884,0.0575,-410.0,738.0,0.5379999999999999,39.4
5081,5115,0.769,0.232,-611.0,684.0,1.8,11.3
5082,5116,1.05,0.116,-337.0,794.0,0.305,2.76
5083,5117,0.892,0.0219,-414.0,771.0,0.541,22.2
5084,5118,0.188,0.16899999999999998,-732.0,699.0,8.71,14.7
5085,5119,0.721,0.0442,-648.0,746.0,4.15,34.7
5086,5120,0.06,0.0771,-727.0,763.0,28.4,157.0
5087,5121,0.72,0.491,-551.0,609.0,1.36,2.14
5088,5123,0.901,0.267,-402.0,601.0,0.506,5.45
5089,5124,0.0371,0.0137,-737.0,769.0,50.4,282.0
5090,5125,0.0033200000000000005,0.0141,-672.0,666.0,1640.0,145.0
5091,5126,0.05,0.158,-795.0,940.0,1820.0,211000.0
5092,5127,0.386,0.111,-749.0,727.0,30.1,21.5
5093,5128,0.0126,0.0376,-714.0,680.0,114.0,45.3
5094,5129,0.0182,0.0251,-783.0,730.0,217.0,142.0
5095,5130,0.00363,0.00356,-682.0,688.0,444.0,871.0
5096,5131,0.0779,0.00627,-685.0,777.0,214.0,430.0
5097,5132,0.913,0.0779,-385.0,781.0,0.457,6.96
5098,5133,0.8240000000000001,0.218,-447.0,638.0,0.706,9.46
5099,5134,0.00713,0.0194,-803.0,791.0,255.0,93.8
5100,5135,0.8340000000000001,0.441,-400.0,561.0,0.5479999999999999,5.57
5101,5136,0.064,0.0771,-747.0,783.0,58.1,223.0
5102,5137,0.856,0.0217,-447.0,717.0,0.66,212.0
5103,5138,0.872,0.234,-517.0,692.0,0.918,9.53
5104,5139,0.0104,0.00958,-685.0,607.0,195.0,1390.0
5105,5140,0.266,0.0798,-731.0,781.0,14.8,52.1
5106,5141,0.873,0.00614,-422.0,900.0,0.575,96.1
5107,5142,0.38,0.00757,-565.0,723.0,51.8,1360.0
5108,5143,0.0142,0.00891,-698.0,736.0,109.0,170.0
5109,5144,0.486,0.511,-672.0,584.0,2.86,3.78
5110,5145,0.0189,0.0407,-719.0,720.0,321.0,208.0
5111,5146,0.179,0.28,-630.0,636.0,7.17,11.2
5112,5147,0.387,0.197,-710.0,742.0,12.4,9.73
5113,5148,0.209,0.252,-761.0,667.0,8.09,6.96
5114,5149,0.0841,0.0616,-686.0,669.0,30.2,22.2
5115,5150,0.0625,0.405,-895.0,858.0,86.4,6.09
5116,5151,0.13,0.00229,-691.0,679.0,41.2,644.0
5117,5152,0.304,0.233,-683.0,647.0,4.59,8.96
5118,5153,0.213,0.0249,-602.0,792.0,4.92,47.7
5119,5154,1.07,0.00314,-404.0,775.0,0.434,159.0
5120,5155,0.0069700000000000005,0.0031,-708.0,717.0,487.0,1080.0
5121,5156,0.669,0.397,-531.0,605.0,2.01,4.13
5122,5157,0.0574,0.036000000000000004,-698.0,701.0,115.0,1300.0
5123,5158,0.0518,0.0677,-670.0,673.0,33.0,78.0
5124,5159,0.0584,0.045,-738.0,771.0,44.9,116.0
5125,5160,0.0922,0.0863,-635.0,662.0,17.1,51.2
5126,5161,0.298,0.0358,-614.0,767.0,4.13,41.5
5127,5162,0.033,0.0456,-707.0,711.0,121.0,213.0
5128,5163,0.0557,0.00917,-717.0,753.0,26.0,158.0
5129,5164,0.101,0.0157,-678.0,664.0,12.8,96.0
5130,5165,0.8420000000000001,0.07200000000000001,-350.0,707.0,0.415,21.6
5131,5166,0.514,0.208,-628.0,728.0,3.32,7.34
5132,5167,0.0406,0.0152,-750.0,756.0,45.3,207.0
5133,5168,1.03,0.145,-555.0,746.0,150000.0,13.2
5134,5169,0.0949,0.0557,-659.0,701.0,19.0,33.1
5135,5170,0.0973,0.015,-712.0,713.0,81.2,357.0
5136,5171,0.195,0.181,-713.0,682.0,11.0,22.0
5137,5172,0.873,0.0578,-528.0,676.0,1.06,17.4
5138,5173,0.617,0.0211,-607.0,788.0,1.74,149.0
5139,5174,0.365,0.456,-664.0,638.0,4.3,5.99
5140,5175,0.985,0.119,-365.0,667.0,0.383,4.09
5141,5176,0.173,0.16399999999999998,-676.0,702.0,8.1,20.3
5142,5177,0.0213,0.0907,-757.0,684.0,88.5,262.0
5143,5178,0.261,0.259,-717.0,668.0,9.19,6.83
5144,5179,0.0299,0.0147,-695.0,736.0,61.6,311.0
5145,5180,0.0162,0.00152,-710.0,725.0,182.0,6790.0
5146,5181,0.937,0.181,-397.0,632.0,0.475,8.28
5147,5182,0.0692,0.00659,-638.0,773.0,16.6,174.0
5148,5183,1.11,0.4,-497.0,661.0,0.672,1.93
5149,5184,0.0306,0.0489,-673.0,675.0,81.3,95.9
5150,5185,0.0697,0.524,-668.0,513.0,18.0,2.4
5151,5186,0.119,0.0792,-455.0,386.0,7.3,8.68
5152,5187,0.848,0.0893,-433.0,647.0,0.629,19.4
5153,5188,0.893,0.116,-439.0,685.0,0.611,216.0
5154,5189,0.108,0.112,-738.0,703.0,20.3,24.5
5155,5190,1.03,0.0121,-411.0,709.0,0.468,204.0
5156,5191,0.454,0.319,-673.0,655.0,3.35,10.1
5157,5192,1.13,0.53,-289.0,458.0,0.249,1.19
5158,5193,0.342,0.15,-640.0,732.0,9.83,15.3
5159,5194,0.189,0.0382,-687.0,742.0,76.9,44.6
5160,5195,0.006679999999999999,0.0632,-775.0,729.0,384.0,31.6
5161,5196,0.29100000000000004,0.302,28.0,40.3,4.47,4.66
5162,5197,0.0689,0.0145,-712.0,760.0,21.2,141.0
5163,5198,0.00239,0.00474,-764.0,707.0,695.0,351.0
5164,5199,0.909,0.179,-470.0,793.0,41100.0,32.9
5165,5201,1.02,0.271,-447.0,639.0,0.89,4.18
5166,5202,0.152,0.129,-736.0,754.0,10.3,38.4
5167,5203,0.0577,0.0552,-101.0,-42.6,0.71,0.728
5168,5204,0.222,0.0586,-676.0,717.0,7.06,326.0
5169,5205,0.512,0.0509,-720.0,764.0,14.9,37.9
5170,5206,0.358,0.383,-737.0,728.0,4.94,12.2
5171,5207,1.3,1.81,-452.0,409.0,1.11,0.916
5172,5208,0.754,0.281,-687.0,741.0,37.4,14.1
