,Unnamed: 0,oqmdid,e_form expt,e_form mp,e_form oqmd
1252,1252,,-0.2415,,
1253,1253,,-0.229,,
1254,1254,,-0.2705,,
1255,1255,,-0.2995,,
1256,1256,,-0.1886,,
1257,1257,,-0.1679,,
1258,1258,647200.0,-0.1613,-0.12579344,-0.12767187
1259,1259,7790.0,-0.3823,-0.06049156,-0.06497736
1260,1260,2012.0,-0.2145,-0.17935152,-0.1861232
1261,1261,2012.0,,-0.17935152,-0.1861232
1262,1262,10488.0,-0.198,-0.18145293,-0.19199537
1263,1263,,-0.1565,-0.15599208,
1264,1264,90153.0,-0.1917,-0.10785642,-0.1044123
1265,1265,17651.0,-0.1658,-0.09464138,-0.09422897
1266,1266,17652.0,-0.1244,-0.110229,-0.10948037
1267,1267,,-0.0881,,
1268,1268,,-0.057,,
1269,1269,17342.0,,-0.29182240000000004,-0.29969984
1270,1270,,,,
1271,1271,,,,
1272,1272,646855.0,,-0.30645184,-0.31421743
1273,1273,,-0.3131,,
1274,1274,19373.0,-0.0301,-0.03087492,-0.04063231
1275,1275,30227.0,-0.141,-0.12231512,-0.12212013
