,Unnamed: 0,bulk_modulus,shear_modulus,suspect_value,Allred-Rochow_EN_feat_1,Allred-Rochow_EN_feat_2,Allred-Rochow_EN_feat_3,Allred-Rochow_EN_feat_4,Gillman_number_VE_feat_1,Gillman_number_VE_feat_2,Gillman_number_VE_feat_3,Gillman_number_VE_feat_4,Gilman_electron_density,Gordy_EN_feat_1,Gordy_EN_feat_2,Gordy_EN_feat_3,Gordy_EN_feat_4,Laue_class,Martynov_EN_feat_1,Martynov_EN_feat_2,Martynov_EN_feat_3,Martynov_EN_feat_4,Mendeleev_number_feat_1,Mendeleev_number_feat_2,Mendeleev_number_feat_3,Mendeleev_number_feat_4,Mulliken_EN_feat_1,Mulliken_EN_feat_2,Mulliken_EN_feat_3,Mulliken_EN_feat_4,Pauling_EN_feat_1,Pauling_EN_feat_2,Pauling_EN_feat_3,Pauling_EN_feat_4,Zungar_radius_feat_1,Zungar_radius_feat_2,Zungar_radius_feat_3,Zungar_radius_feat_4,anisotropy,atomic_number_feat_1,atomic_number_feat_2,atomic_number_feat_3,atomic_number_feat_4,atomic_radius_feat_1,atomic_radius_feat_2,atomic_radius_feat_3,atomic_radius_feat_4,atomic_weight_feat_1,atomic_weight_feat_2,atomic_weight_feat_3,atomic_weight_feat_4,boiling_point_feat_1,boiling_point_feat_2,boiling_point_feat_3,boiling_point_feat_4,cohesive_energy_feat_1,cohesive_energy_feat_2,cohesive_energy_feat_3,cohesive_energy_feat_4,covalent_radius_feat_1,covalent_radius_feat_2,covalent_radius_feat_3,covalent_radius_feat_4,crystal_class,crystal_radius_feat_1,crystal_radius_feat_2,crystal_radius_feat_3,crystal_radius_feat_4,crystal_system,density,density_feat_1,density_feat_2,density_feat_3,density_feat_4,electron_density,family_number_feat_1,family_number_feat_2,family_number_feat_3,family_number_feat_4,first_ionization_energy_feat_1,first_ionization_energy_feat_2,first_ionization_energy_feat_3,first_ionization_energy_feat_4,group_number_feat_1,group_number_feat_2,group_number_feat_3,group_number_feat_4,heat_of_atomization_feat_1,heat_of_atomization_feat_2,heat_of_atomization_feat_3,heat_of_atomization_feat_4,heat_of_fusion_feat_1,heat_of_fusion_feat_2,heat_of_fusion_feat_3,heat_of_fusion_feat_4,heat_of_vaporization_feat_1,heat_of_vaporization_feat_2,heat_of_vaporization_feat_3,heat_of_vaporization_feat_4,inversion_centre,ionic_radius_feat_1,ionic_radius_feat_2,ionic_radius_feat_3,ionic_radius_feat_4,melting_point_feat_1,melting_point_feat_2,melting_point_feat_3,melting_point_feat_4,metallic_valence_feat_1,metallic_valence_feat_2,metallic_valence_feat_3,metallic_valence_feat_4,number_VE_feat_1,number_VE_feat_2,number_VE_feat_3,number_VE_feat_4,number_d_electrons_feat_1,number_d_electrons_feat_2,number_d_electrons_feat_3,number_d_electrons_feat_4,number_outer_shell_electrons_feat_1,number_outer_shell_electrons_feat_2,number_outer_shell_electrons_feat_3,number_outer_shell_electrons_feat_4,number_p_electrons_feat_1,number_p_electrons_feat_2,number_p_electrons_feat_3,number_p_electrons_feat_4,number_s_electrons_feat_1,number_s_electrons_feat_2,number_s_electrons_feat_3,number_s_electrons_feat_4,outer_shell_electron_density,period_number_feat_1,period_number_feat_2,period_number_feat_3,period_number_feat_4,polar_axis,polarizability_feat_1,polarizability_feat_2,polarizability_feat_3,polarizability_feat_4,reduced_volume,space_group_number,specific_heat_feat_1,specific_heat_feat_2,specific_heat_feat_3,specific_heat_feat_4,thermal_conductivity_feat_1,thermal_conductivity_feat_2,thermal_conductivity_feat_3,thermal_conductivity_feat_4,valence_electron_density,volume_per_atom
2491,2491,349.539579258422,131.066988519996,False,1.8303333333333303,0.451,1.6,2.051,4.0,2,3,5,1.20782942998509,5.0322333333333304,3.5064,3.4976,7.004,3,1.8933333333333302,0.34,1.72,2.06,61.3333333333333,18,54,72,4.2033333333333305,0.28,4.02,4.3,1.94,0.16,1.88,2.04,1.8316666666666699,1.885,0.795,2.68,0.641173207178499,35.6666666666667,70,5,75,1.18333333333333,0.5,0.85,1.35,85.3170666666667,175.396,10.811,186.207,3946.4833333333295,3050.0,2823.15,5873.15,6.07666666666667,3.64,4.39,8.03,1.08666666666667,0.46,0.82,1.28,8,0.52,0.52,0.25,0.77,3,14.26,10.746666666666698,18.66,2.34,21.0,0.637465532492131,4.66666666666667,2,4,6,773.666666666667,41,760,801,9.66666666666667,6,7,13,589.333333333333,345,425,770,33.1966666666667,34.01,16.19,50.2,527.0666666666671,338.5,376.5,715.0,1,1.18333333333333,0.5,0.85,1.35,2524.48333333333,1685.0,1768.15,3453.15,4.85333333333333,2.78,3.0,5.78,6.33333333333333,6,3,9,4.0,7,0,7,2.3333333333333304,1,2,3,0.33333333333333304,1,0,1,2.0,0,2,2,0.704567167491303,4.0,4,2,6,0,6.73333333333333,6.7,3.0,9.7,119.23,62,0.5233333333333329,0.89,0.13,1.02,58.3,73.0,27.0,100.0,1.91239659747639,9.93517768493861
2492,2492,21.205824496321302,12.0492503026795,False,4.09033333333333,4.122,1.59,2.434,9.0,12,3,6,0.542225841086568,9.84026666666667,9.707,3.7880000000000003,5.761,7,4.49,5.93,1.69,2.54,155.666666666667,143,62,89,9.92333333333333,14.47,3.2,5.89,4.55666666666667,6.03,1.62,2.55,3.66333333333333,1.045,1.285,2.45,0.84879840164991,91.6666666666667,21,34,81,2.71666666666667,1.55,1.15,1.9,218.03443333333303,32.4967,78.96,204.3833,3810.3,3951.85,958.15,3413.15,5.68,5.9,1.88,3.89,2.50666666666667,2.0,1.16,1.48,24,1.4233333333333302,0.65,0.56,1.03,5,8.18,16.7566666666667,9.63,4.79,12.0,0.143087374731178,11.333333333333302,13,4,7,1673.33333333333,2234,589,941,27.0,28,10,16,539.666666666667,574,182,378,19.808,31.058000000000003,4.1419999999999995,17.6,330.4,600.9,37.7,357.0,1,2.71666666666667,1.55,1.15,1.9,1900.3,2183.85,490.15,1827.15,7.0,5.56,2.0,5.78,13.666666666666698,17,3,10,10.0,30,0,10,7.0,18,0,6,4.33333333333333,12,0,4,2.6666666666666696,6,0,2,0.40666938081492604,9.33333333333333,6,4,6,0,9.53333333333333,3.8,3.8,7.6,265.57,164,0.5233333333333329,0.83,0.13,0.32,65.2733333333333,137.48,2.04,71.8,0.858524248387067,22.130999835701605
2493,2493,67.92335787856629,45.6735159620846,False,2.3280000000000003,2.92,0.912,1.916,3.6666666666666696,6,1,4,0.286448033132481,6.13376666666667,5.1481,3.2223,4.1852,5,2.56,3.06,0.9,1.98,60.3333333333333,155,1,78,6.31,6.53,3.01,4.77,2.40666666666667,2.82,0.98,1.9,3.4433333333333302,3.04,1.42,2.94,0.722030126336249,36.3333333333333,75,3,39,2.4166666666666696,1.4,1.1,1.8,80.3079,170.8707,6.941,88.90585,4697.25,5605.15,1615.15,3610.15,6.54333333333333,7.63,1.63,4.63,2.36333333333333,0.59,1.11,1.63,16,1.26,1.28,0.4,1.04,4,3.82,4.71433333333333,8.397,0.5429999999999999,4.47,0.0763861421686617,6.33333333333333,11,1,6,1098.0,1054,520,787,11.666666666666698,27,1,14,637.0,743,161,452,42.3,98.1,3.0,50.55,546.786666666667,622.52,145.92,384.22,1,2.45,1.5,1.1,1.85,2470.75,3138.65,453.65,1796.15,5.0,7.0,1.0,4.0,5.0,7,1,4,0.666666666666667,2,0,1,4.33333333333333,7,1,4,1.33333333333333,4,0,2,3.0,3,1,2,0.33418937198789506,6.0,8,2,5,0,26.8333333333333,13.5,5.4,24.3,209.19,127,1.8733333333333302,3.0,0.3,3.6,138.36666666666702,261.6,17.2,148.0,0.38193071084330893,20.9462077096023
2494,2494,37.99799720100079,25.1981974992595,False,2.2026666666666697,3.404,0.912,2.158,5.0,11,1,6,0.411177617000139,5.74726666666667,7.7477,3.1359,5.4418,7,2.50666666666667,3.86,0.9,2.38,74.6666666666667,179,1,90,5.81333333333333,7.97,3.01,5.49,2.24,3.22,0.98,2.1,2.51,0.97,1.61,2.58,0.701190660047803,43.0,101,3,52,1.8833333333333302,1.35,1.4,1.45,103.34033333333299,248.25900000000001,6.941,127.6,2567.06666666667,1034.25,1262.95,3560.15,3.62,3.22,1.63,4.85,1.89,0.31,1.32,1.63,24,1.29,1.47,0.75,1.11,5,5.88,5.85433333333333,11.937000000000001,0.5429999999999999,6.24,0.125637605194487,5.66666666666667,11,1,6,972.333333333333,1218,520,869,12.333333333333302,31,1,16,341.66666666666697,309,161,470,17.81,31.98,3.0,17.49,224.00666666666697,315.9,52.55,421.0,1,1.8833333333333302,1.35,1.4,1.45,1277.36666666667,1479.5,453.65,1933.15,3.0,3.0,1.0,4.0,5.66666666666667,11,1,6,7.33333333333333,20,0,10,2.3333333333333304,3,1,2,2.6666666666666696,8,0,4,2.3333333333333304,3,1,2,0.22843200944452102,5.33333333333333,8,2,5,0,16.6333333333333,13.3,5.5,24.3,87.51,164,1.50666666666667,3.2,0.2,3.6,37.1,80.0,2.35,84.7,0.502550420777947,21.8883509896818
2495,2495,169.347839330396,92.4754345970354,False,1.5553333333333301,0.7559999999999999,1.16,1.916,3.0,2,2,4,0.552723652576475,4.7812,2.5824,3.7880000000000003,6.3704,3,1.93,0.35,1.73,2.08,61.6666666666667,33,45,78,4.34,0.97,3.8,4.77,1.8,0.9,1.3,2.2,2.26,1.49,1.42,2.91,0.650262341690359,44.0,58,14,72,1.35,0.45,1.1,1.55,104.331833333333,150.4045,28.0855,178.49,3638.15,2245.0,2628.15,4873.15,4.98666666666667,2.55,3.89,6.44,1.27666666666667,0.33,1.11,1.44,8,0.676666666666667,0.45,0.4,0.85,3,10.64,9.21,10.97,2.33,13.3,0.368482435050983,4.66666666666667,2,4,6,750.0,145,659,804,9.33333333333333,10,4,14,483.0,241,378,619,30.7366666666667,32.95,17.6,50.55,438.74,218.0,357.0,575.0,1,1.35,0.45,1.1,1.55,2003.4833333333302,817.0,1683.15,2500.15,4.59333333333333,1.78,4.0,5.78,6.0,6,4,10,4.0,10,0,10,2.0,4,0,4,0.666666666666667,2,0,2,1.33333333333333,2,0,2,0.368482435050983,4.66666666666667,3,3,6,0,8.8,11.4,4.8,16.2,195.35,62,0.3633333333333329,0.57,0.14,0.71,80.9333333333333,125.0,23.0,148.0,1.10544730515295,16.2830013842311
2496,2496,46.6410481033471,22.3230569288807,False,2.8743333333333303,3.522,1.656,2.589,6.0,9,3,6,0.50974401649948,6.86236666666667,7.4579,4.2337,5.8458,7,2.87333333333333,3.67,1.63,2.65,109.0,101,75,88,6.24666666666667,9.34,3.1,6.22,2.85333333333333,3.54,1.62,2.58,2.1616666666666697,0.0349999999999997,1.1,2.235,0.44809832299563496,54.0,49,16,81,1.8166666666666698,0.1,1.0,1.9,127.777766666667,140.2513,32.066,204.3833,1839.66666666667,917.45,717.85,2353.15,3.36666666666667,3.82,1.88,2.85,1.6533333333333302,0.56,1.02,1.48,24,0.943333333333333,0.17,0.43,1.03,5,6.76,7.7833333333333306,7.76,2.07,11.9,0.12743600412487,8.0,9,5,7,1049.0,1442,558,1000,19.3333333333333,19,13,16,327.66666666666697,376,182,279,3.61333333333333,0.7070000000000001,1.7175,4.1419999999999995,138.4,211.9,9.8,231.5,1,1.8166666666666698,0.1,1.0,1.9,592.6,195.75,385.95,576.15,3.62666666666667,2.88,2.0,3.44,6.0,9,3,6,6.66666666666667,20,0,10,5.66666666666667,10,2,6,3.3333333333333304,7,1,4,2.6666666666666696,0,2,2,0.46726534845785606,5.66666666666667,0,3,6,0,7.7,3.9,2.9,9.7,94.13,166,0.5933333333333329,1.29,0.13,0.71,42.746,81.062,0.26899999999999996,81.6,0.50974401649948,23.5412277762602
2497,2497,57.830483562954505,23.7027277257009,False,1.8559999999999999,0.0959999999999999,0.912,1.92,2.6666666666666696,2,1,4,0.42363959981131105,6.33876666666667,1.5345,3.2223,7.9791,11,1.6233333333333302,0.0799999999999999,0.9,1.88,49.3333333333333,78,1,80,5.36333333333333,0.25,3.01,5.77,2.15333333333333,0.58,0.98,2.54,2.58666666666667,0.56,1.61,2.66,1.0,45.0,73,3,79,1.9,0.0999999999999999,1.35,1.45,109.852846666667,183.08454,6.941,196.96653999999998,3042.2,122.85,1615.15,3353.15,3.40333333333333,0.55,1.63,3.81,2.0033333333333303,1.92,1.34,1.63,36,1.33333333333333,0.82,0.69,1.51,7,8.28,9.232000000000001,18.214000000000002,0.5429999999999999,19.3,0.242079771320749,3.6666666666666696,3,1,5,879.666666666667,150,520,890,9.0,12,1,14,330.0,44,161,366,8.52633333333333,6.55,3.0,12.55,307.346666666667,42.56,145.92,334.4,0,1.9,0.0999999999999999,1.35,1.45,916.533333333333,429.85,453.65,1337.15,3.8133333333333304,3.44,1.0,5.44,5.66666666666667,9,1,11,6.66666666666667,10,0,10,1.6666666666666698,1,1,2,0.666666666666667,2,0,2,1.6666666666666698,1,1,2,0.242079771320749,5.0,2,2,6,1,20.8,42.5,6.1,24.3,66.06,216,2.51833333333333,7.072,0.128,3.6,184.333333333333,250.4,66.6,317.0,0.968319085282997,16.5234789267051
2498,2498,129.540329966724,91.91680891684861,False,2.1733333333333302,0.22399999999999998,1.16,2.544,3.6666666666666696,0,2,4,0.516652596375843,7.53303333333333,8.5071,4.2337,6.3704,9,2.48666666666667,0.74,1.63,2.37,80.6666666666667,13,45,77,5.65666666666667,3.17,3.1,6.27,2.31,0.0500000000000003,1.3,2.55,2.83666666666667,5.18,0.64,2.91,0.482721661809759,66.3333333333333,138,6,72,1.78333333333333,0.85,0.7,1.55,161.269666666667,344.969,12.011,178.49,5733.2,2747.0,2353.15,5100.15,7.59,4.85,2.52,7.37,1.6966666666666699,0.67,0.77,1.44,32,0.976666666666667,0.65,0.29,0.94,6,11.53,12.474333333333302,23.087,3.513,13.3,0.15786607111484102,6.66666666666667,1,4,7,987.333333333333,528,558,1086,11.666666666666698,6,4,14,732.666666666667,474,243,717,57.1276666666667,116.73700000000001,3.263,120.0,579.1,918.5,231.5,575.0,1,1.78333333333333,2.4,0.7,1.55,3023.4,3210.4,429.75,3640.15,5.14666666666667,0.56,3.44,4.0,5.0,1,3,4,4.66666666666667,10,0,10,3.3333333333333304,2,2,4,1.0,2,0,2,2.6666666666666696,0,2,2,0.4592467523340821,6.33333333333333,10,2,6,0,14.6333333333333,30.6,1.8,16.2,139.35,194,0.343333333333333,0.24,0.14,0.52,49.2,61.6,20.0,81.6,0.631464284459363,17.4198292298001
2499,2499,97.1411309944288,39.9349336596716,False,2.448,0.152,1.034,1.916,5.33333333333333,4,2,4,0.495027720748597,8.35993333333333,8.8434,3.0128,7.4345,2,2.6866666666666696,0.36,1.17,1.98,70.6666666666667,64,7,78,6.65666666666667,6.4,2.2,5.4,2.7666666666666697,2.4,1.0,2.2,4.22533333333333,4.58,1.42,3.0,0.7190454362685971,69.3333333333333,140,14,77,2.46666666666667,2.5,1.1,1.8,164.22716666666702,356.3545,28.0855,192.22,4982.916666666671,5292.0,1757.15,4403.15,7.39666666666667,10.2,1.84,6.94,2.37666666666667,2.37,1.11,1.74,5,1.4066666666666698,1.88,0.4,1.14,2,8.1,16.7433333333333,41.7,1.55,22.4,0.14850831622457902,6.0,2,2,6,1241.0,576,590,878,12.0,10,2,14,712.666666666667,974,178,665,39.9433333333333,33.47,8.54,50.55,632.94,901.4,153.3,604.0,1,2.46666666666667,2.5,1.1,1.8,3091.25,3142.0,1112.15,2683.15,6.52,7.56,2.0,5.78,8.66666666666667,14,2,9,4.66666666666667,14,0,7,4.0,0,2,4,0.666666666666667,2,0,2,3.3333333333333304,0,2,2,0.396022176598878,7.66666666666667,9,3,6,0,22.0666666666667,40.2,5.4,22.8,202.12,15,0.743333333333333,0.45,0.13,0.71,280.66666666666697,106.0,147.0,200.0,0.7425415811228959,20.200888921690396
2500,2500,246.39714658089298,182.515506672856,False,2.965,4.8389999999999995,1.2930000000000001,3.0660000000000003,5.33333333333333,8,2,5,1.13666110700717,6.76536666666667,10.7923,2.9745,6.8834,9,2.9833333333333303,4.39,1.31,2.85,94.0,114,50,82,7.41666666666667,10.85,3.75,7.3,3.18333333333333,4.77,1.31,3.04,1.9433333333333302,1.64,0.54,2.72,0.517287356321839,22.6666666666667,28,7,42,1.4166666666666698,0.2,0.65,1.5,49.4194933333333,67.92652,14.006739999999999,95.94,2134.3333333333303,4730.45,77.35,4885.15,6.05666666666667,5.31,1.51,6.82,1.3866666666666698,0.14,0.75,1.36,32,0.75,0.26,0.3,0.86,6,6.36,3.9808333333333303,10.1975,0.00125,10.2,0.3358316907066631,6.66666666666667,12,2,7,1408.66666666667,2120,684,1402,12.666666666666698,28,2,15,584.0,510,148,658,13.8916,31.2792,0.3604,32.0,243.66186666666698,592.4144,2.7928,598.0,1,1.4166666666666698,0.2,0.65,1.5,1312.93333333333,2763.65,63.25,2890.15,4.59333333333333,3.78,2.0,5.78,6.0,4,2,6,1.6666666666666698,5,0,5,4.33333333333333,9,1,5,2.0,6,0,3,2.3333333333333304,3,1,2,0.82666262327794,4.0,1,2,5,0,8.53333333333333,10.6,1.1,12.8,77.41,194,1.11666666666667,1.83,0.25,1.04,98.01732,155.94804,0.02598,156.0,1.3433267628266499,9.677466689225461
2501,2501,23.014193081044198,18.2182246022405,False,1.61833333333333,0.0860000000000001,0.8690000000000001,1.824,2.6666666666666696,2,1,4,0.25159305134620397,4.21423333333333,0.483,2.5378,4.5926,9,1.6566666666666698,0.0999999999999999,0.89,1.88,50.6666666666667,76,2,80,4.58333333333333,1.4,2.85,4.3,1.71,0.0999999999999999,0.93,1.96,3.07,3.42,1.88,2.65,0.666666666666667,28.0,28,11,50,2.18333333333333,2.15,1.45,1.8,62.998178666666696,72.730464,22.989767999999998,118.71,2072.86666666667,230.85,1156.15,2543.15,2.292,0.914,1.113,3.14,1.95,1.72,1.36,1.54,32,1.29,1.63,0.69,1.16,6,2.82,3.6639999999999997,5.367999999999999,0.971,7.31,0.06289826283655099,3.0,3,1,5,813.0,254,496,738,6.0,12,1,14,222.666666666667,84,109,302,7.059666666666669,3.758,2.5980000000000003,8.954,205.706666666667,101.88,96.96,295.8,1,2.18333333333333,2.15,1.45,1.8,723.0666666666671,180.25,370.95,922.15,2.6666666666666696,2.0,1.0,4.0,2.6666666666666696,2,1,4,3.3333333333333304,10,0,10,2.0,0,1,2,0.666666666666667,2,0,2,2.0,0,1,2,0.17970932239014603,4.66666666666667,2,3,5,0,21.8333333333333,39.5,7.7,23.6,222.83,194,1.23566666666667,2.233,0.22699999999999998,1.23,168.2,89.4,66.6,156.0,0.25159305134620397,27.822707990323895
2502,2502,123.410274888521,71.93908594117521,False,5.8420000000000005,12.514000000000001,0.963,3.61,10.0,22,2,6,0.6629961247473231,15.523066666666699,26.7636,3.3588,8.3703,5,5.7566666666666695,11.02,1.13,3.32,136.333333333333,332,8,87,12.653333333333302,26.16,2.0,7.54,5.65333333333333,11.86,0.95,3.44,3.73,4.56,0.465,3.21,0.5473767929779491,60.0,40,8,72,2.65,1.6,0.6,2.0,139.242533333333,114.4924,15.9994,178.49,2849.35,4512.55,90.15,4873.15,6.78666666666667,3.0,1.72,6.44,2.7266666666666697,0.9,0.73,1.91,16,2.77666666666667,1.79,0.85,1.32,4,6.57,6.12857333333333,13.294279999999999,0.00143,13.3,0.11365647852811302,12.0,24,2,7,2337.6666666666697,4158,549,1314,24.0,60,2,16,647.666666666667,291,164,619,13.85012,23.16964,0.22259,24.06,292.2132,561.3604,3.4099,575.0,1,2.65,1.6,0.6,2.0,1601.15,2281.15,54.75,2500.15,2.6666666666666696,4.0,0.0,4.0,10.6666666666667,20,2,6,0.666666666666667,2,0,2,10.0,22,2,6,5.33333333333333,16,0,4,4.66666666666667,0,2,2,0.6629961247473231,8.0,2,2,6,0,24.8573333333333,52.028,0.7929999999999999,27.6,105.65,139,1.47333333333333,3.54,0.14,0.92,31.235653333333303,70.49304000000001,0.026739999999999996,35.3,0.7955953496967879,15.0830444202236
2503,2503,46.44380232244579,27.688606492646297,False,8.85666666666667,18.6,1.53,3.61,14.666666666666698,34,2,6,0.998854602498457,20.0965666666667,43.8176,3.2021,8.3703,1,8.48,18.84,1.08,3.32,226.0,430,46,87,18.9733333333333,38.04,3.6,7.54,8.6,17.38,1.63,3.44,3.23,2.07,0.465,2.43,0.6758817086527931,41.0,19,8,29,2.55,4.5,0.6,1.35,87.1418,32.4504,15.9994,63.54600000000001,3562.45,6765.4,90.15,3653.15,9.94333333333333,5.1,2.62,5.31,2.66333333333333,1.94,0.73,1.22,2,3.11,5.9,0.68,1.21,1,4.38,7.062860000000001,8.951419999999999,0.00143,8.96,0.221967689444101,18.0,38,4,7,3310.3333333333303,6582,651,1314,39.0,86,5,16,953.333333333333,466,249,514,18.7285133333333,40.464459999999995,0.22259,20.9,107.221133333333,299.39599999999996,0.452,300.3,1,2.55,0.9,0.6,1.35,2003.65,3997.8,54.75,2163.15,5.14666666666667,5.44,0.0,5.44,19.0,1,5,11,5.33333333333333,10,0,10,13.666666666666698,35,1,6,8.0,24,0,4,5.66666666666667,11,1,2,0.8172446747714649,8.0,8,2,4,0,12.085999999999999,20.042,0.7929999999999999,12.4,99.04,2,2.2933333333333303,5.14,0.38,0.92,154.186813333333,400.83956,0.026739999999999996,401.0,1.9977092049969098,11.0126138203553
2504,2504,53.2907649002969,34.2490969971531,False,1.886,0.16,0.912,1.984,3.0,3,1,5,0.519519489125851,5.03453333333333,1.4493,3.2223,4.9953,11,1.6733333333333302,0.34,0.9,2.14,50.3333333333333,83,1,85,5.11666666666667,1.17,3.01,4.85,1.97,0.0899999999999999,0.98,2.05,2.34166666666667,1.18,1.61,2.04,1.0,28.6666666666667,45,3,51,1.9,0.0999999999999999,1.35,1.45,66.396,107.87799999999999,6.941,121.76,2764.53333333333,390.15,1615.15,2840.15,3.1666666666666696,0.23,1.63,3.49,1.9433333333333302,2.09,1.17,1.63,36,1.13666666666667,0.19,0.71,0.9,7,5.37,5.5786666666666695,7.874,0.5429999999999999,8.96,0.27599472859810803,4.0,4,1,6,873.0,206,520,834,9.33333333333333,13,1,15,307.33333333333303,16,161,338,12.9733333333333,13.87,3.0,19.87,223.09333333333302,223.16,77.14,300.3,0,1.9,0.0999999999999999,1.35,1.45,1055.86666666667,448.85,453.65,1356.15,3.48,3.44,1.0,5.44,6.0,9,1,11,6.66666666666667,10,0,10,1.6666666666666698,1,1,2,1.0,3,0,3,1.6666666666666698,1,1,2,0.25975974456292605,4.33333333333333,1,2,5,1,20.6333333333333,42.0,6.6,24.3,61.56,216,2.59666666666667,6.99,0.21,3.6,198.233333333333,376.7,24.3,401.0,1.10397891439243,15.3988448315209
2505,2505,145.078795901126,58.4962225096488,False,6.176666666666669,12.2,1.12,3.61,9.33333333333333,22,1,6,0.7231007681870921,14.651166666666699,26.6726,3.4043,8.3703,5,5.72666666666667,12.2,1.08,3.32,145.333333333333,324,12,87,13.673333333333302,23.78,3.19,7.54,6.0333333333333306,11.32,1.22,3.44,3.26,4.02,0.465,2.94,0.553308039150995,46.3333333333333,46,8,39,2.45,1.2,0.6,1.8,101.7851,113.8141,15.9994,88.90585,3473.68333333333,6859.7,90.15,3610.15,7.57,1.74,2.62,4.37,2.4433333333333302,0.32,0.73,1.62,16,2.5433333333333303,4.13,0.71,1.21,4,5.82,5.96857333333333,8.95428,0.00143,8.96,0.22955579942447402,12.666666666666698,22,3,7,2400.3333333333303,4056,600,1314,27.0,58,3,16,726.666666666667,150,249,423,12.246786666666699,12.15964,0.22259,13.05,346.64653333333297,712.3604,3.4099,363.0,1,2.4833333333333303,1.3,0.6,1.85,1722.4833333333302,3373.3,54.75,1796.15,3.8133333333333304,5.44,0.0,5.44,13.666666666666698,5,3,11,4.0,10,0,10,9.66666666666667,23,1,6,5.33333333333333,16,0,4,4.33333333333333,7,1,2,0.7231007681870921,7.33333333333333,2,2,5,0,18.424,42.228,0.7929999999999999,22.7,87.16,139,1.5533333333333301,3.08,0.3,0.92,145.168986666667,400.89304,0.026739999999999996,401.0,1.60689059597132,12.4463980622841
2506,2506,111.788114010882,53.329788793392495,False,2.2746666666666697,0.21600000000000003,1.38,2.544,3.0,3,1,4,0.467139729859843,5.2717,0.6472,3.1359,5.6246,9,2.4966666666666697,0.97,1.4,2.37,77.6666666666667,9,43,77,5.83333333333333,0.630000000000001,3.45,6.27,2.44,0.53,1.54,2.55,2.67166666666667,4.52,0.64,2.58,0.47668458781362,32.6666666666667,42,6,48,1.6833333333333302,0.85,0.7,1.55,73.39399999999999,100.4,12.011,112.411,4419.533333333329,4062.0,1038.15,5100.15,6.07666666666667,6.21,1.16,7.37,1.63,0.71,0.77,1.48,32,0.903333333333333,0.63,0.29,0.92,6,6.1,7.081,5.1370000000000005,3.513,8.65,0.333671235614174,6.33333333333333,3,4,7,1090.66666666667,232,659,1086,11.333333333333302,6,4,14,589.666666666667,605,112,717,52.364,113.80799999999999,6.192,120.0,432.45666666666705,742.43,99.57,421.0,1,1.6833333333333302,0.85,0.7,1.55,2700.1666666666697,3046.1,594.05,3640.15,5.48,0.44,4.0,4.44,8.0,8,4,12,4.66666666666667,10,0,10,3.3333333333333304,2,2,4,0.666666666666667,2,0,2,2.6666666666666696,0,2,2,0.5338739769826779,5.0,3,2,5,0,12.733333333333302,27.4,1.8,14.6,119.85,194,0.596666666666667,0.29,0.23,0.52,53.5333333333333,76.8,20.0,96.8,1.3346849424567,14.9848097957761
2507,2507,145.04207139250602,60.018077286795396,False,2.35466666666667,0.664,1.32,1.984,4.33333333333333,3,2,5,0.6277724302511,5.20186666666667,1.5432,3.4521,4.9953,9,2.45333333333333,0.44,1.7,2.14,83.6666666666667,41,44,85,5.76333333333333,1.21,3.64,4.85,2.4,0.72,1.33,2.05,2.9833333333333303,1.06,1.765,2.825,0.6714522239134111,49.0,5,28,51,1.9,1.15,1.35,1.55,110.1236,4.3732000000000095,58.6934,121.76,4293.2,2427.0,2223.15,4650.15,5.96,3.5,2.75,6.25,1.71666666666667,0.85,1.15,1.45,32,1.05333333333333,0.5,0.7,0.9,6,8.61,10.3333333333333,11.29,6.51,8.9,0.29819190436927195,6.0,2,4,6,982.666666666667,194,640,834,13.0,11,4,15,577.0,347,262,609,23.9033333333333,2.97,16.9,19.87,292.04666666666697,682.6,58.2,370.4,1,1.9,1.15,1.35,1.55,2160.53333333333,1221.0,904.15,2125.15,6.18666666666667,8.56,3.0,5.78,9.66666666666667,16,4,10,9.33333333333333,8,2,10,2.6666666666666696,0,2,2,1.0,3,0,3,2.6666666666666696,0,2,2,0.37666345815065994,6.0,3,4,5,0,12.7,11.3,6.6,17.9,127.42,194,0.4533333333333329,0.67,0.21,0.44,76.1333333333333,158.7,22.7,90.7,1.19276761747709,15.929339228866999
