,mpid,eps_electronic,eps_total,last phdos peak,structure,formula
643,mp-470,4.476308483512117,14.314215492650206,795.5857158839873,"Full Formula (Ge2 O4)
Reduced Formula: GeO2
abc   :   2.907986   4.484247   4.484247
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  O     0    0.692956  0.692956
  1  O     0.5  0.807044  0.192956
  2  O     0    0.307044  0.307044
  3  O     0.5  0.192956  0.807044
  4  Ge    0.5  0.5       0.5
  5  Ge    0    0         0",GeO2
644,mp-4763,10.905713237477677,12.5298547839699,477.5857411337574,"Full Formula (Zn2 Si2 P4)
Reduced Formula: ZnSiP2
abc   :   5.421829   5.421829   6.515883
angles: 114.585277 114.585277  90.000000
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Si    0.5       0.5       0
  1  Si    0.75      0.25      0.5
  2  P     0.393075  0.375     0.25
  3  P     0.856925  0.875     0.25
  4  P     0.125     0.606925  0.75
  5  P     0.625     0.143075  0.75
  6  Zn    0         0         0
  7  Zn    0.25      0.75      0.5",ZnSiP2
645,mp-4782,1.9621957513546464,4.929780181173065,601.5857312879351,"Full Formula (Ca1 Sn1 F6)
Reduced Formula: CaSnF6
abc   :   5.989416   5.989416   5.989416
angles:  58.641471  58.641471  58.641471
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.195243  0.732665  0.338104
  1  F     0.732665  0.338104  0.195243
  2  F     0.661896  0.804757  0.267335
  3  F     0.267335  0.661896  0.804757
  4  F     0.804757  0.267335  0.661896
  5  F     0.338104  0.195243  0.732665
  6  Ca    0         0         0
  7  Sn    0.5       0.5       0.5",CaSnF6
646,mp-4809,7.024097065897995,11.648201901136865,350.5857512177851,"Full Formula (Ga2 Hg1 S4)
Reduced Formula: Ga2HgS4
abc   :   5.648163   5.648163   6.558614
angles: 115.505083 115.505083  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.867251  0.863073  0.273092
  1  S     0.589981  0.132749  0.726908
  2  S     0.136927  0.594159  0.726908
  3  S     0.405841  0.410019  0.273092
  4  Ga    0.25      0.75      0.5
  5  Ga    0.5       0.5       0
  6  Hg    0         0         0",Ga2HgS4
647,mp-4820,4.158577765318107,12.627011402398253,1065.5856944455031,"Full Formula (Zr2 Si2 O8)
Reduced Formula: ZrSiO4
abc   :   5.623194   5.623194   5.623194
angles: 106.768576 106.768576 115.023286
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.804925  0.37174   0.066815
  1  O     0.73811   0.804925  0.933185
  2  O     0.37174   0.804925  0.566815
  3  O     0.804925  0.73811   0.433185
  4  O     0.26189   0.195075  0.066815
  5  O     0.195075  0.62826   0.933185
  6  O     0.195075  0.26189   0.566815
  7  O     0.62826   0.195075  0.433185
  8  Si    0.625     0.375     0.25
  9  Si    0.375     0.625     0.75
 10  Zr    0.125     0.875     0.25
 11  Zr    0.875     0.125     0.75",ZrSiO4
648,mp-486,26.955756226478204,30.442563406509986,465.5857420865789,"Full Formula (Ni2 P4)
Reduced Formula: NiP2
abc   :   4.288066   4.288066   5.634447
angles:  68.348163  68.348163  81.796065
Sites (6)
  #  SP            a          b        c    magmom
---  ----  ---------  ---------  -------  --------
  0  Ni     0.5        0.5       0.5            -0
  1  Ni    -0         -0         0              -0
  2  P      0.918671   0.189203  0.33349         0
  3  P      0.310797   0.581329  0.16651         0
  4  P      0.081329   0.810797  0.66651         0
  5  P      0.689203   0.418671  0.83349         0",NiP2
649,mp-487,19.69287661902689,25.41532983688179,539.5857362108462,"Full Formula (Mn2 P8)
Reduced Formula: MnP4
abc   :   5.109771   5.835873   5.868215
angles: 107.343204 115.842815  93.754193
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  P     0.397916  0.803144  0.954977         1
  1  P     0.602084  0.196856  0.045023         1
  2  P     0.939139  0.304838  0.489749         1
  3  P     0.060861  0.695162  0.510251         1
  4  P     0.246079  0.331251  0.119761         1
  5  P     0.753921  0.668749  0.880239         1
  6  P     0.303362  0.151038  0.422255         1
  7  P     0.696638  0.848962  0.577745         1
  8  Mn    0.786304  0.275961  0.784675         1
  9  Mn    0.213696  0.724039  0.215325         1",MnP4
650,mp-4961,3.668534225750853,6.8945291698204585,614.5857302557117,"Full Formula (Na2 Hg1 O2)
Reduced Formula: Na2HgO2
abc   :   3.468706   3.468706   7.190598
angles: 103.957216 103.957216  90.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.851067  0.851067  0.702134
  1  O     0.148933  0.148933  0.297866
  2  Na    0.676471  0.676471  0.352942
  3  Na    0.323529  0.323529  0.647058
  4  Hg    0         0         0",Na2HgO2
651,mp-4979,6.979274455411428,8.822927146954006,462.5857423247843,"Full Formula (Al2 Cu2 S4)
Reduced Formula: AlCuS2
abc   :   5.326841   5.326841   6.476192
angles: 114.284218 114.284218  90.000000
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Al    0.5       0.5       0
  1  Al    0.75      0.25      0.5
  2  S     0.868284  0.875     0.25
  3  S     0.625     0.131716  0.75
  4  S     0.381716  0.375     0.25
  5  S     0.125     0.618284  0.75
  6  Cu    0.25      0.75      0.5
  7  Cu    0         0         0",AlCuS2
652,mp-5012,2.701704374336184,6.3556643948032585,1018.5856981773877,"Full Formula (Li4 Si2 O6)
Reduced Formula: Li2SiO3
abc   :   4.729054   5.456957   5.477084
angles: 119.878519  90.000000  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.005018  0.829596  0.34658
  1  Li    0.505018  0.170404  0.65342
  2  Li    0.505018  0.516984  0.34658
  3  Li    0.005018  0.483016  0.65342
  4  O     0.854175  0.885946  0
  5  O     0.419888  0.546988  0.710983
  6  O     0.419888  0.836005  0.289017
  7  O     0.354175  0.114054  0
  8  O     0.919888  0.163995  0.710983
  9  O     0.919888  0.453012  0.289017
 10  Si    0.500811  0.829069  0
 11  Si    0.000811  0.170931  0",Li2SiO3
653,mp-5020,5.928385170598191,52.85403708429766,735.538617696687,"Full Formula (Ba1 Ti1 O3)
Reduced Formula: BaTiO3
abc   :   4.081131   4.081131   4.081130
angles:  89.664584  89.664583  89.664586
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.997931  0.997931  0.997931        -0
  1  Ti    0.48356   0.48356   0.48356         -0
  2  O     0.026247  0.515381  0.515381         0
  3  O     0.515381  0.026247  0.515381         0
  4  O     0.515381  0.515381  0.026247         0",BaTiO3
654,mp-5038,3.961122545807668,8.962635311860822,381.5857487563297,"Full Formula (Cs2 Ga2 S4)
Reduced Formula: CsGaS2
abc   :   5.984430   7.320036   7.320036
angles: 116.586362 101.588134 101.588134
Sites (8)
  #  SP          a         b         c
---  ----  -------  --------  --------
  0  S     0.40696  0.920938  0.724151
  1  S     0.09304  0.275849  0.079062
  2  S     0.90696  0.724151  0.920938
  3  S     0.59304  0.079062  0.275849
  4  Ga    0.75     0.003513  0.996487
  5  Ga    0.25     0.996487  0.003513
  6  Cs    0.25     0.355666  0.644334
  7  Cs    0.75     0.644334  0.355666",CsGaS2
655,mp-504535,4.3148218297082614,12.368182645668426,2264.5855992427537,"Full Formula (In2 H2 O4)
Reduced Formula: InHO2
abc   :   3.329606   4.638251   5.376781
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  In    0    0.731259  0.999109
  1  In    0.5  0.268741  0.499109
  2  O     0    0.524085  0.63568
  3  O     0.5  0.475915  0.13568
  4  O     0    0.978989  0.366382
  5  O     0.5  0.021011  0.866382
  6  H     0    0.795821  0.480829
  7  H     0.5  0.204179  0.980829",InHO2
656,mp-5046,2.40393971297817,4.352267198301625,1234.5856810266002,"Full Formula (Be1 S1 O4)
Reduced Formula: BeSO4
abc   :   4.596801   4.596801   4.764552
angles: 118.841997 118.841997  90.000000
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Be    0.25      0.75      0.5
  1  O     0.114166  0.753277  0.760375
  2  O     0.246723  0.353791  0.239625
  3  O     0.646209  0.007098  0.760375
  4  O     0.992902  0.885834  0.239625
  5  S     0         0         0",BeSO4
657,mp-504729,2.369746130747148,5.726113608273328,602.5857312085333,"Full Formula (Cs2 Pd1 F6)
Reduced Formula: Cs2PdF6
abc   :   6.522781   6.522780   6.522781
angles:  59.999994  59.999996  59.999998
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25             0
  1  Cs    0.75      0.75      0.75             0
  2  Pd    0         0         0                0
  3  F     0.787814  0.212186  0.787814         0
  4  F     0.212186  0.787814  0.787814         0
  5  F     0.212186  0.212186  0.787814         0
  6  F     0.787814  0.212186  0.212186         0
  7  F     0.787814  0.787814  0.212186         0
  8  F     0.212186  0.787814  0.212186         0",Cs2PdF6
658,mp-5048,7.627963235697727,10.07241614571372,331.5857527264192,"Full Formula (Li2 Ga2 Te4)
Reduced Formula: LiGaTe2
abc   :   6.408461   6.408461   7.522588
angles: 115.210678 115.210678  90.000000
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Li    0.75      0.25      0.5
  1  Li    0.5       0.5       0
  2  Ga    0.25      0.75      0.5
  3  Ga    0         0         0
  4  Te    0.889691  0.875     0.25
  5  Te    0.625     0.110309  0.75
  6  Te    0.125     0.639691  0.75
  7  Te    0.360309  0.375     0.25",LiGaTe2
659,mp-504838,3.8551787243006577,6.170006020243336,653.5857271590419,"Full Formula (Cs2 P2 S6)
Reduced Formula: CsPS3
abc   :   7.348963   7.677046   7.677047
angles:  75.136231  61.403891  61.403894
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    1         0.738997  0.261003         1
  1  Cs    0         0.261003  0.738997         1
  2  P     0.345568  0.654432  0.654432         1
  3  P     0.654432  0.345568  0.345568         1
  4  S     0.5       0.33274   0.66726          1
  5  S     0.5       0.66726   0.33274          1
  6  S     0.471771  0.759347  0.759347         1
  7  S     0.990465  0.240653  0.240653         1
  8  S     0.528229  0.240653  0.240653         1
  9  S     0.009535  0.759347  0.759347         1",CsPS3
660,mp-505297,22.60047163887548,37.072460545624935,249.58575923736615,"Full Formula (Nb1 Sb1 Ru1)
Reduced Formula: NbSbRu
abc   :   4.385566   4.385566   4.385567
angles:  59.999996  59.999996  59.999997
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Nb    0     0     0
  1  Ru    0.25  0.25  0.25
  2  Sb    0.5   0.5   0.5",NbSbRu
661,mp-505634,13.405256910089953,20.006293892493307,145.58576749515262,"Full Formula (Cs4 Te6)
Reduced Formula: Cs2Te3
abc   :   7.609197   7.609197   8.759155
angles:  90.000000  90.000000 110.224627
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.09129   0.90871   0.867332
  1  Cs    0.90871   0.09129   0.367332
  2  Cs    0.583548  0.416452  0.155055
  3  Cs    0.416452  0.583548  0.655055
  4  Te    0.78086   0.21914   0.810773
  5  Te    0.21914   0.78086   0.310773
  6  Te    0.082745  0.41754   0.00292
  7  Te    0.917255  0.58246   0.50292
  8  Te    0.58246   0.917255  0.00292
  9  Te    0.41754   0.082745  0.50292",Cs2Te3
662,mp-505825,7.915222393176728,16.215626051321994,1804.5856357675784,"Full Formula (Cs2 Pt1 C2)
Reduced Formula: Cs2PtC2
abc   :   5.757220   5.757221   5.258443
angles:  90.000000  90.000000 119.999998
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.333333  0.666667  0.269355
  1  Cs    0.666667  0.333333  0.730645
  2  Pt    0         0         0
  3  C     0         0         0.378682
  4  C     0         0         0.621318",Cs2PtC2
663,mp-5061,4.446897292015593,20.013209567428678,798.5857156457819,"Full Formula (Li5 Re1 O6)
Reduced Formula: Li5ReO6
abc   :   5.084135   5.099088   5.099088
angles: 119.751932  99.951016  99.951016
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0         0.333621  0.666379
  1  Li    0         0.666379  0.333621
  2  Li    0.5       0.5       0.5
  3  Li    0.5       0.176295  0.823705
  4  Li    0.5       0.823705  0.176295
  5  O     0.233961  0.383071  0.077135
  6  O     0.233961  0.077135  0.383071
  7  O     0.766039  0.922865  0.616929
  8  O     0.766039  0.616929  0.922865
  9  O     0.774044  0.22771   0.22771
 10  O     0.225956  0.77229   0.77229
 11  Re    0         0         0",Li5ReO6
664,mp-5072,3.1388993793816966,6.995916320424758,615.58573017631,"Full Formula (Rb2 Hg1 O2)
Reduced Formula: Rb2HgO2
abc   :   4.239775   4.239775   7.808634
angles: 105.752350 105.752350  90.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.861009  0.861009  0.722019
  1  O     0.138991  0.138991  0.277981
  2  Rb    0.666553  0.666553  0.333105
  3  Rb    0.333447  0.333447  0.666895
  4  Hg    0         0         0",Rb2HgO2
665,mp-5077,9.488206406787814,17.02837587173072,342.5857518529994,"Full Formula (Na1 Li2 Sb1)
Reduced Formula: NaLi2Sb
abc   :   4.842085   4.842085   4.842085
angles:  60.000000  60.000000  60.000000
Sites (4)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.25  0.25  0.25
  1  Li    0.75  0.75  0.75
  2  Na    0.5   0.5   0.5
  3  Sb    0     0     0",NaLi2Sb
666,mp-5078,2.3486148317617537,10.547352452678103,469.58574176897173,"Full Formula (Sr2 Zn2 F8)
Reduced Formula: SrZnF4
abc   :   5.536169   5.536169   7.108497
angles: 112.917483 112.917483  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.299028  0.452661  0.082692
  1  F     0.630031  0.799028  0.582692
  2  F     0.952661  0.283664  0.582692
  3  F     0.783664  0.130031  0.082692
  4  F     0.216336  0.869969  0.917308
  5  F     0.047339  0.716336  0.417308
  6  F     0.369969  0.200972  0.417308
  7  F     0.700972  0.547339  0.917308
  8  Zn    0.875     0.625     0.75
  9  Zn    0.125     0.375     0.25
 10  Sr    0.375     0.125     0.75
 11  Sr    0.625     0.875     0.25",SrZnF4
667,mp-510268,6.47921077023323,9.974081496852957,347.58575145599053,"Full Formula (Cs2 Pd3 S4)
Reduced Formula: Cs2Pd3S4
abc   :   6.283440   6.315894   7.860605
angles: 102.149913 101.967339 118.593076
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.161225  0.161218  0.322486         0
  1  Cs    0.838775  0.838782  0.677514         0
  2  Pd    0.5       0.5       0                0
  3  Pd    0         0.5       0                0
  4  Pd    0.5       0         0                0
  5  S     0.438198  0.775178  0.211418         0
  6  S     0.226789  0.563747  0.788589         0
  7  S     0.561802  0.224822  0.788582         0
  8  S     0.773211  0.436253  0.211411         0",Cs2Pd3S4
668,mp-510273,3.718182793541253,10.037014766386584,607.5857308115244,"Full Formula (Cs2 Sb2 O4)
Reduced Formula: CsSbO2
abc   :   5.674972   6.550796   6.550797
angles: 101.428308 109.730139 109.730142
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.647402  0.352598         0
  1  Cs    0.75      0.352598  0.647402         0
  2  Sb    0.75      0.921995  0.078005         0
  3  Sb    0.25      0.078005  0.921995         0
  4  O     0.296951  0.78593   0.872788         0
  5  O     0.703049  0.21407   0.127212         0
  6  O     0.203049  0.127212  0.21407          0
  7  O     0.796951  0.872788  0.78593          0",CsSbO2
669,mp-5122,6.684486802865102,16.87683341020849,399.5857473270973,"Full Formula (Na6 Al2 P4)
Reduced Formula: Na3AlP2
abc   :   6.061324   6.832468   8.048410
angles: 115.122366 112.120398  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.749999  0.5       0
  1  Na    0.250001  0.5       0
  2  Na    0.807527  0.99069   0.615055
  3  Na    0.307497  0.624251  0.614994
  4  Na    0.692503  0.375749  0.385006
  5  Na    0.192473  0.00931   0.384945
  6  Al    0.250001  0         0
  7  Al    0.749999  0         0
  8  P     0.399115  0.09602   0.798231
  9  P     0.600885  0.90398   0.201769
 10  P     0.899111  0.702177  0.798221
 11  P     0.100889  0.297823  0.201779",Na3AlP2
670,mp-5127,6.077947819762093,8.739036530059629,662.5857264444257,"Full Formula (Li4 Cu4 O4)
Reduced Formula: LiCuO
abc   :   3.928880   6.323928   6.323928
angles:  84.462642  71.902435  71.902435
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.250579  0.150321  0.849679        -0
  1  Li    0.250579  0.849679  0.150321        -0
  2  Li    0.899743  0.849679  0.849679         0
  3  Li    0.5991    0.150321  0.150321         0
  4  Cu    0.591862  0.5       0.816276        -0
  5  Cu    0.908138  0.5       0.183724        -0
  6  Cu    0.591862  0.816276  0.5             -0
  7  Cu    0.908138  0.183724  0.5             -0
  8  O     0.749239  0.809228  0.190772        -0
  9  O     0.749239  0.190772  0.809228        -0
 10  O     0.059989  0.190772  0.190772        -0
 11  O     0.441533  0.809228  0.809228        -0",LiCuO
671,mp-5132,3.3263310099415517,8.998930205265431,1132.5856891255833,"Full Formula (Y2 P2 O8)
Reduced Formula: YPO4
abc   :   5.795903   5.795903   5.795903
angles: 105.923831 105.923831 116.825938
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.784884  0.360935  0.076052
  1  O     0.708832  0.784884  0.923948
  2  O     0.360935  0.784884  0.576052
  3  O     0.784884  0.708832  0.423948
  4  O     0.291168  0.215116  0.076052
  5  O     0.215116  0.639065  0.923948
  6  O     0.215116  0.291168  0.576052
  7  O     0.639065  0.215116  0.423948
  8  P     0.375     0.625     0.75
  9  P     0.625     0.375     0.25
 10  Y     0.125     0.875     0.25
 11  Y     0.875     0.125     0.75",YPO4
672,mp-5175,4.0027064607801615,10.737260542918834,486.5857404191413,"Full Formula (Na1 In1 O2)
Reduced Formula: NaInO2
abc   :   5.854470   5.854470   5.854470
angles:  32.601100  32.601100  32.601100
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.737977  0.737977  0.737977
  1  O     0.262023  0.262023  0.262023
  2  Na    0.5       0.5       0.5
  3  In    0         0         0",NaInO2
673,mp-5213,23.409918540431534,26.1536104323487,334.58575248821387,"Full Formula (Cd2 Sn2 P4)
Reduced Formula: CdSnP2
abc   :   5.985351   5.985351   7.230447
angles: 114.450010 114.450010  90.000000
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  P     0.867958  0.875     0.25
  1  P     0.625     0.132042  0.75
  2  P     0.382042  0.375     0.25
  3  P     0.125     0.617958  0.75
  4  Cd    0.25      0.75      0.5
  5  Cd    0         0         0
  6  Sn    0.5       0.5       0
  7  Sn    0.75      0.25      0.5",CdSnP2
674,mp-5238,9.453008220035338,11.782912005040965,358.5857505825708,"Full Formula (Ga2 Cu2 S4)
Reduced Formula: GaCuS2
abc   :   5.363466   5.363466   6.523863
angles: 114.271766 114.271766  90.000000
Sites (8)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  S     0.876484  0.875     0.25         1
  1  S     0.625     0.123516  0.75         1
  2  S     0.373516  0.375     0.25         1
  3  S     0.125     0.626484  0.75         1
  4  Cu    0.25      0.75      0.5          1
  5  Cu    0         0         0            1
  6  Ga    0.5       0.5       0            1
  7  Ga    0.75      0.25      0.5          1",GaCuS2
675,mp-5295,4.75119975542949,18.20835078742584,793.3945295514336,"Full Formula (La2 Nb2 O8)
Reduced Formula: LaNbO4
abc   :   5.447626   5.448150   7.020451
angles: 112.834103 112.830289  89.994148
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.950052  0.785429  0.577921
  1  O     0.792516  0.44999   0.077966
  2  O     0.285401  0.127966  0.077958
  3  O     0.627922  0.292535  0.577938
  4  O     0.372078  0.707465  0.422062
  5  O     0.714599  0.872034  0.922042
  6  O     0.207484  0.55001   0.922034
  7  O     0.049948  0.214571  0.422079
  8  Nb    0.875002  0.62499   0.749939
  9  Nb    0.124998  0.37501   0.250061
 10  La    0.374999  0.124998  0.749997
 11  La    0.625001  0.875002  0.250003",LaNbO4
676,mp-5339,4.4529787778894745,8.647705229905172,173.5857652719024,"Full Formula (Cs2 Na2 Te2)
Reduced Formula: CsNaTe
abc   :   5.360767   5.360767   8.676949
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  Na    0.25  0.75  0
  1  Na    0.75  0.25  0
  2  Te    0.25  0.25  0.200372
  3  Te    0.75  0.75  0.799628
  4  Cs    0.25  0.25  0.657867
  5  Cs    0.75  0.75  0.342133",CsNaTe
677,mp-5342,7.838375719077685,10.528852584866222,347.58575145599053,"Full Formula (Ga2 Ag2 S4)
Reduced Formula: GaAgS2
abc   :   5.786673   5.786673   6.700737
angles: 115.581451 115.581451  90.000000
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  S     0.837512  0.875     0.25
  1  S     0.625     0.162488  0.75
  2  S     0.412488  0.375     0.25
  3  S     0.125     0.587512  0.75
  4  Ga    0.5       0.5       0
  5  Ga    0.75      0.25      0.5
  6  Ag    0.25      0.75      0.5
  7  Ag    0         0         0",GaAgS2
678,mp-5350,6.345003712731183,9.395656245132187,358.5857505825708,"Full Formula (Zn1 Ga2 S4)
Reduced Formula: Zn(GaS2)2
abc   :   5.370886   5.370886   6.478342
angles: 114.489489 114.489489  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.119393  0.610398  0.739391
  1  S     0.871008  0.880607  0.260609
  2  S     0.389602  0.380002  0.260609
  3  S     0.619998  0.128992  0.739391
  4  Zn    0         0         0
  5  Ga    0.25      0.75      0.5
  6  Ga    0.5       0.5       0",Zn(GaS2)2
679,mp-5377,4.654946505778415,16.32197339673807,801.5857154075765,"Full Formula (Y2 Ta2 O8)
Reduced Formula: YTaO4
abc   :   5.161563   5.350700   5.542985
angles:  90.000000  90.000000  96.522888
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.250027  0.601321  0.91241
  1  O     0.749973  0.898679  0.91241
  2  O     0.749973  0.398679  0.08759
  3  O     0.250027  0.101321  0.08759
  4  O     0.269837  0.497037  0.434234
  5  O     0.730163  0.002963  0.434234
  6  O     0.730163  0.502963  0.565766
  7  O     0.269837  0.997037  0.565766
  8  Y     0         0.75      0.232052
  9  Y     0         0.25      0.767948
 10  Ta    0.5       0.75      0.69198
 11  Ta    0.5       0.25      0.30802",YTaO4
680,mp-5380,7.9067939767183715,29.744750443998853,506.5857388311055,"Full Formula (Ca4 P2 O1)
Reduced Formula: Ca4P2O
abc   :   4.512219   4.512219   8.195425
angles: 105.979233 105.979233  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0         0         0
  1  P     0.636177  0.636177  0.272355
  2  P     0.363823  0.363823  0.727645
  3  Ca    0.826018  0.826018  0.652036
  4  Ca    0.173982  0.173982  0.347964
  5  Ca    0         0.5       0
  6  Ca    0.5       0         0",Ca4P2O
681,mp-539,6.3180021481067685,10.478182079876683,395.5857476447045,"Full Formula (Ga4 S6)
Reduced Formula: Ga2S3
abc   :   6.538306   6.580381   7.121421
angles: 116.620580  90.000000 119.788711
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.426657  0.680417  0.502975
  1  S     0.25376   0.680417  0.002975
  2  S     0.760137  0.344284  0.513203
  3  S     0.584147  0.344284  0.013203
  4  S     0.911535  0.004355  0.983964
  5  S     0.09282   0.004355  0.483964
  6  Ga    0.137771  0.405976  0.619234
  7  Ga    0.268204  0.405976  0.119234
  8  Ga    0.445467  0.086968  0.629624
  9  Ga    0.641501  0.086968  0.129624",Ga2S3
682,mp-5394,5.825387345433617,17.471072687310144,310.5857543938568,"Full Formula (La2 S2 F2)
Reduced Formula: LaSF
abc   :   4.052650   4.052650   7.022701
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.25  0.75  0
  1  F     0.75  0.25  0
  2  S     0.25  0.25  0.649118
  3  S     0.75  0.75  0.350882
  4  La    0.75  0.75  0.768241
  5  La    0.25  0.25  0.231759",LaSF
683,mp-540584,4.322363510221442,9.406488209341429,549.5857354168284,"Full Formula (K2 Pd1 O2)
Reduced Formula: K2PdO2
abc   :   3.185727   5.557180   5.557180
angles:  67.114804  73.343600  73.343594
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Pd    0         0         0
  1  K     0.175394  0.324606  0.324606
  2  K     0.824606  0.675394  0.675394
  3  O     0.5       0.219627  0.780373
  4  O     0.5       0.780373  0.219627",K2PdO2
684,mp-540703,4.186076846959638,11.059012303107076,184.5857643984827,"Full Formula (Cs8 S4)
Reduced Formula: Cs2S
abc   :   5.438157   8.827536  10.539134
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Cs    0.75  0.977222  0.83081        0.6
  1  Cs    0.25  0.022778  0.16919        0.6
  2  Cs    0.75  0.477222  0.66919        0.6
  3  Cs    0.25  0.522778  0.33081        0.6
  4  Cs    0.75  0.854339  0.425503       0.6
  5  Cs    0.25  0.145661  0.574497       0.6
  6  Cs    0.75  0.354339  0.074497       0.6
  7  Cs    0.25  0.645661  0.925503       0.6
  8  S     0.75  0.753613  0.109239       0.6
  9  S     0.25  0.246387  0.890761       0.6
 10  S     0.75  0.253613  0.390761       0.6
 11  S     0.25  0.746387  0.609239       0.6",Cs2S
685,mp-540957,5.991502729899868,11.01023556089222,173.5857652719024,"Full Formula (Cs2 Te1 I6)
Reduced Formula: Cs2TeI6
abc   :   8.531767   8.531767   8.531767
angles:  59.999997  59.999996  60.000001
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.25      0.25      0.25
  1  Cs    0.75      0.75      0.75
  2  Te    0         0         0
  3  I     0.753296  0.246704  0.246704
  4  I     0.753296  0.753296  0.246704
  5  I     0.246704  0.246704  0.753296
  6  I     0.753296  0.246704  0.753296
  7  I     0.246704  0.753296  0.246704
  8  I     0.246704  0.753296  0.753296",Cs2TeI6
686,mp-541037,4.183053184541166,11.39986268047158,625.5857293822921,"Full Formula (Cs2 Cu2 O2)
Reduced Formula: CsCuO
abc   :   5.046870   6.096212   6.002315
angles: 120.518844  90.000000  90.000000
Sites (6)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  Cs    0.75  0.677892  0.35892
  1  Cs    0.25  0.318972  0.64108
  2  Cu    0     0.996993  1
  3  Cu    0.5   0.996993  1
  4  O     0.75  0.127152  0.259153
  5  O     0.25  0.867999  0.740847",CsCuO
687,mp-541044,4.207273086114642,17.440552671757327,478.5857410543556,"Full Formula (Cs2 Y2 O4)
Reduced Formula: CsYO2
abc   :   3.567594   3.567594  13.753315
angles:  90.000000  90.000000 120.000003
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.666667  0.333333  0.5
  1  Cs    0         0         0
  2  Y     0.333333  0.666667  0.249644
  3  Y     0.333333  0.666667  0.750356
  4  O     0.666667  0.333333  0.16706
  5  O     0.666667  0.333333  0.83294
  6  O     0         0         0.332302
  7  O     0         0         0.667698",CsYO2
