,formula,gfa
2216,Mg27Zn73,0
2217,Mg28Zn72,0
2218,Mg29Zn71,0
2219,Mg3Zn97,0
2220,Mg30Zn70,0
2221,Mg31Zn69,0
2222,Mg32Zn68,0
2223,Mg33Zn67,0
2224,Mg34Zn66,0
2225,Mg35Zn65,0
2226,Mg36Zn64,0
2227,Mg37Zn63,0
2228,Mg38Zn62,0
2229,Mg39Zn61,0
2230,Mg4Zn96,0
2231,Mg40Zn60,0
2232,Mg41Zn59,0
2233,Mg42Zn58,0
2234,Mg43Zn57,0
2235,Mg44Zn56,0
2236,Mg45Zn55,0
2237,Mg46Zn54,0
2238,Mg47Zn53,0
2239,Mg48Zn52,0
2240,Mg49Zn51,0
2241,Mg5Zn95,0
2242,Mg50Zn50,0
2243,Mg51Zn49,0
2244,Mg52Zn48,0
2245,Mg53Zn47,0
2246,Mg54Zn46,0
2247,Mg55Zn45,0
2248,Mg56Zn44,0
2249,Mg57Zn43,0
2250,Mg58Zn42,0
2251,Mg59Zn41,0
2252,Mg6Zn94,0
2253,Mg60Zn40,0
2254,Mg61Zn39,0
2255,Mg62Zn38,0
2256,Mg63Zn37,0
2257,Mg64Zn36,0
2258,Mg65Zn35,1
2259,Mg66Zn34,1
2260,Mg67Zn33,1
2261,Mg68Zn32,1
2262,Mg69Zn31,1
2263,Mg7Zn93,0
2264,Mg70Zn30,1
2265,Mg71Zn29,1
2266,Mg72Zn28,1
2267,Mg73Zn27,1
2268,Mg74Zn26,1
2269,Mg75Zn25,1
2270,Mg76Zn24,1
2271,Mg77Zn23,0
2272,Mg78Zn22,0
2273,Mg79Zn21,0
2274,Mg8Zn92,0
2275,Mg80Zn20,0
2276,Mg81Zn19,0
2277,Mg82Zn18,0
2278,Mg83Zn17,0
2279,Mg84Zn16,0
2280,Mg85Zn15,0
2281,Mg86Zn14,0
2282,Mg87Zn13,0
2283,Mg88Zn12,0
2284,Mg89Zn11,0
2285,Mg9Zn91,0
2286,Mg90Zn10,0
2287,Mg91Zn9,0
2288,Mg92Zn8,0
2289,Mg93Zn7,0
2290,Mg94Zn6,0
2291,Mg95Zn5,0
2292,Mg96Zn4,0
2293,Mg97Zn3,0
2294,Mg98Zn2,0
2295,Mg99Zn1,0
2296,Mn1Al99,0
2297,Mn10Al90,0
2298,Mn100,0
2299,Mn11Al89,0
2300,Mn12Al88,0
2301,Mn13Al87,0
2302,Mn14Al86,0
2303,Mn15Al85,1
2304,Mn16Al84,1
2305,Mn17Al83,1
2306,Mn18Al82,1
2307,Mn19Al81,1
2308,Mn2Al98,0
2309,Mn20Al80,1
2310,Mn21Al79,1
2311,Mn22Al78,1
2312,Mn23Al77,1
2313,Mn24Al76,1
2314,Mn25Al75,1
2315,Mn26Al74,0
2316,Mn27Al73,0
2317,Mn28Al72,0
2318,Mn29Al71,0
2319,Mn3Al97,0
2320,Mn30Al70,0
2321,Mn31Al69,0
2322,Mn32Al68,0
2323,Mn33Al67,0
2324,Mn34Al66,0
2325,Mn35Al65,0
2326,Mn36Al64,0
2327,Mn37Al63,0
2328,Mn38Al62,0
2329,Mn39Al61,0
2330,Mn4Al96,0
2331,Mn40Al60,0
2332,Mn41Al59,0
2333,Mn42Al58,0
2334,Mn43Al57,0
2335,Mn44Al56,0
2336,Mn45Al55,0
2337,Mn46Al54,0
2338,Mn47Al53,0
2339,Mn48Al52,0
2340,Mn49Al51,0
2341,Mn5Al95,0
2342,Mn50Al50,0
2343,Mn51Al49,0
2344,Mn52Al48,0
2345,Mn53Al47,0
2346,Mn54Al46,0
2347,Mn55Al45,0
2348,Mn56Al44,0
2349,Mn57Al43,0
2350,Mn58Al42,0
2351,Mn59Al41,0
2352,Mn6Al94,0
2353,Mn60Al40,0
2354,Mn61Al39,0
2355,Mn62Al38,0
2356,Mn63Al37,0
2357,Mn64Al36,0
2358,Mn65Al35,0
2359,Mn66Al34,0
2360,Mn67Al33,0
2361,Mn68Al32,0
2362,Mn69Al31,0
2363,Mn7Al93,0
2364,Mn70Al30,0
2365,Mn71Al29,0
2366,Mn72Al28,0
2367,Mn73Al27,0
2368,Mn74Al26,0
2369,Mn75Al25,0
2370,Mn76Al24,0
2371,Mn77Al23,0
2372,Mn78Al22,0
2373,Mn79Al21,0
2374,Mn8Al92,0
2375,Mn80Al20,0
2376,Mn81Al19,0
2377,Mn82Al18,0
2378,Mn83Al17,0
2379,Mn84Al16,0
2380,Mn85Al15,0
2381,Mn86Al14,0
2382,Mn87Al13,0
2383,Mn88Al12,0
2384,Mn89Al11,0
2385,Mn9Al91,0
2386,Mn90Al10,0
2387,Mn91Al9,0
2388,Mn92Al8,0
2389,Mn93Al7,0
2390,Mn94Al6,0
2391,Mn95Al5,0
2392,Mn96Al4,0
2393,Mn97Al3,0
2394,Mn98Al2,0
2395,Mn99Al1,0
2396,Mo100,0
2397,Nb1Cr99,0
2398,Nb1Ni99,0
2399,Nb10Cr90,0
2400,Nb10Ni90,0
2401,Nb100,0
2402,Nb11Cr89,1
2403,Nb11Ni89,0
2404,Nb12Cr88,1
2405,Nb12Ni88,0
2406,Nb13Cr87,1
2407,Nb13Ni87,0
2408,Nb14Cr86,1
2409,Nb14Ni86,0
2410,Nb15Cr85,1
2411,Nb15Ni85,0
2412,Nb16Cr84,1
2413,Nb16Ni84,0
2414,Nb17Cr83,1
2415,Nb17Ni83,0
2416,Nb18Cr82,0
2417,Nb18Ni82,0
2418,Nb19Cr81,0
2419,Nb19Ni81,0
2420,Nb2Cr98,0
2421,Nb2Ni98,0
2422,Nb20Cr80,0
2423,Nb20Ni80,0
2424,Nb21Cr79,0
2425,Nb21Ni79,0
2426,Nb22Cr78,0
2427,Nb22Ni78,0
2428,Nb23Cr77,0
2429,Nb23Ni77,0
2430,Nb24Cr76,0
2431,Nb24Ni76,0
2432,Nb25Cr75,0
2433,Nb25Ni75,0
2434,Nb26Cr74,0
2435,Nb26Ni74,0
2436,Nb27Cr73,0
2437,Nb27Ni73,0
2438,Nb28Cr72,0
2439,Nb28Ni72,0
2440,Nb29Cr71,0
2441,Nb29Ni71,0
2442,Nb3Cr97,0
2443,Nb3Ni97,0
2444,Nb30Cr70,0
2445,Nb30Ni70,0
2446,Nb31Cr69,0
2447,Nb31Ni69,0
2448,Nb32Cr68,0
2449,Nb32Ni68,0
2450,Nb33Cr67,0
2451,Nb33Ni67,0
2452,Nb34Cr66,0
2453,Nb34Ni66,0
2454,Nb35Cr65,0
2455,Nb35Ni65,0
2456,Nb36Cr64,0
2457,Nb36Ni64,0
2458,Nb37Cr63,0
2459,Nb37Ni63,1
2460,Nb38Cr62,0
2461,Nb38Ni62,1
2462,Nb39Cr61,0
2463,Nb39Ni61,1
2464,Nb4Cr96,0
2465,Nb4Ni96,0
2466,Nb40Cr60,0
2467,Nb40Ni60,1
2468,Nb41Cr59,0
2469,Nb41Ni59,1
2470,Nb42Cr58,0
2471,Nb42Ni58,1
2472,Nb43Cr57,0
2473,Nb43Ni57,1
2474,Nb44Cr56,0
2475,Nb44Ni56,1
2476,Nb45Cr55,0
2477,Nb45Ni55,1
2478,Nb46Cr54,0
2479,Nb46Ni54,1
2480,Nb47Cr53,0
2481,Nb47Ni53,1
2482,Nb48Cr52,0
2483,Nb48Ni52,1
2484,Nb49Cr51,0
2485,Nb49Ni51,1
2486,Nb5Cr95,0
2487,Nb5Ni95,0
2488,Nb50Cr50,0
2489,Nb50Ni50,1
2490,Nb51Cr49,0
2491,Nb51Ni49,1
2492,Nb52Cr48,0
2493,Nb52Ni48,1
2494,Nb53Cr47,0
2495,Nb53Ni47,1
2496,Nb54Cr46,0
2497,Nb54Ni46,1
2498,Nb55Cr45,0
2499,Nb55Ni45,1
2500,Nb56Cr44,0
2501,Nb56Ni44,1
2502,Nb57Cr43,0
2503,Nb57Ni43,1
2504,Nb58Cr42,0
2505,Nb58Ni42,1
2506,Nb59Cr41,0
2507,Nb59Ni41,1
2508,Nb6Cr94,0
2509,Nb6Ni94,0
2510,Nb60Cr40,0
2511,Nb60Ni40,1
2512,Nb61Cr39,0
2513,Nb61Ni39,0
2514,Nb62Cr38,0
2515,Nb62Ni38,0
2516,Nb63Cr37,0
2517,Nb63Ni37,0
2518,Nb64Cr36,0
2519,Nb64Ni36,0
2520,Nb65Cr35,0
2521,Nb65Ni35,0
2522,Nb66Cr34,0
2523,Nb66Ni34,0
2524,Nb67Cr33,0
2525,Nb67Ni33,0
2526,Nb68Cr32,0
2527,Nb68Ni32,0
2528,Nb69Cr31,0
2529,Nb69Ni31,0
2530,Nb7Cr93,0
2531,Nb7Ni93,0
2532,Nb70Cr30,0
2533,Nb70Ni30,0
2534,Nb71Cr29,0
2535,Nb71Ni29,0
2536,Nb72Cr28,0
2537,Nb72Ni28,0
2538,Nb73Cr27,0
2539,Nb73Ni27,0
2540,Nb74Cr26,0
2541,Nb74Ni26,0
2542,Nb75Cr25,0
2543,Nb75Ni25,0
2544,Nb76Cr24,0
2545,Nb76Ni24,0
2546,Nb77Cr23,0
2547,Nb77Ni23,0
2548,Nb78Cr22,0
2549,Nb78Ni22,0
2550,Nb79Cr21,0
2551,Nb79Ni21,0
2552,Nb8Cr92,0
2553,Nb8Ni92,0
2554,Nb80Cr20,0
2555,Nb80Ni20,0
2556,Nb81Cr19,0
2557,Nb81Ni19,0
2558,Nb82Cr18,0
2559,Nb82Ni18,0
2560,Nb83Cr17,0
2561,Nb83Ni17,0
2562,Nb84Cr16,0
2563,Nb84Ni16,0
2564,Nb85Cr15,0
2565,Nb85Ni15,0
2566,Nb86Cr14,0
2567,Nb86Ni14,0
2568,Nb87Cr13,0
2569,Nb87Ni13,0
2570,Nb88Cr12,0
2571,Nb88Ni12,0
2572,Nb89Cr11,0
2573,Nb89Ni11,0
2574,Nb9Cr91,0
2575,Nb9Ni91,0
2576,Nb90Cr10,0
2577,Nb90Ni10,0
2578,Nb91Cr9,0
2579,Nb91Ni9,0
2580,Nb92Cr8,0
2581,Nb92Ni8,0
2582,Nb93Cr7,0
2583,Nb93Ni7,0
2584,Nb94Cr6,0
2585,Nb94Ni6,0
2586,Nb95Cr5,0
2587,Nb95Ni5,0
2588,Nb96Cr4,0
2589,Nb96Ni4,0
2590,Nb97Cr3,0
2591,Nb97Ni3,0
2592,Nb98Cr2,0
2593,Nb98Ni2,0
2594,Nb99Cr1,0
2595,Nb99Ni1,0
2596,Nd1Al99,0
2597,Nd1Fe99,0
2598,Nd10Al90,1
2599,Nd10Fe90,0
2600,Nd100,0
2601,Nd11Al89,1
2602,Nd11Fe89,1
2603,Nd12Al88,1
2604,Nd12Fe88,1
2605,Nd13Al87,1
2606,Nd13Fe87,1
2607,Nd14Al86,1
2608,Nd14Fe86,1
2609,Nd15Al85,0
2610,Nd15Fe85,1
2611,Nd16Al84,0
2612,Nd16Fe84,1
2613,Nd17Al83,0
2614,Nd17Fe83,1
2615,Nd18Al82,0
2616,Nd18Fe82,1
2617,Nd19Al81,0
2618,Nd19Fe81,1
2619,Nd2Al98,0
2620,Nd2Fe98,0
2621,Nd20Al80,0
2622,Nd20Fe80,1
2623,Nd21Al79,0
2624,Nd21Fe79,1
2625,Nd22Al78,0
2626,Nd22Fe78,1
2627,Nd23Al77,0
2628,Nd23Fe77,1
2629,Nd24Al76,0
2630,Nd24Fe76,1
2631,Nd25Al75,0
2632,Nd25Fe75,1
2633,Nd26Al74,0
2634,Nd26Fe74,1
2635,Nd27Al73,0
2636,Nd27Fe73,1
2637,Nd28Al72,0
2638,Nd28Fe72,1
2639,Nd29Al71,0
2640,Nd29Fe71,1
2641,Nd3Al97,0
2642,Nd3Fe97,0
2643,Nd30Al70,0
2644,Nd30Fe70,1
2645,Nd31Al69,0
2646,Nd31Fe69,1
2647,Nd32Al68,0
2648,Nd32Fe68,1
2649,Nd33Al67,0
2650,Nd33Fe67,1
2651,Nd34Al66,0
2652,Nd34Fe66,1
2653,Nd35Al65,0
2654,Nd35Fe65,1
2655,Nd36Al64,0
2656,Nd36Fe64,1
2657,Nd37Al63,0
2658,Nd37Fe63,1
2659,Nd38Al62,0
2660,Nd38Fe62,1
2661,Nd39Al61,0
2662,Nd39Fe61,1
2663,Nd4Al96,0
2664,Nd4Fe96,0
2665,Nd40Al60,0
2666,Nd40Fe60,1
2667,Nd41Al59,0
2668,Nd41Fe59,1
2669,Nd42Al58,0
2670,Nd42Fe58,1
2671,Nd43Al57,0
2672,Nd43Fe57,1
2673,Nd44Al56,0
2674,Nd44Fe56,1
2675,Nd45Al55,0
2676,Nd45Fe55,1
2677,Nd46Al54,0
2678,Nd46Fe54,1
2679,Nd47Al53,0
2680,Nd47Fe53,1
2681,Nd48Al52,0
2682,Nd48Fe52,1
2683,Nd49Al51,0
2684,Nd49Fe51,1
2685,Nd5Al95,0
2686,Nd5Fe95,0
2687,Nd50Al50,0
2688,Nd50Fe50,1
2689,Nd51Al49,0
2690,Nd51Fe49,1
2691,Nd52Al48,0
2692,Nd52Fe48,1
2693,Nd53Al47,0
2694,Nd53Fe47,1
2695,Nd54Al46,0
2696,Nd54Fe46,1
2697,Nd55Al45,0
2698,Nd55Fe45,1
2699,Nd56Al44,0
2700,Nd56Fe44,1
2701,Nd57Al43,0
2702,Nd57Fe43,1
2703,Nd58Al42,0
2704,Nd58Fe42,1
2705,Nd59Al41,0
2706,Nd59Fe41,1
2707,Nd6Al94,0
2708,Nd6Fe94,0
2709,Nd60Al40,0
2710,Nd60Fe40,1
2711,Nd61Al39,0
2712,Nd61Fe39,0
2713,Nd62Al38,0
2714,Nd62Fe38,0
2715,Nd63Al37,0
2716,Nd63Fe37,0
2717,Nd64Al36,0
2718,Nd64Fe36,0
2719,Nd65Al35,0
2720,Nd65Fe35,0
2721,Nd66Al34,0
2722,Nd66Fe34,0
2723,Nd67Al33,0
2724,Nd67Fe33,0
2725,Nd68Al32,0
2726,Nd68Fe32,0
2727,Nd69Al31,0
2728,Nd69Fe31,0
2729,Nd7Al93,0
2730,Nd7Fe93,0
2731,Nd70Al30,0
2732,Nd70Fe30,0
2733,Nd71Al29,0
2734,Nd71Fe29,0
2735,Nd72Al28,0
2736,Nd72Fe28,0
2737,Nd73Al27,0
2738,Nd73Fe27,0
2739,Nd74Al26,0
2740,Nd74Fe26,0
2741,Nd75Al25,0
2742,Nd75Fe25,0
2743,Nd76Al24,0
2744,Nd76Fe24,0
2745,Nd77Al23,0
2746,Nd77Fe23,0
2747,Nd78Al22,0
2748,Nd78Fe22,0
2749,Nd79Al21,0
2750,Nd79Fe21,0
2751,Nd8Al92,1
2752,Nd8Fe92,0
2753,Nd80Al20,0
2754,Nd80Fe20,0
2755,Nd81Al19,0
2756,Nd81Fe19,0
2757,Nd82Al18,0
2758,Nd82Fe18,0
2759,Nd83Al17,0
2760,Nd83Fe17,0
2761,Nd84Al16,0
2762,Nd84Fe16,0
2763,Nd85Al15,0
2764,Nd85Fe15,0
2765,Nd86Al14,0
2766,Nd86Fe14,0
2767,Nd87Al13,0
2768,Nd87Fe13,0
2769,Nd88Al12,0
2770,Nd88Fe12,0
2771,Nd89Al11,0
2772,Nd89Fe11,0
2773,Nd9Al91,1
2774,Nd9Fe91,0
2775,Nd90Al10,0
2776,Nd90Fe10,0
2777,Nd91Al9,0
2778,Nd91Fe9,0
2779,Nd92Al8,0
2780,Nd92Fe8,0
2781,Nd93Al7,0
2782,Nd93Fe7,0
2783,Nd94Al6,0
2784,Nd94Fe6,0
2785,Nd95Al5,0
2786,Nd95Fe5,0
2787,Nd96Al4,0
2788,Nd96Fe4,0
2789,Nd97Al3,0
2790,Nd97Fe3,0
2791,Nd98Al2,0
2792,Nd98Fe2,0
2793,Nd99Al1,0
2794,Nd99Fe1,0
2795,Ni1B99,0
2796,Ni10B90,0
2797,Ni100,0
2798,Ni11B89,0
2799,Ni12B88,0
2800,Ni13B87,0
2801,Ni14B86,0
2802,Ni15B85,0
2803,Ni16B84,0
2804,Ni17B83,0
2805,Ni18B82,0
2806,Ni19B81,0
2807,Ni2B98,0
2808,Ni20B80,0
2809,Ni21B79,0
2810,Ni22B78,0
2811,Ni23B77,0
2812,Ni24B76,0
2813,Ni25B75,0
2814,Ni26B74,0
2815,Ni27B73,0
2816,Ni28B72,0
2817,Ni29B71,0
2818,Ni3B97,0
2819,Ni30B70,0
2820,Ni31B69,0
2821,Ni32B68,0
2822,Ni33B67,0
2823,Ni34B66,0
2824,Ni35B65,0
2825,Ni36B64,0
2826,Ni37B63,0
2827,Ni38B62,0
2828,Ni39B61,0
2829,Ni4B96,0
2830,Ni40B60,0
2831,Ni41B59,0
2832,Ni42B58,0
2833,Ni43B57,0
2834,Ni44B56,0
2835,Ni45B55,0
2836,Ni46B54,0
2837,Ni47B53,0
2838,Ni48B52,0
2839,Ni49B51,0
2840,Ni5B95,0
2841,Ni50B50,0
2842,Ni51B49,0
2843,Ni52B48,0
2844,Ni53B47,0
2845,Ni54B46,0
2846,Ni55B45,0
2847,Ni56B44,0
2848,Ni57B43,0
2849,Ni58B42,0
2850,Ni59B41,1
2851,Ni6B94,0
2852,Ni60B40,1
2853,Ni61B39,1
2854,Ni62B38,1
2855,Ni63B37,1
2856,Ni64B36,1
2857,Ni65B35,1
2858,Ni66B34,1
2859,Ni67B33,1
2860,Ni68B32,1
2861,Ni69B31,1
2862,Ni7B93,0
2863,Ni70B30,1
2864,Ni71B29,1
2865,Ni72B28,1
2866,Ni73B27,0
2867,Ni74B26,0
2868,Ni75B25,0
2869,Ni76B24,0
2870,Ni77B23,0
2871,Ni78B22,0
2872,Ni79B21,0
2873,Ni8B92,0
2874,Ni80B20,0
2875,Ni81B19,0
2876,Ni82B18,0
2877,Ni83B17,0
2878,Ni84B16,0
2879,Ni85B15,0
2880,Ni86B14,0
2881,Ni87B13,0
2882,Ni88B12,0
2883,Ni89B11,0
2884,Ni9B91,0
2885,Ni90B10,0
2886,Ni91B9,0
2887,Ni92B8,0
2888,Ni93B7,0
2889,Ni94B6,0
2890,Ni95B5,0
2891,Ni96B4,0
2892,Ni97B3,0
2893,Ni98B2,0
2894,Ni99B1,0
2895,Pd100,0
2896,Pr1Al99,0
2897,Pr1Fe99,0
2898,Pr10Al90,1
2899,Pr10Fe90,0
2900,Pr100,0
2901,Pr11Al89,1
2902,Pr11Fe89,0
2903,Pr12Al88,0
2904,Pr12Fe88,0
2905,Pr13Al87,0
2906,Pr13Fe87,0
2907,Pr14Al86,0
2908,Pr14Fe86,0
2909,Pr15Al85,0
2910,Pr15Fe85,0
2911,Pr16Al84,0
2912,Pr16Fe84,0
2913,Pr17Al83,0
2914,Pr17Fe83,0
2915,Pr18Al82,0
2916,Pr18Fe82,0
2917,Pr19Al81,0
2918,Pr19Fe81,0
2919,Pr2Al98,0
2920,Pr2Fe98,0
2921,Pr20Al80,0
2922,Pr20Fe80,0
2923,Pr21Al79,0
2924,Pr21Fe79,0
2925,Pr22Al78,0
2926,Pr22Fe78,0
2927,Pr23Al77,0
2928,Pr23Fe77,0
2929,Pr24Al76,0
2930,Pr24Fe76,0
2931,Pr25Al75,0
2932,Pr25Fe75,0
2933,Pr26Al74,0
2934,Pr26Fe74,0
2935,Pr27Al73,0
2936,Pr27Fe73,0
2937,Pr28Al72,0
2938,Pr28Fe72,0
2939,Pr29Al71,0
2940,Pr29Fe71,0
2941,Pr3Al97,0
2942,Pr3Fe97,0
2943,Pr30Al70,0
2944,Pr30Fe70,0
2945,Pr31Al69,0
2946,Pr31Fe69,0
2947,Pr32Al68,0
2948,Pr32Fe68,0
2949,Pr33Al67,0
2950,Pr33Fe67,0
2951,Pr34Al66,0
2952,Pr34Fe66,0
2953,Pr35Al65,0
2954,Pr35Fe65,0
2955,Pr36Al64,0
2956,Pr36Fe64,0
2957,Pr37Al63,0
2958,Pr37Fe63,0
2959,Pr38Al62,0
2960,Pr38Fe62,0
2961,Pr39Al61,0
2962,Pr39Fe61,0
2963,Pr4Al96,0
2964,Pr4Fe96,0
2965,Pr40Al60,0
2966,Pr40Fe60,0
2967,Pr41Al59,0
2968,Pr41Fe59,0
2969,Pr42Al58,0
2970,Pr42Fe58,0
2971,Pr43Al57,0
2972,Pr43Fe57,0
2973,Pr44Al56,0
2974,Pr44Fe56,0
2975,Pr45Al55,0
2976,Pr45Fe55,1
2977,Pr46Al54,0
2978,Pr46Fe54,1
2979,Pr47Al53,0
2980,Pr47Fe53,1
2981,Pr48Al52,0
2982,Pr48Fe52,1
2983,Pr49Al51,0
2984,Pr49Fe51,1
2985,Pr5Al95,0
2986,Pr5Fe95,0
2987,Pr50Al50,0
2988,Pr50Fe50,1
2989,Pr51Al49,0
2990,Pr51Fe49,1
2991,Pr52Al48,0
2992,Pr52Fe48,1
2993,Pr53Al47,0
2994,Pr53Fe47,1
2995,Pr54Al46,0
2996,Pr54Fe46,1
2997,Pr55Al45,0
2998,Pr55Fe45,1
2999,Pr56Al44,0
3000,Pr56Fe44,1
3001,Pr57Al43,0
3002,Pr57Fe43,1
3003,Pr58Al42,0
3004,Pr58Fe42,1
3005,Pr59Al41,0
3006,Pr59Fe41,1
3007,Pr6Al94,0
3008,Pr6Fe94,0
3009,Pr60Al40,0
3010,Pr60Fe40,1
3011,Pr61Al39,0
3012,Pr61Fe39,1
3013,Pr62Al38,0
3014,Pr62Fe38,1
3015,Pr63Al37,0
3016,Pr63Fe37,1
3017,Pr64Al36,0
3018,Pr64Fe36,1
3019,Pr65Al35,0
3020,Pr65Fe35,1
3021,Pr66Al34,0
3022,Pr66Fe34,1
3023,Pr67Al33,0
3024,Pr67Fe33,1
3025,Pr68Al32,0
3026,Pr68Fe32,1
3027,Pr69Al31,0
3028,Pr69Fe31,1
3029,Pr7Al93,0
3030,Pr7Fe93,0
3031,Pr70Al30,0
3032,Pr70Fe30,1
3033,Pr71Al29,0
3034,Pr71Fe29,1
3035,Pr72Al28,0
3036,Pr72Fe28,1
3037,Pr73Al27,0
3038,Pr73Fe27,1
3039,Pr74Al26,0
3040,Pr74Fe26,1
3041,Pr75Al25,0
3042,Pr75Fe25,1
3043,Pr76Al24,0
3044,Pr76Fe24,1
3045,Pr77Al23,0
3046,Pr77Fe23,1
3047,Pr78Al22,0
3048,Pr78Fe22,1
3049,Pr79Al21,0
3050,Pr79Fe21,1
3051,Pr8Al92,0
3052,Pr8Fe92,0
3053,Pr80Al20,0
3054,Pr80Fe20,1
3055,Pr81Al19,0
3056,Pr81Fe19,1
3057,Pr82Al18,0
3058,Pr82Fe18,1
3059,Pr83Al17,0
3060,Pr83Fe17,1
3061,Pr84Al16,0
3062,Pr84Fe16,1
3063,Pr85Al15,0
3064,Pr85Fe15,1
3065,Pr86Al14,0
3066,Pr86Fe14,1
3067,Pr87Al13,0
3068,Pr87Fe13,1
3069,Pr88Al12,0
3070,Pr88Fe12,1
3071,Pr89Al11,0
3072,Pr89Fe11,1
3073,Pr9Al91,1
3074,Pr9Fe91,0
3075,Pr90Al10,0
3076,Pr90Fe10,1
3077,Pr91Al9,0
3078,Pr91Fe9,0
3079,Pr92Al8,0
3080,Pr92Fe8,0
3081,Pr93Al7,0
3082,Pr93Fe7,0
3083,Pr94Al6,0
3084,Pr94Fe6,0
3085,Pr95Al5,0
3086,Pr95Fe5,0
3087,Pr96Al4,0
3088,Pr96Fe4,0
3089,Pr97Al3,0
3090,Pr97Fe3,0
3091,Pr98Al2,0
3092,Pr98Fe2,0
3093,Pr99Al1,0
3094,Pr99Fe1,0
3095,Pt100,0
3096,Rh100,0
3097,Sm1Al99,0
3098,Sm10Al90,1
3099,Sm100,0
3100,Sm11Al89,1
3101,Sm12Al88,1
3102,Sm13Al87,1
3103,Sm14Al86,1
3104,Sm15Al85,1
3105,Sm16Al84,1
3106,Sm17Al83,0
3107,Sm18Al82,0
3108,Sm19Al81,0
3109,Sm2Al98,0
3110,Sm20Al80,0
3111,Sm21Al79,0
3112,Sm22Al78,0
3113,Sm23Al77,0
3114,Sm24Al76,0
3115,Sm25Al75,0
3116,Sm26Al74,0
3117,Sm27Al73,0
3118,Sm28Al72,0
3119,Sm29Al71,0
3120,Sm3Al97,0
3121,Sm30Al70,0
3122,Sm31Al69,0
3123,Sm32Al68,0
3124,Sm33Al67,0
3125,Sm34Al66,0
3126,Sm35Al65,0
3127,Sm36Al64,0
3128,Sm37Al63,0
3129,Sm38Al62,0
3130,Sm39Al61,0
3131,Sm4Al96,0
3132,Sm40Al60,0
3133,Sm41Al59,0
3134,Sm42Al58,0
3135,Sm43Al57,0
3136,Sm44Al56,0
3137,Sm45Al55,0
3138,Sm46Al54,0
3139,Sm47Al53,0
3140,Sm48Al52,0
3141,Sm49Al51,0
3142,Sm5Al95,0
3143,Sm50Al50,0
3144,Sm51Al49,0
3145,Sm52Al48,0
3146,Sm53Al47,0
3147,Sm54Al46,0
3148,Sm55Al45,0
3149,Sm56Al44,0
3150,Sm57Al43,0
3151,Sm58Al42,0
3152,Sm59Al41,0
3153,Sm6Al94,0
3154,Sm60Al40,0
3155,Sm61Al39,0
3156,Sm62Al38,0
3157,Sm63Al37,0
3158,Sm64Al36,0
3159,Sm65Al35,0
3160,Sm66Al34,0
3161,Sm67Al33,0
3162,Sm68Al32,0
3163,Sm69Al31,0
3164,Sm7Al93,0
3165,Sm70Al30,0
3166,Sm71Al29,0
3167,Sm72Al28,0
3168,Sm73Al27,0
3169,Sm74Al26,0
3170,Sm75Al25,0
3171,Sm76Al24,0
3172,Sm77Al23,0
3173,Sm78Al22,0
3174,Sm79Al21,0
3175,Sm8Al92,1
3176,Sm80Al20,0
3177,Sm81Al19,0
3178,Sm82Al18,0
3179,Sm83Al17,0
3180,Sm84Al16,0
3181,Sm85Al15,0
3182,Sm86Al14,0
3183,Sm87Al13,0
3184,Sm88Al12,0
3185,Sm89Al11,0
3186,Sm9Al91,1
3187,Sm90Al10,0
3188,Sm91Al9,0
3189,Sm92Al8,0
3190,Sm93Al7,0
3191,Sm94Al6,0
3192,Sm95Al5,0
3193,Sm96Al4,0
3194,Sm97Al3,0
3195,Sm98Al2,0
3196,Sm99Al1,0
3197,Ta1Cr99,0
3198,Ta1Ni99,0
3199,Ta10Cr90,1
3200,Ta10Ni90,0
3201,Ta100,0
3202,Ta11Cr89,1
3203,Ta11Ni89,0
3204,Ta12Cr88,1
3205,Ta12Ni88,0
3206,Ta13Cr87,1
3207,Ta13Ni87,0
3208,Ta14Cr86,0
3209,Ta14Ni86,0
3210,Ta15Cr85,0
3211,Ta15Ni85,0
3212,Ta16Cr84,0
3213,Ta16Ni84,0
3214,Ta17Cr83,0
3215,Ta17Ni83,0
3216,Ta18Cr82,0
3217,Ta18Ni82,0
3218,Ta19Cr81,0
3219,Ta19Ni81,0
3220,Ta2Cr98,0
3221,Ta2Ni98,0
3222,Ta20Cr80,0
3223,Ta20Ni80,0
3224,Ta21Cr79,0
3225,Ta21Ni79,0
3226,Ta22Cr78,0
3227,Ta22Ni78,0
3228,Ta23Cr77,0
3229,Ta23Ni77,0
3230,Ta24Cr76,0
3231,Ta24Ni76,0
3232,Ta25Cr75,0
3233,Ta25Ni75,0
3234,Ta26Cr74,0
3235,Ta26Ni74,0
3236,Ta27Cr73,0
3237,Ta27Ni73,0
3238,Ta28Cr72,0
3239,Ta28Ni72,0
3240,Ta29Cr71,0
3241,Ta29Ni71,0
3242,Ta3Cr97,0
3243,Ta3Ni97,0
3244,Ta30Cr70,0
3245,Ta30Ni70,1
3246,Ta31Cr69,0
3247,Ta31Ni69,1
3248,Ta32Cr68,0
3249,Ta32Ni68,1
3250,Ta33Cr67,0
3251,Ta33Ni67,1
3252,Ta34Cr66,0
3253,Ta34Ni66,1
3254,Ta35Cr65,0
3255,Ta35Ni65,1
3256,Ta36Cr64,0
3257,Ta36Ni64,1
3258,Ta37Cr63,0
3259,Ta37Ni63,1
3260,Ta38Cr62,0
