,formula,heusler type,num_electron,struct type,latt const,tetragonality,e_form,pol fermi,mu_b,mu_b saturation
552,Ni2FeSi,Full Heusler,32,D022,5.1,1.351,-0.316,49.48,3.0329,627.81
553,Ni2FeGe,Full Heusler,32,D022,5.86,0.9539,-0.14800000000000002,25.32,3.2627,630.52
554,Ni2FeSn,Full Heusler,32,L21,6.027,0.9943,-0.10099999999999999,26.91,3.2552,554.76
555,Ni2FeP,Full Heusler,33,D022,4.94,1.4717,-0.233,42.51,3.3896,708.74
556,Ni2FeAs,Full Heusler,33,D022,5.12,1.4434,-0.057999999999999996,57.7,3.5703,683.67
557,Ni2FeSb,Full Heusler,33,L21,6.02,1.0,-0.012,53.93,3.3321,566.57
558,Ni2CoAl,Full Heusler,32,D022,5.11,1.3757,-0.32299999999999995,62.79,1.9357,391.17
559,Ni2CoGa,Full Heusler,32,D022,5.12,1.3828,-0.201,55.98,2.0227,404.28
560,Ni2CoIn,Full Heusler,32,D022,5.39,1.3525,0.042,63.67,2.0404,357.39
561,Ni2CoSi,Full Heusler,33,D022,5.01,1.3852,-0.32,70.69,1.4696,312.96
562,Ni2CoGe,Full Heusler,33,D022,5.11,1.3836,-0.14800000000000002,71.88,1.5935,320.2
563,Ni2CoSn,Full Heusler,33,D022,5.4,1.3333,-0.071,61.74,1.4903,263.32
564,Ni2CoP,Full Heusler,34,D022,4.92,1.4533,-0.21600000000000003,66.06,2.1333,457.24
565,Ni2CoAs,Full Heusler,34,D022,5.06,1.4506,-0.039,70.2,2.2149,437.2
566,Ni2CoSb,Full Heusler,34,D022,5.33,1.379,-0.017,49.9,1.482,263.29
567,Ni2NiAl,Full Heusler,33,D022,5.2039,1.2978,-0.413,0.0,0.0001,0.02
568,Ni2NiGa,Full Heusler,33,D022,5.22,1.2989,-0.289,0.08,0.0002,0.04
569,Ni2NiIn,Full Heusler,33,D022,5.44,1.307,-0.068,0.0,0.0001,0.02
570,Ni2NiSi,Full Heusler,34,D022,5.07,1.3333,-0.42200000000000004,0.0,0.0,0.0
571,Ni2NiGe,Full Heusler,34,D022,5.17,1.3327,-0.259,0.0,0.0,0.0
572,Ni2NiSn,Full Heusler,34,D022,5.4,1.3296,-0.207,0.0,0.0,0.0
573,Ni2NiP,Full Heusler,35,D022,4.97,1.3984,-0.303,0.0,0.0,0.0
574,Ni2NiAs,Full Heusler,35,D022,5.1,1.4098,-0.14300000000000002,0.0,0.0,0.0
575,Ni2NiSb,Full Heusler,35,D022,5.36,1.3563,-0.153,0.0,0.0,0.0
576,CrTiGa,Half Heusler,13,C1b,6.03,1.0,0.401,18.18,4.9901,844.28
577,CrTiIn,Half Heusler,13,C1b,6.32,1.0,0.545,100.0,5.0,734.76
578,CrTiSi,Half Heusler,14,C1b,5.85,1.0,0.18899999999999997,100.0,4.0,741.17
579,CrTiGe,Half Heusler,14,C1b,5.95,1.0,0.217,100.0,4.0,704.43
580,CrTiSn,Half Heusler,14,C1b,6.25,1.0016,0.27399999999999997,100.0,4.0,606.81
581,CrTiP,Half Heusler,15,tetragonal,5.24,1.2729,-0.226,15.57,2.5301,512.48
582,CrTiAs,Half Heusler,15,tetragonal,5.52,1.2065,-0.009000000000000001,100.0,3.0,548.4
583,CrTiSb,Half Heusler,15,C1b,6.18,0.9984,0.124,100.0,3.0,472.27
584,CrVAl,Half Heusler,14,C1b,5.83,1.0,0.5820000000000001,22.14,0.0511,9.57
585,CrVGa,Half Heusler,14,C1b,5.82,1.0,0.527,25.64,0.0306,5.76
586,CrVIn,Half Heusler,14,C1b,6.17,1.0,0.7240000000000001,75.86,0.022000000000000002,3.47
587,CrVSi,Half Heusler,15,C1b,5.6,1.0,0.261,12.54,0.5936,125.39
588,CrVGe,Half Heusler,15,C1b,5.75,1.0,0.34299999999999997,8.96,0.2213,43.18
589,CrVSn,Half Heusler,15,C1b,6.11,1.0,0.45899999999999996,15.96,0.2123,34.53
590,CrVP,Half Heusler,16,C1b,5.5,1.0,-0.177,0.0,0.0,0.0
591,CrVAs,Half Heusler,16,C1b,5.65,1.0035,0.10300000000000001,0.0,0.0001,0.02
592,CrVSb,Half Heusler,16,C1b,6.0579,1.0037,0.273,36.81,0.9107,151.41
593,CrCrAl,Half Heusler,15,C1b,5.82,1.0,0.583,18.74,0.5127,96.48
594,CrCrGa,Half Heusler,15,C1b,5.8,1.0,0.5379999999999999,11.69,0.4375,83.18
595,CrCrIn,Half Heusler,15,C1b,6.2,1.0,0.7140000000000001,26.48,0.3186,49.59
596,CrCrSi,Half Heusler,16,C1b,5.5,1.0,0.27699999999999997,0.0,0.0,0.0
597,CrCrGe,Half Heusler,16,C1b,5.74,1.0017,0.39,25.13,0.366,71.67
598,CrCrSn,Half Heusler,16,C1b,6.14,1.0016,0.483,39.35,0.2591,41.46
599,CrCrP,Half Heusler,17,C1b,5.4,1.0019,-0.158,5.8,0.5387,126.67
600,CrCrAs,Half Heusler,17,C1b,5.6346,0.9976,0.14300000000000002,18.41,0.7717,160.41
601,CrCrSb,Half Heusler,17,C1b,6.09,0.9951,0.31,22.7,0.2184,36.05
602,CrMnAl,Half Heusler,16,C1b,5.8,1.0,0.49200000000000005,33.95,0.4724,89.82
603,CrMnGa,Half Heusler,16,C1b,5.79,1.0,0.439,37.59,0.5086,97.2
604,CrMnIn,Half Heusler,16,C1b,6.21,1.0,0.619,50.76,0.1864,28.87
605,CrMnSi,Half Heusler,17,C1b,5.476,0.9947,0.156,2.08,0.04,9.08
606,CrMnGe,Half Heusler,17,C1b,5.7,1.0035,0.262,63.35,0.0804,16.05
607,CrMnSn,Half Heusler,17,C1b,6.13,1.0033,0.36,40.92,0.054000000000000006,8.67
608,CrMnP,Half Heusler,18,C1b,5.42,1.0018,-0.264,99.59,0.0016,0.37
609,CrMnAs,Half Heusler,18,C1b,5.71,1.0,-0.009000000000000001,100.0,0.0,0.0
610,CrMnSb,Half Heusler,18,C1b,6.1,1.0,0.151,22.99,0.1937,31.66
611,CrFeAl,Half Heusler,17,C1b,5.65,1.0,0.489,2.95,0.6405,131.73
612,CrFeGa,Half Heusler,17,C1b,5.67,1.0,0.452,9.19,0.6888,140.18
613,CrFeIn,Half Heusler,17,C1b,6.07,1.0,0.6970000000000001,89.2,0.9971,165.39
614,CrFeSi,Half Heusler,18,C1b,5.45,1.0037,0.141,24.26,0.0504,11.51
615,CrFeGe,Half Heusler,18,C1b,5.65,1.0,0.249,100.0,0.0,0.0
616,CrFeSn,Half Heusler,18,C1b,6.01,1.0,0.41700000000000004,100.0,0.0,0.0
617,CrFeP,Half Heusler,19,C1b,5.42,1.0,-0.21899999999999997,23.39,0.8564,199.53
618,CrFeAs,Half Heusler,19,C1b,5.6242,1.0011,0.059000000000000004,1.52,0.7974,166.09
619,CrFeSb,Half Heusler,19,C1b,5.9685,1.0029,0.28,68.79,0.5241,91.18
620,CrNiAl,Half Heusler,19,C1b,5.73,1.0,0.483,68.61,3.0007,591.68
621,CrNiGa,Half Heusler,19,tetragonal,5.11,1.4227,-0.006999999999999999,32.83,3.1048,606.71
622,CrNiIn,Half Heusler,19,C1b,6.07,1.0,0.221,20.87,3.6663,608.12
623,CrNiSi,Half Heusler,20,C1b,5.52,1.0,-0.188,56.87,1.7846,393.6
624,CrNiGe,Half Heusler,20,C1b,5.67,0.9982,-0.125,23.11,2.3915,487.55
625,CrNiSn,Half Heusler,20,C1b,6.0,1.0,-0.009000000000000001,10.31,3.0109,517.09
626,CrNiP,Half Heusler,21,C1b,5.45,1.0037,-0.5529999999999999,37.81,1.9501,445.25
627,CrNiAs,Half Heusler,21,C1b,5.64,0.9982,-0.32799999999999996,2.0,2.0371,421.96
628,CrNiSb,Half Heusler,21,C1b,5.95,1.005,-0.149,11.96,2.4288,425.58
629,MnTiAl,Half Heusler,14,C1b,5.8,1.0,0.215,4.5,0.1073,20.4
630,MnTiGa,Half Heusler,14,C1b,5.82,0.9966,0.17800000000000002,40.69,0.2477,46.77
631,MnTiIn,Half Heusler,14,C1b,6.1467,1.0058,0.375,80.9,0.5819,92.41
632,MnTiSi,Half Heusler,15,C1b,5.64,1.0,-0.099,0.0,0.0007,0.14
633,MnTiGe,Half Heusler,15,C1b,5.77,1.0017,-0.018000000000000002,12.39,0.3994,76.99
634,MnTiSn,Half Heusler,15,C1b,6.13,1.0,0.07400000000000001,84.11,2.8847,464.56
635,MnTiP,Half Heusler,16,C1b,5.56,1.0,-0.527,51.6,1.8155,391.83
636,MnTiAs,Half Heusler,16,C1b,5.7415,1.0049,-0.298,89.02,1.9946,389.03
637,MnTiSb,Half Heusler,16,C1b,6.09,0.9984,-0.165,67.2,1.7332,285.13
638,MnVAl,Half Heusler,15,C1b,5.7,1.0,0.28300000000000003,38.46,0.3961,79.34
639,MnVGa,Half Heusler,15,C1b,5.74,1.0,0.254,18.16,0.0724,14.2
640,MnVIn,Half Heusler,15,C1b,6.11,1.0,0.47600000000000003,2.72,0.2734,44.46
641,MnVSi,Half Heusler,16,C1b,5.5,1.0,-0.064,0.0,0.0,0.0
642,MnVGe,Half Heusler,16,C1b,5.68,1.0018,0.055,44.82,0.7845,158.53
643,MnVSn,Half Heusler,16,C1b,6.04,1.0,0.18600000000000003,23.14,1.0984,184.92
644,MnVP,Half Heusler,17,C1b,5.4033,1.0039,-0.539,20.99,0.8574,200.83
645,MnVAs,Half Heusler,17,C1b,5.5948,1.0018,-0.243,100.0,1.0,211.45
646,MnVSb,Half Heusler,17,C1b,5.9233,1.0025,-0.034,100.0,1.0,178.06
647,MnCrAl,Half Heusler,16,C1b,5.7,1.0,0.36200000000000004,3.04,0.6879,137.79
648,MnCrGa,Half Heusler,16,C1b,5.74,1.0,0.348,2.11,0.6003,117.75
649,MnCrIn,Half Heusler,16,C1b,6.15,1.0,0.541,3.98,0.3067,48.91
650,MnCrSi,Half Heusler,17,C1b,5.42,1.0,-0.027000000000000003,13.76,0.7368,171.66
651,MnCrGe,Half Heusler,17,C1b,5.571000000000001,1.0043,0.12300000000000001,100.0,1.0,213.63
652,MnCrSn,Half Heusler,17,C1b,6.06,0.9967,0.26899999999999996,7.3,0.3062,51.21
653,MnCrP,Half Heusler,18,C1b,5.3,0.9981,-0.46,0.0,0.0,0.0
654,MnCrAs,Half Heusler,18,C1b,5.5142,1.0037,-0.10099999999999999,100.0,0.0,0.0
655,MnCrSb,Half Heusler,18,C1b,5.9519,1.0028,0.09699999999999999,80.31,0.013999999999999999,2.46
656,MnMnAl,Half Heusler,17,C1b,5.6,1.0,0.28,18.84,0.6878,145.29
657,MnMnGa,Half Heusler,17,C1b,5.71,0.9982,0.273,43.75,0.4457,88.97
658,MnMnIn,Half Heusler,17,C1b,6.12,1.0,0.48,26.16,0.0511,8.27
659,MnMnSi,Half Heusler,18,C1b,5.3671,1.0081,-0.098,30.23,0.0067,1.59
660,MnMnGe,Half Heusler,18,C1b,5.5844,0.9997,0.047,100.0,0.0,0.0
661,MnMnSn,Half Heusler,18,C1b,6.05,0.9967,0.184,32.15,0.1741,29.26
662,MnMnP,Half Heusler,19,C1b,5.33,1.0019,-0.419,99.14,1.0,244.53
663,MnMnAs,Half Heusler,19,C1b,5.627000000000001,1.0017,-0.131,100.0,1.0,207.85
664,MnMnSb,Half Heusler,19,C1b,6.01,0.9983,0.044000000000000004,100.0,1.0,171.17
665,MnFeAl,Half Heusler,18,C1b,5.52,1.0,0.292,76.01,0.0013,0.29
666,MnFeGa,Half Heusler,18,C1b,5.5636,1.0033,0.299,80.4,0.0067,1.44
667,MnFeIn,Half Heusler,18,C1b,5.96,1.0034,0.589,100.0,0.0001,0.02
668,MnFeSi,Half Heusler,19,C1b,5.33,1.0019,0.011000000000000001,0.0,0.0007,0.17
669,MnFeGe,Half Heusler,19,C1b,5.57,1.0,0.162,84.0,0.9789,210.14
670,MnFeSn,Half Heusler,19,C1b,5.92,1.0,0.353,65.18,0.9666,172.83
671,MnFeP,Half Heusler,20,C1b,5.32,1.0,-0.306,80.06,1.9591,482.67
672,MnFeAs,Half Heusler,20,C1b,5.51,0.9982,0.005,96.56,1.9986,444.0
673,MnFeSb,Half Heusler,20,C1b,5.84,1.0,0.235,3.07,3.4443,641.49
674,MnNiAl,Half Heusler,20,C1b,5.65,1.0,-0.018000000000000002,44.26,3.0218,621.51
675,MnNiGa,Half Heusler,20,C1b,5.66,1.0,0.209,28.89,3.2206,658.89
676,MnNiIn,Half Heusler,20,C1b,6.0,1.0,0.161,37.12,3.7194,638.77
677,MnNiSi,Half Heusler,21,C1b,5.48,0.9982,-0.21600000000000003,12.77,2.6009,587.36
678,MnNiGe,Half Heusler,21,C1b,5.62,0.9947,-0.132,0.4,2.7411,575.93
679,MnNiSn,Half Heusler,21,C1b,5.96,0.9983,-0.044000000000000004,30.36,3.3945,595.79
680,MnNiP,Half Heusler,22,C1b,5.36,1.0037,-0.46399999999999997,7.63,1.7592,422.21
681,MnNiAs,Half Heusler,22,C1b,5.6,1.0,-0.011000000000000001,30.64,2.8991,612.39
682,MnNiSb,Half Heusler,22,C1b,5.9,0.9966,-0.136,12.88,3.1341,568.01
683,FeTiAl,Half Heusler,15,C1b,5.74,1.0,-0.021,53.72,0.373,73.16
684,FeTiGa,Half Heusler,15,C1b,5.72,1.0,-0.038,3.36,0.0065,1.29
685,FeTiIn,Half Heusler,15,C1b,6.08,1.0,0.20600000000000002,0.62,0.4602,75.96
686,FeTiSi,Half Heusler,16,C1b,5.6,1.0,-0.342,22.22,1.0161,214.63
687,FeTiGe,Half Heusler,16,C1b,5.71,1.0,-0.253,31.15,1.4445,287.83
688,FeTiSn,Half Heusler,16,C1b,6.0149,1.0026,-0.135,0.53,1.5985,271.79
689,FeTiP,Half Heusler,17,C1b,5.4527,1.0044,-0.802,60.74,0.8837,201.32
690,FeTiAs,Half Heusler,17,C1b,5.6547,1.0008,-0.55,88.95,0.9896,202.87
691,FeTiSb,Half Heusler,17,C1b,5.9534,1.0004,-0.382,66.7,0.955,167.84
692,FeVAl,Half Heusler,16,C1b,5.6,1.0,0.10800000000000001,15.87,0.8768,185.21
693,FeVGa,Half Heusler,16,C1b,5.61,1.0,0.121,10.78,0.6117,128.52
694,FeVIn,Half Heusler,16,C1b,5.97,1.0,0.42100000000000004,40.22,0.075,13.08
695,FeVSi,Half Heusler,17,C1b,5.44,1.0,-0.306,15.05,0.745,171.67
696,FeVGe,Half Heusler,17,C1b,5.5578,1.0023,-0.157,64.87,1.0,215.58
697,FeVSn,Half Heusler,17,C1b,5.8667,1.0026,0.054000000000000006,47.5,0.9593,175.78
698,FeVP,Half Heusler,18,C1b,5.3138,1.0038,-0.804,0.0,0.0,0.0
699,FeVAs,Half Heusler,18,C1b,5.4855,1.0025,-0.46799999999999997,0.0,0.0,0.0
700,FeVSb,Half Heusler,18,C1b,5.7758,1.0021,-0.21100000000000002,0.0,0.0,0.0
701,FeCrAl,Half Heusler,17,C1b,5.48,1.0,0.205,6.07,0.6708,151.21
702,FeCrGa,Half Heusler,17,C1b,5.49,1.0,0.242,44.83,0.8115,181.93
703,FeCrIn,Half Heusler,17,C1b,5.99,1.0,0.5660000000000001,99.98,0.9999,172.59
704,FeCrSi,Half Heusler,18,C1b,5.3284,1.0043,-0.231,0.0,0.0,0.0
705,FeCrGe,Half Heusler,18,C1b,5.4448,1.0025,-0.025,0.0,0.0,0.0
706,FeCrSn,Half Heusler,18,C1b,5.8445,1.0,0.247,100.0,0.0,0.0
707,FeCrP,Half Heusler,19,C1b,5.2921,0.9978,-0.465,87.54,0.9732,244.1
708,FeCrAs,Half Heusler,19,C1b,5.4814,0.9961,-0.13699999999999998,100.0,1.0,226.12
709,FeCrSb,Half Heusler,19,C1b,5.81,1.0,0.08900000000000001,100.0,1.0001,189.17
710,FeMnAl,Half Heusler,18,C1b,5.42,1.0018,0.157,0.0,0.0001,0.02
711,FeMnGa,Half Heusler,18,C1b,5.49,1.0,0.214,3.74,0.0115,2.58
712,FeMnIn,Half Heusler,18,C1b,5.9505,1.0003,0.523,20.59,0.5455,96.01
713,FeMnSi,Half Heusler,19,C1b,5.3211,1.0008,-0.155,92.28,0.9718,239.09
714,FeMnGe,Half Heusler,19,C1b,5.4714,0.9954,0.033,100.0,1.0,227.53
715,FeMnSn,Half Heusler,19,C1b,5.92,1.0,0.222,100.0,1.0,178.8
716,FeMnP,Half Heusler,20,C1b,5.32,0.9981,-0.424,100.0,2.0,493.67
717,FeMnAs,Half Heusler,20,C1b,5.51,1.0,-0.134,100.0,2.0,443.51
718,FeMnSb,Half Heusler,20,C1b,5.84,1.0,0.052000000000000005,100.0,2.0,372.49
719,FeFeAl,Half Heusler,19,C1b,5.5,1.0,0.23600000000000002,100.0,2.9999,668.88
720,FeFeGa,Half Heusler,19,C1b,5.54,0.9982,0.268,7.04,3.1997,699.35
721,FeFeIn,Half Heusler,19,C1b,5.91,1.0017,0.512,51.65,4.5674,819.41
722,FeFeSi,Half Heusler,20,C1b,5.3404,1.0031,-0.078,98.27,1.9993,485.46
723,FeFeGe,Half Heusler,20,C1b,5.48,1.0,0.091,75.12,2.0647,465.42
724,FeFeSn,Half Heusler,20,C1b,5.85,1.0,0.24600000000000002,23.34,4.0232,745.47
725,FeFeP,Half Heusler,21,C1b,5.31,1.0,-0.35,51.25,2.9346,727.1
726,FeFeAs,Half Heusler,21,C1b,5.49,1.0,-0.071,93.76,2.9989999999999997,672.34
727,FeFeSb,Half Heusler,21,C1b,5.78,1.0,0.09300000000000001,100.0,3.0,576.32
728,FeNiAl,Half Heusler,21,C1b,5.56,1.0018,0.146,67.73,2.7029,582.31
729,FeNiGa,Half Heusler,21,C1b,5.58,1.0,0.175,12.83,2.7949,596.75
730,FeNiIn,Half Heusler,21,C1b,5.89,0.9983,0.4,14.58,2.9071,528.66
731,FeNiSi,Half Heusler,22,C1b,5.4,1.0037,0.002,46.55,1.9655,461.33
732,FeNiGe,Half Heusler,22,C1b,5.56,1.0,0.11,49.63,2.4891,537.21
733,FeNiSn,Half Heusler,22,C1b,5.87,0.9983,0.2,54.16,2.7495,505.13
734,FeNiP,Half Heusler,23,C1b,5.29,1.0,-0.23199999999999998,36.46,0.1164,29.17
735,FeNiAs,Half Heusler,23,C1b,5.52,1.0,0.018000000000000002,26.68,2.2393,493.88
736,FeNiSb,Half Heusler,23,C1b,5.83,1.0034,0.122,46.72,2.5198,470.11
737,RuTiAl,Half Heusler,15,C1b,5.94,1.0,-0.275,31.68,0.2434,43.08
738,RuTiGa,Half Heusler,15,C1b,5.94,1.0,-0.228,1.38,0.0087,1.54
739,RuTiIn,Half Heusler,15,C1b,6.19,1.0,0.004,3.34,0.0144,2.25
740,RuTiSi,Half Heusler,16,C1b,5.82,1.0017,-0.424,0.0,0.0004,0.08
741,RuTiGe,Half Heusler,16,C1b,5.92,1.0,-0.332,2.18,0.0257,4.6
742,RuTiSn,Half Heusler,16,C1b,6.2044,0.9992,-0.256,0.0,0.0002,0.03
743,RuTiP,Half Heusler,17,C1b,5.7261,1.0011,-0.7290000000000001,0.0,0.0,0.0
744,RuTiAs,Half Heusler,17,C1b,5.89,1.0,-0.536,0.0,0.0,0.0
745,RuTiSb,Half Heusler,17,C1b,6.1404,1.0035,-0.45899999999999996,0.0,0.0003,0.05
746,RuVAl,Half Heusler,16,C1b,5.8262,1.0009,-0.053,25.3,1.6167,302.97
747,RuVGa,Half Heusler,16,C1b,5.8303,1.0024,0.022000000000000002,28.22,1.5522,289.84
748,RuVIn,Half Heusler,16,C1b,6.11,1.0,0.305,22.33,1.7241,280.39
749,RuVSi,Half Heusler,17,C1b,5.7,1.0,-0.259,48.49,0.6134,122.87
750,RuVGe,Half Heusler,17,C1b,5.8,1.0017,-0.121,50.73,0.6805,129.16
751,RuVSn,Half Heusler,17,C1b,5.83,1.0,0.021,73.0,0.9420000000000001,176.35
752,RuVP,Half Heusler,18,C1b,5.6167,1.0022,-0.609,0.0,0.0,0.0
753,RuVAs,Half Heusler,18,C1b,5.7621,1.0043,-0.358,0.0,0.0,0.0
754,RuVSb,Half Heusler,18,C1b,6.018,1.004,-0.222,0.0,0.0,0.0
755,RuCrAl,Half Heusler,17,C1b,5.73,1.0,0.145,35.7,0.6995,137.93
756,RuCrGa,Half Heusler,17,C1b,5.74,1.0,0.24,17.3,0.6785,133.09
757,RuCrIn,Half Heusler,17,C1b,6.15,1.0,0.522,37.08,2.6998,430.56
758,RuCrSi,Half Heusler,18,C1b,5.6119,1.0039,-0.115,0.0,0.0,0.0
759,RuCrGe,Half Heusler,18,C1b,5.7074,1.0067,0.059000000000000004,0.0,0.0,0.0
760,RuCrSn,Half Heusler,18,C1b,5.99,0.9983,0.24600000000000002,0.0,0.0,0.0
761,RuCrP,Half Heusler,19,C1b,5.5796,0.9964,-0.281,90.19,0.9958,213.42
762,RuCrAs,Half Heusler,19,C1b,5.7409,0.9978,-0.03,100.0,1.0,196.49
763,RuCrSb,Half Heusler,19,C1b,6.01,0.9983,0.107,100.0,1.0,171.17
764,RuMnAl,Half Heusler,18,C1b,5.67,1.0018,0.128,0.0,0.0004,0.08
765,RuMnGa,Half Heusler,18,C1b,5.69,1.0,0.23600000000000002,50.95,0.1057,21.28
766,RuMnIn,Half Heusler,18,C1b,6.15,1.0,0.42100000000000004,100.0,4.0,637.91
767,RuMnSi,Half Heusler,19,C1b,5.6,1.0036,-0.057999999999999996,93.19,0.9897,208.31
768,RuMnGe,Half Heusler,19,C1b,5.72,1.0,0.10400000000000001,100.0,1.0109,200.38
769,RuMnSn,Half Heusler,19,C1b,6.13,1.0,0.158,31.68,3.8907,626.58
770,RuMnP,Half Heusler,20,C1b,5.5888,1.0034,-0.28,100.0,2.0,423.56
771,RuMnAs,Half Heusler,20,C1b,5.7574,1.0006,-0.053,100.0,2.0,388.51
772,RuMnSb,Half Heusler,20,C1b,6.0633,1.0044,0.022000000000000002,48.53,3.0196,500.33
773,RuFeAl,Half Heusler,19,C1b,5.7885,0.9993,0.17800000000000002,90.95,3.0007,574.3
774,RuFeGa,Half Heusler,19,C1b,5.66,1.0018,0.28600000000000003,63.75,2.9927,611.19
775,RuFeIn,Half Heusler,19,C1b,6.08,1.0,0.505,64.84,3.4353,567.0
776,RuFeSi,Half Heusler,20,C1b,5.64,1.0,-0.036000000000000004,50.79,2.1657,447.8
777,RuFeGe,Half Heusler,20,C1b,5.747999999999999,1.0023,0.099,12.84,2.3091,450.0
778,RuFeSn,Half Heusler,20,C1b,6.0255,1.0001,0.20600000000000002,58.25,2.8276,479.44
779,RuFeP,Half Heusler,21,C1b,5.59,1.0,-0.22899999999999998,41.71,2.6572,564.31
780,RuFeAs,Half Heusler,21,C1b,5.76,1.0,-0.012,6.65,2.8648,556.1
781,RuFeSb,Half Heusler,21,C1b,6.03,1.0,0.053,100.0,3.0002,507.6
782,RuNiAl,Half Heusler,21,C1b,5.74,1.0,-0.109,46.69,1.4444,283.32
783,RuNiGa,Half Heusler,21,C1b,5.75,1.0,-0.03,41.52,1.1107,216.73
784,RuNiIn,Half Heusler,21,C1b,6.04,1.0,0.521,69.32,1.6147,271.84
785,RuNiSi,Half Heusler,22,C1b,5.6132,1.0,-0.28,47.24,0.8029999999999999,168.43
786,RuNiGe,Half Heusler,22,C1b,5.7229,1.0024,-0.154,39.11,0.7273,143.6
787,RuNiSn,Half Heusler,22,C1b,5.9913,1.0012,-0.06,51.46,0.7544,129.97
788,RuNiP,Half Heusler,23,C1b,5.56,0.9982,-0.47200000000000003,0.0,0.0,0.0
789,RuNiAs,Half Heusler,23,C1b,5.72,0.9983,-0.262,0.0,0.0,0.0
790,RuNiSb,Half Heusler,23,C1b,5.99,0.9967,-0.201,0.0,0.0,0.0
791,CoTiAl,Half Heusler,16,C1b,5.7,1.0,-0.23800000000000002,63.36,1.048,209.92
792,CoTiGa,Half Heusler,16,C1b,5.71,1.0,-0.24600000000000002,67.93,1.0926,217.71
793,CoTiIn,Half Heusler,16,C1b,5.99,1.0,0.006,61.13,1.33,229.56
794,CoTiSi,Half Heusler,17,C1b,5.577000000000001,0.9953,-0.59,78.74,0.9998,214.82
795,CoTiGe,Half Heusler,17,C1b,5.6437,1.0052,-0.498,51.17,0.9734,199.84
796,CoTiSn,Half Heusler,17,C1b,5.9309,1.0038,-0.36,71.31,0.9647,170.89
797,CoTiP,Half Heusler,18,C1b,5.4288,1.0039,-1.109,0.0,0.0,0.0
798,CoTiAs,Half Heusler,18,C1b,5.61,1.0,-0.852,0.0,0.0,0.0
799,CoTiSb,Half Heusler,18,C1b,5.8771,1.0017,-0.67,0.0,0.0,0.0
800,CoVAl,Half Heusler,17,C1b,5.56,1.0,-0.09300000000000001,58.1,0.6878,148.44
801,CoVGa,Half Heusler,17,C1b,5.56,1.0,-0.068,82.6,0.8593,185.46
802,CoVIn,Half Heusler,17,C1b,5.86,1.0,0.266,89.94,0.9670000000000001,178.26
803,CoVSi,Half Heusler,18,C1b,5.41,1.0,-0.5479999999999999,0.0,0.0,0.0
804,CoVGe,Half Heusler,18,C1b,5.4982,1.0036,-0.391,0.0,0.0,0.0
805,CoVSn,Half Heusler,18,C1b,5.79,1.0,-0.16399999999999998,0.0,0.0,0.0
806,CoVP,Half Heusler,19,C1b,5.3587,0.998,-0.643,92.65,0.9949,240.32
807,CoVAs,Half Heusler,19,C1b,5.5264,0.9988,-0.363,100.0,1.0,220.05
808,CoVSb,Half Heusler,19,C1b,5.8092,1.0017,-0.182,100.0,1.0,188.9
809,CoCrAl,Half Heusler,18,C1b,5.45,1.0042,0.033,0.0,0.0,0.0
810,CoCrGa,Half Heusler,18,C1b,5.4451,1.0055,0.078,0.0,0.0,0.0
811,CoCrIn,Half Heusler,18,C1b,5.7643,1.0036,0.465,0.0,0.0,0.0
812,CoCrSi,Half Heusler,19,C1b,5.3575,1.0026,-0.203,99.6,1.0,240.62
813,CoCrGe,Half Heusler,19,C1b,5.4726,1.003,-0.035,100.0,1.0,225.65
814,CoCrSn,Half Heusler,19,C1b,5.78,1.0017,0.16699999999999998,100.0,1.0,191.78
815,CoCrP,Half Heusler,20,C1b,5.3249,1.0041,-0.36200000000000004,100.0,2.0,489.39
816,CoCrAs,Half Heusler,20,C1b,5.5192,1.0001,-0.10400000000000001,100.0,2.0,441.25
817,CoCrSb,Half Heusler,20,C1b,5.8075,1.0004,0.036000000000000004,100.0,2.0,378.65
818,CoMnAl,Half Heusler,19,C1b,5.45,1.0018,0.078,78.09,1.0396,237.8
819,CoMnGa,Half Heusler,19,C1b,5.46,1.0,0.139,96.21,1.0028,228.54
820,CoMnIn,Half Heusler,19,C1b,5.93,1.0,0.344,19.49,4.3243,769.27
821,CoMnSi,Half Heusler,20,C1b,5.356,1.0041,-0.209,100.0,2.0,480.89
822,CoMnGe,Half Heusler,20,C1b,5.49,1.0018,-0.057,100.0,2.0,447.56
823,CoMnSn,Half Heusler,20,C1b,5.8366,1.0033,0.079,25.61,2.9147,542.02
824,CoMnP,Half Heusler,21,C1b,5.34,1.0,-0.44299999999999995,100.0,3.0,730.84
825,CoMnAs,Half Heusler,21,C1b,5.53,1.0,-0.21100000000000002,100.0,3.0,658.07
826,CoMnSb,Half Heusler,21,C1b,5.82,1.0,-0.10800000000000001,100.0,3.0,564.52
827,CoFeAl,Half Heusler,20,C1b,5.5,0.9982,0.043,63.28,2.6218,585.64
828,CoFeGa,Half Heusler,20,C1b,5.51,0.9982,0.107,65.16,2.679,595.16
829,CoFeIn,Half Heusler,20,C1b,5.8,1.0,0.373,67.92,3.3909,644.7
830,CoFeSi,Half Heusler,21,C1b,5.3621,1.0043,-0.204,86.36,2.9966,717.99
831,CoFeGe,Half Heusler,21,C1b,5.5,1.0,-0.061,100.0,3.0,668.9
832,CoFeSn,Half Heusler,21,C1b,5.79,0.9983,0.064,100.0,3.0,574.33
