,formula,phase,processing,gfa
3138,B20Ni72Si8,AM,meltspin,1
3139,B20Ni75Si5,AM,meltspin,1
3140,B20Ni76Si4,CR,meltspin,1
3141,B20Ni77.5Si2.5,CR,meltspin,0
3142,B20Ni80Si0,CR,meltspin,0
3143,B21.5Fe58.5Ni20,AM,meltspin,1
3144,B21Cr24Fe55,AM,meltspin,1
3145,B21F0Fe79,AM,sputtering,1
3146,B21Fe70Si9,AM,meltspin,1
3147,B21Fe72Si7,AM,meltspin,1
3148,B21Fe75P4,AM,meltspin,1
3149,B21Fe75Si4,AM,meltspin,1
3150,B21Fe75V4,AM,meltspin,1
3151,B21Fe75Zr4,AM,sputtering,1
3152,B21Fe79P0,CR,meltspin,0
3153,B21Ni67Si12,AM,meltspin,1
3154,B21Ni72Si7,AM,meltspin,1
3155,B22.5Co60Si17.5,CR,meltspin,0
3156,B22.5F12.5Fe65,AM,sputtering,1
3157,B22.5Fe67.5Si10,AM,meltspin,1
3158,B22.5Fe70Si7.5,AM,meltspin,1
3159,B22.5Fe72.5Si5,AM,meltspin,1
3160,B22.5Fe77.5Si0,AM,meltspin,1
3161,B22.5Ni70Si7.5,AM,meltspin,1
3162,B22C0Ni78,CR,meltspin,0
3163,B22C10Ni68,AM,meltspin,1
3164,B22C12Ni66,AM,meltspin,1
3165,B22C14Ni64,AM,meltspin,1
3166,B22C18Ni60,AM,meltspin,1
3167,B22C2Ni76,CR,meltspin,0
3168,B22C5Ni73,CR,meltspin,0
3169,B22C8Ni70,AC,meltspin,0
3170,B22Co62Ti16,AM,meltspin,1
3171,B22Co66Ti12,AM,meltspin,1
3172,B22Co70Ti8,AM,meltspin,1
3173,B22Co74Ti4,AM,meltspin,1
3174,B22Fe19.5Ni58.5,AM,meltspin,1
3175,B22Fe39Ni39,AM,meltspin,1
3176,B22Fe68Zr10,AM,meltspin,1
3177,B22Fe70Zr8,AM,meltspin,1
3178,B22Fe71Si7,AM,meltspin,1
3179,B22Fe73Zr5,AM,meltspin,1
3180,B22Fe75Si3,AM,meltspin,1
3181,B22Fe75Zr3,AM,meltspin,1
3182,B22Fe76Si2,CR,meltspin,0
3183,B22Fe78Si0,AM,meltspin,1
3184,B22Fe78Zr0,AM,meltspin,1
3185,B22Mo68Si10,AM,meltspin,1
3186,B22Mo70Si8,AM,meltspin,1
3187,B22Ni72Si6,AM,meltspin,1
3188,B22Ni75.5Si2.5,CR,meltspin,0
3189,B23Fe12.3Ni64.7,AM,meltspin,1
3190,B23Fe38.5Ni38.5,AM,meltspin,1
3191,B23Fe46.2Ni30.8,AM,meltspin,1
3192,B23Fe60.1Ni16.9,AM,meltspin,1
3193,B24.5Fe52.5N23,AM,sputtering,1
3194,B24C0Ni76,CR,meltspin,0
3195,B24C12Co64,AM,meltspin,1
3196,B24C16Co60,AM,meltspin,1
3197,B24C20Co56,AM,meltspin,1
3198,B24C4Co72,AM,meltspin,1
3199,B24C4Ni72,CR,meltspin,0
3200,B24C8Co68,AM,meltspin,1
3201,B24C8Ni68,AM,meltspin,1
3202,B24Co24Mn52,AM,meltspin,1
3203,B24Co27Mn49,AM,meltspin,1
3204,B24Co28Mn48,AM,meltspin,1
3205,B24Co33Mn43,AM,meltspin,1
3206,B24Co34Mn42,AM,meltspin,1
3207,B24Co38Mn38,AM,meltspin,1
3208,B24Co39Mn37,AM,meltspin,1
3209,B24Co42Mn34,AM,meltspin,1
3210,B24Co45.5Mn30.5,AM,meltspin,1
3211,B24Co45.6Mn30.4,AM,meltspin,1
3212,B24Co46.5Mn29.5,AM,meltspin,1
3213,B24Co48Mn28,AM,meltspin,1
3214,B24Co49.4Mn26.6,AM,meltspin,1
3215,B24Co49.5Mn26.5,AM,meltspin,1
3216,B24Co52Mn24,AM,meltspin,1
3217,B24Co53.2Mn22.8,AM,meltspin,1
3218,B24Co53Mn23,AM,meltspin,1
3219,B24Co54Mn22,AM,meltspin,1
3220,B24Co60.8Mn15.2,AM,meltspin,1
3221,B24Co61Mn15,AM,meltspin,1
3222,B24Co64Ti12,AM,meltspin,1
3223,B24Co68.4Mn7.6,AM,meltspin,1
3224,B24Co68Mn8,AM,meltspin,1
3225,B24Co68Ti8,AM,meltspin,1
3226,B24Co72Ti4,AM,meltspin,1
3227,B24Co76Mn0,AM,meltspin,1
3228,B24F0Fe76,AM,sputtering,1
3229,B24Fe38Ni38,AM,meltspin,1
3230,B24Fe57Ni19,AM,meltspin,1
3231,B24Fe66N10,AM,sputtering,1
3232,B24Fe66Ni10,AM,meltspin,1
3233,B24Fe69Si7,AM,meltspin,1
3234,B24Fe73Si3,AC,meltspin,0
3235,B24Fe74Si2,CR,meltspin,0
3236,B24Mo46Ru30,AM,sputtering,1
3237,B24Ni64Si12,CR,meltspin,0
3238,B24Ni66Si10,AM,meltspin,1
3239,B24Ni68Si8,AM,meltspin,1
3240,B24Ni72Si4,AM,meltspin,1
3241,B24Ni76Si0,CR,meltspin,0
3242,B25.5Ni66Si8.5,AM,meltspin,1
3243,B25Co0Fe75,AM,meltspin,1
3244,B25Co62.5Si12.5,AM,meltspin,1
3245,B25Co65Si10,AM,meltspin,1
3246,B25Co65Zr10,AM,meltspin,1
3247,B25Co67.5Cr7.5,AM,meltspin,1
3248,B25Co67.5Mn7.5,AM,meltspin,1
3249,B25Co67.5Si7.5,AM,meltspin,1
3250,B25Co70Fe5,AM,meltspin,1
3251,B25Co70Si5,AM,meltspin,1
3252,B25Co75Cr0,AM,meltspin,1
3253,B25Co75Mn0,AM,meltspin,1
3254,B25Co75Si0,AC,meltspin,0
3255,B25Cr0Fe75,AM,meltspin,1
3256,B25Cr70Fe5,AM,meltspin,1
3257,B25F15Fe60,AM,sputtering,1
3258,B25Fe18Zr57,AM,meltspin,1
3259,B25Fe56Ni19,AM,meltspin,1
3260,B25Fe5Mn70,AM,meltspin,1
3261,B25Fe5Mo70,AM,meltspin,1
3262,B25Fe5Ni70,AM,meltspin,1
3263,B25Fe5W70,AM,meltspin,1
3264,B25Fe65Ni10,AM,meltspin,1
3265,B25Fe70Zr5,AM,meltspin,1
3266,B25Fe75Mn0,AM,meltspin,1
3267,B25Fe75Mo0,AM,meltspin,1
3268,B25Fe75Ni0,AM,meltspin,1
3269,B25Fe75Si0,AM,meltspin,1
3270,B25Fe75W0,AM,meltspin,1
3271,B25Mo60Si15,CR,meltspin,0
3272,B25Mo65Si10,AM,meltspin,1
3273,B25Mo70Si5,CR,meltspin,0
3274,B25Mo75Si0,CR,meltspin,0
3275,B25Ni72.5Si2.5,CR,meltspin,0
3276,B26C0Ni74,CR,meltspin,0
3277,B26C12Ni62,AM,meltspin,1
3278,B26C14Ni60,AM,meltspin,1
3279,B26C2Ni72,CR,meltspin,0
3280,B26C4Ni70,AC,meltspin,0
3281,B26C6Ni68,AM,meltspin,1
3282,B26Fe37Ni37,AM,meltspin,1
3283,B26Ni72Si2,AM,meltspin,1
3284,B27.5Co65Si7.5,AM,meltspin,1
3285,B27Fe18.5Ni54.5,AM,meltspin,1
3286,B27Fe36.5Ni36.5,AM,meltspin,1
3287,B27Fe54.5Ni18.5,AM,meltspin,1
3288,B27Ni70Si3,AM,meltspin,1
3289,B28.5Fe53.5Ni18,AM,meltspin,1
3290,B28C0Ni72,AM,meltspin,1
3291,B28C10Ni62,AM,meltspin,1
3292,B28C12Co60,AM,meltspin,1
3293,B28C16Co56,AM,meltspin,1
3294,B28C16Ni56,AM,meltspin,1
3295,B28C20Co52,AC,meltspin,0
3296,B28C2Ni70,AM,meltspin,1
3297,B28C4Co68,AM,meltspin,1
3298,B28C4Ni68,AM,meltspin,1
3299,B28C6Ni66,AM,meltspin,1
3300,B28C8Co64,AM,meltspin,1
3301,B28C8Ni64,AM,meltspin,1
3302,B28Co25Mn47,AM,meltspin,1
3303,B28Co30Mn42,AM,meltspin,1
3304,B28Co32Mn40,AM,meltspin,1
3305,B28Co36Mn36,AM,meltspin,1
3306,B28Co37Mn35,AM,meltspin,1
3307,B28Co41.5Mn30.5,AM,meltspin,1
3308,B28Co41Mn31,AM,meltspin,1
3309,B28Co43.2Mn28.8,AM,meltspin,1
3310,B28Co43Mn29,AM,meltspin,1
3311,B28Co45.5Mn26.5,AM,meltspin,1
3312,B28Co45Mn27,AM,meltspin,1
3313,B28Co47Mn25,AM,meltspin,1
3314,B28Co50.4Mn21.6,AM,meltspin,1
3315,B28Co50Mn22,AM,meltspin,1
3316,B28Co51Mn21,AM,meltspin,1
3317,B28Co52Mn20,AM,meltspin,1
3318,B28Co57.6Mn14.4,AM,meltspin,1
3319,B28Co58Mn14,AM,meltspin,1
3320,B28Co64.8Mn7.2,AM,meltspin,1
3321,B28Co65Mn7,AM,meltspin,1
3322,B28Co72Mn0,AM,meltspin,1
3323,B28Ni60Si12,CR,meltspin,0
3324,B28Ni64Si8,AC,meltspin,0
3325,B28Ni66Si6,AM,meltspin,1
3326,B28Ni68Si4,AM,meltspin,1
3327,B28Ni69Si3,AM,meltspin,1
3328,B28Ni72Si0,CR,meltspin,0
3329,B29C0Co71,AM,meltspin,1
3330,B29F0Fe71,AM,sputtering,1
3331,B29Fe18Ni53,AM,meltspin,1
3332,B29Fe64N7,AM,sputtering,1
3333,B2Co82Zr16,CR,meltspin,1
3334,B2Co84Nb14,AM,meltspin,1
3335,B2Co88Zr10,AM,meltspin,1
3336,B2Co91Zr7,AM,meltspin,1
3337,B2Cr10Fe88,AM,meltspin,1
3338,B2Cr12Fe86,CR,meltspin,0
3339,B2Cr14Fe84,CR,meltspin,0
3340,B2Cr16Fe82,CR,meltspin,0
3341,B2Cr20Fe78,CR,meltspin,0
3342,B2Cr8Fe90,AM,meltspin,1
3343,B2Fe73Ni25,CR,meltspin,0
3344,B2Fe78Mo20,CR,meltspin,0
3345,B2Fe78Ni20,CR,meltspin,0
3346,B2Fe80Mo18,CR,meltspin,0
3347,B2Fe83Mo15,CR,meltspin,0
3348,B2Fe83Ni15,CR,meltspin,0
3349,B2Fe85Zr13,AM,meltspin,1
3350,B2Fe86Mo12,CR,meltspin,0
3351,B2Fe88Mo10,CR,meltspin,0
3352,B2Fe88Ni10,CR,meltspin,0
3353,B2Fe88Zr10,AM,meltspin,1
3354,B2Fe90Mo8,CR,meltspin,0
3355,B2Fe90Zr8,AM,meltspin,1
3356,B2Fe91Hf7,AM,meltspin,1
3357,B2Fe91Zr7,AM,meltspin,1
3358,B2Fe93Mo5,CR,meltspin,0
3359,B2Ni38Zr60,AM,meltspin,1
3360,B2Ni81.5P16.5,AM,meltspin,1
3361,B3.5Fe92Zr4.5,AM,meltspin,1
3362,B30C0Co70,CR,meltspin,0
3363,B30C12Ni58,AM,meltspin,1
3364,B30Co65Si5,AM,meltspin,1
3365,B30Co70Cr0,AM,meltspin,1
3366,B30Co70Mn0,AM,meltspin,1
3367,B30Co70Si0,AC,meltspin,0
3368,B30Fe16.8Zr53.2,AM,meltspin,1
3369,B30Fe35Ni35,AM,meltspin,1
3370,B30Mo60Si10,CR,meltspin,0
3371,B30Mo70Si0,CR,meltspin,0
3372,B30Ni66Si4,CR,meltspin,0
3373,B30Ni70Si0,CR,meltspin,0
3374,B31.5F3.5Fe65,AM,sputtering,1
3375,B31Co41Mn28,AM,meltspin,1
3376,B32C12Co56,AM,meltspin,1
3377,B32C16Co52,AM,meltspin,1
3378,B32C20Co48,CR,meltspin,0
3379,B32C2Co66,AM,meltspin,1
3380,B32C4Co64,AM,meltspin,1
3381,B32C8Co60,AM,meltspin,1
3382,B32Co41Mn27,AM,meltspin,1
3383,B32Co44Mn24,AM,meltspin,1
3384,B32Co46.4Mn21.6,AM,meltspin,1
3385,B32Co47Mn21,AM,meltspin,1
3386,B32Co48Mn20,AM,meltspin,1
3387,B32Co54.4Mn13.6,AM,meltspin,1
3388,B32Co54.5Mn13.5,AM,meltspin,1
3389,B32Co54Mn14,AM,meltspin,1
3390,B32Co61Mn7,AM,meltspin,1
3391,B32Co68Mn0,AM,meltspin,1
3392,B32Fe36N32,AM,sputtering,1
3393,B33Co40.2Mn26.8,AM,meltspin,1
3394,B33Co53.6Mn13.4,AM,meltspin,1
3395,B33Fe42N25,AM,sputtering,1
3396,B34C0Co66,CR,meltspin,0
3397,B34C0Ni66,AM,meltspin,1
3398,B34C10Ni56,AM,meltspin,1
3399,B34C12Ni54,AM,meltspin,1
3400,B34C14Ni52,AM,meltspin,1
3401,B34C6Ni60,AM,meltspin,1
3402,B34Co33Ni33,AM,meltspin,1
3403,B34Co66Ni0,AM,meltspin,1
3404,B35C0Co65,AM,meltspin,1
3405,B35Co65Cr0,AM,meltspin,1
3406,B35Co65Mn0,AM,meltspin,1
3407,B35F0Fe65,AM,sputtering,1
3408,B35F5Fe60,AM,sputtering,1
3409,B36C12Co52,CR,meltspin,0
3410,B36C16Co48,CR,meltspin,0
3411,B36C2Co62,AM,meltspin,1
3412,B36C4Co60,AM,meltspin,1
3413,B36C8Co56,CR,meltspin,0
3414,B37F0Fe63,AM,sputtering,1
3415,B38C0Ni62,AM,meltspin,1
3416,B38C10Ni52,AM,meltspin,1
3417,B38C12Ni50,AM,meltspin,1
3418,B38C14Ni48,AM,meltspin,1
3419,B38C6Ni56,AM,meltspin,1
3420,B38F2Fe60,AM,sputtering,1
3421,B38Fe20N42,AM,sputtering,1
3422,B39F0Fe61,AM,sputtering,1
3423,B3Fe79P18,AM,meltspin,1
3424,B3Fe82Nd15,AM,meltspin,1
3425,B3Fe82Zr15,AC,meltspin,0
3426,B3Fe83P14,CR,meltspin,0
3427,B3Fe85Nb12,CR,meltspin,0
3428,B3Fe85Zr12,AM,meltspin,1
3429,B3Fe90Zr7,AM,meltspin,1
3430,B3Fe92Nb5,CR,meltspin,0
3431,B4.5Fe84Zr11.5,AM,sputtering,1
3432,B4.8Fe82.2Nd14,AM,meltspin,1
3433,B40C2Co58,AC,meltspin,0
3434,B40C2Ni58,AM,meltspin,1
3435,B40C4Ni56,CR,meltspin,0
3436,B40C6Ni54,AC,meltspin,0
3437,B40C8Ni52,AM,meltspin,1
3438,B40Co40Y20,AM,meltspin,1
3439,B40Co60Cr0,AM,meltspin,1
3440,B40Co60Mn0,AM,meltspin,1
3441,B41C0Co59,AM,meltspin,1
3442,B41C6Ni53,CR,meltspin,0
3443,B42.5C2.5Ni55,CR,meltspin,0
3444,B42C0Ni58,CR,meltspin,1
3445,B42C10Ni48,AM,meltspin,1
3446,B42C12Ni46,AM,meltspin,1
3447,B42C14Ni44,AM,meltspin,1
3448,B42C16Ni42,AM,meltspin,1
3449,B42C2Ni56,AM,meltspin,1
3450,B42C8Ni50,AM,meltspin,1
3451,B44C2.5Ni53.5,CR,meltspin,0
3452,B46C0Ni54,CR,meltspin,0
3453,B46C12Ni42,AM,meltspin,1
3454,B46C20Ni34,AM,meltspin,1
3455,B46C4Ni50,CR,meltspin,0
3456,B46C8Ni46,CR,meltspin,0
3457,B48C0Ni52,CR,meltspin,0
3458,B4Co86Zr10,AM,meltspin,1
3459,B4Cr10Fe86,AM,meltspin,1
3460,B4Cr12Fe84,CR,meltspin,0
3461,B4Cr14Fe82,CR,meltspin,0
3462,B4Cr15Fe81,CR,meltspin,0
3463,B4Cr16Fe80,CR,meltspin,0
3464,B4Cr20Fe76,CR,meltspin,0
3465,B4Cr5Fe91,CR,meltspin,0
3466,B4Cr8Fe88,AM,meltspin,1
3467,B4Cu10Fe86,CR,meltspin,0
3468,B4Cu1Fe95,CR,meltspin,0
3469,B4Cu5Fe91,CR,meltspin,0
3470,B4F16Fe80,CR,sputtering,0
3471,B4Fe23Zr73,AM,meltspin,1
3472,B4Fe71Ni25,CR,meltspin,0
3473,B4Fe76Mo20,CR,meltspin,0
3474,B4Fe76Ni20,CR,meltspin,0
3475,B4Fe78Mo18,CR,meltspin,0
3476,B4Fe80P16,AM,meltspin,1
3477,B4Fe81Mo15,CR,meltspin,0
3478,B4Fe81Ni15,CR,meltspin,0
3479,B4Fe84Mo12,CR,meltspin,0
3480,B4Fe84P12,CR,meltspin,0
3481,B4Fe86Mo10,CR,meltspin,0
3482,B4Fe86Ni10,CR,meltspin,0
3483,B4Fe86V10,CR,meltspin,0
3484,B4Fe86Zr10,AM,meltspin,1
3485,B4Fe88Mo8,CR,meltspin,0
3486,B4Fe88Zr8,AM,meltspin,1
3487,B4Fe89Hf7,AM,meltspin,1
3488,B4Fe89Zr7,AM,meltspin,1
3489,B4Fe90Zr6,AM,sputtering,1
3490,B4Fe91Mn5,CR,meltspin,0
3491,B4Fe91Mo5,CR,meltspin,0
3492,B4Fe91Ni5,CR,meltspin,0
3493,B4Fe91V5,CR,meltspin,0
3494,B4Fe93Mn3,CR,meltspin,0
3495,B4Fe93Ni3,CR,meltspin,0
3496,B4Fe93Zr3,CR,sputtering,0
3497,B4Fe95Mn1,CR,meltspin,0
3498,B4Fe95Ni1,CR,meltspin,0
3499,B4Ni36Zr60,AM,meltspin,1
3500,B4Pd80Si16,AM,meltspin,1
3501,B5.5Ni81.5P13,AM,meltspin,1
3502,B50C12Ni38,AM,meltspin,1
3503,B50C20Ni30,AM,meltspin,1
3504,B50C4Ni46,CR,meltspin,0
3505,B50C8Ni42,AC,meltspin,0
3506,B54C0Ni46,CR,meltspin,0
3507,B55C12Ni33,AM,meltspin,1
3508,B55C16Ni29,AM,meltspin,1
3509,B55C8Ni37,AM,meltspin,1
3510,B58C4Ni38,CR,meltspin,0
3511,B59C4Ni37,AM,meltspin,1
3512,B5C0Ni95,CR,meltspin,0
3513,B5C15Ni80,CR,meltspin,0
3514,B5C20Ni75,CR,meltspin,0
3515,B5C5Ni90,CR,meltspin,0
3516,B5Co75Si20,CR,meltspin,0
3517,B5Co81Nb14,AM,meltspin,1
3518,B5Co85Zr10,AM,meltspin,1
3519,B5Cu15Zr80,AM,meltspin,1
3520,B5Cu20Zr75,AM,meltspin,1
3521,B5Cu25Zr70,AM,meltspin,1
3522,B5Cu30Zr65,AM,meltspin,1
3523,B5Cu35Zr60,AM,meltspin,1
3524,B5Cu40Zr55,AM,meltspin,1
3525,B5Cu45Zr50,AM,meltspin,1
3526,B5Cu50Zr45,AM,meltspin,1
3527,B5Cu55Zr40,AM,meltspin,1
3528,B5Cu60Zr35,AM,meltspin,1
3529,B5Cu65Zr30,AM,meltspin,1
3530,B5Cu70Zr25,AM,meltspin,1
3531,B5F0Fe95,CR,sputtering,0
3532,B5Fe80Nb15,AC,meltspin,0
3533,B5Fe80Si15,AM,meltspin,1
3534,B5Fe80Zr15,AM,sputtering,1
3535,B5Fe81Nd14,CR,meltspin,0
3536,B5Fe83Nb12,AC,meltspin,0
3537,B5Fe83P12,AM,meltspin,1
3538,B5Fe83Zr12,AM,meltspin,1
3539,B5Fe84P11,CR,meltspin,0
3540,B5Fe85Zr10,AM,meltspin,1
3541,B5Fe90Zr5,CR,sputtering,0
3542,B5Mo70Si25,CR,meltspin,0
3543,B5Mo75Si20,CR,meltspin,0
3544,B5Mo80Si15,CR,meltspin,0
3545,B5Mo85Si10,CR,meltspin,0
3546,B5Mo90Si5,CR,meltspin,0
3547,B5Ni80P15,AM,meltspin,1
3548,B6.1Fe82.1Nd11.8,AM,meltspin,1
3549,B6Co80Nb14,AM,meltspin,1
3550,B6Co84Nb10,CR,meltspin,0
3551,B6Cr10Fe84,AM,meltspin,1
3552,B6Cr12Fe82,CR,meltspin,0
3553,B6Cr14Fe80,CR,meltspin,0
3554,B6Cr15Fe79,CR,meltspin,0
3555,B6Cr16Fe78,CR,meltspin,0
3556,B6Cr18Fe76,CR,meltspin,0
3557,B6Cr20Fe74,CR,meltspin,0
3558,B6Cr22Fe72,CR,meltspin,0
3559,B6Cr24Fe70,CR,meltspin,0
3560,B6Cr26Fe68,CR,meltspin,0
3561,B6Cr5Fe89,CR,meltspin,0
3562,B6Cr8Fe86,AM,meltspin,1
3563,B6Cu10Fe84,CR,meltspin,0
3564,B6Cu15Fe79,CR,meltspin,0
3565,B6Cu1Fe93,CR,meltspin,0
3566,B6Cu3Fe91,CR,meltspin,0
3567,B6Cu5Fe89,CR,meltspin,0
3568,B6F5Fe89,CR,sputtering,0
3569,B6Fe22.6Zr71.4,AM,meltspin,1
3570,B6Fe69Ni25,CR,meltspin,0
3571,B6Fe74Mo20,AC,meltspin,0
3572,B6Fe74Ni20,CR,meltspin,0
3573,B6Fe76Mo18,AC,meltspin,0
3574,B6Fe78Nd16,CR,meltspin,0
3575,B6Fe79Mn15,CR,meltspin,0
3576,B6Fe79Mo15,AC,meltspin,0
3577,B6Fe79Nb15,AC,meltspin,0
3578,B6Fe79Ni15,CR,meltspin,0
3579,B6Fe79P15,AM,meltspin,1
3580,B6Fe80P14,AM,meltspin,1
3581,B6Fe81.5Si12.5,AC,meltspin,0
3582,B6Fe81P13,AM,meltspin,1
3583,B6Fe82Mo12,AC,meltspin,0
3584,B6Fe82Nb12,AM,meltspin,1
3585,B6Fe82Nd12,AM,meltspin,1
3586,B6Fe82P12,AM,meltspin,1
3587,B6Fe83P11,AM,meltspin,1
3588,B6Fe83Si11,CR,meltspin,0
3589,B6Fe84Mn10,CR,meltspin,0
3590,B6Fe84Mo10,AC,meltspin,0
3591,B6Fe84Ni10,CR,meltspin,0
3592,B6Fe84P10,CR,meltspin,0
3593,B6Fe84V10,CR,meltspin,0
3594,B6Fe84Zr10,AM,sputtering,1
3595,B6Fe86Mo8,CR,meltspin,0
3596,B6Fe87Hf7,AM,meltspin,1
3597,B6Fe87Zr7,AM,meltspin,1
3598,B6Fe89Mn5,CR,meltspin,0
3599,B6Fe89Mo5,CR,meltspin,0
3600,B6Fe89Nb5,CR,meltspin,0
3601,B6Fe89Ni5,CR,meltspin,0
3602,B6Fe89V5,CR,meltspin,0
3603,B6Fe91Mn3,CR,meltspin,0
3604,B6Fe93Mn1,CR,meltspin,0
3605,B6Fe93Ni1,CR,meltspin,0
3606,B6Ni34Zr60,AM,meltspin,1
3607,B6Ni76Si18,CR,meltspin,0
3608,B6Ni80P14,AM,meltspin,1
3609,B7.5Co77.5Si15,AM,meltspin,1
3610,B7.5Cu15Zr77.5,AC,meltspin,0
3611,B7.5Cu25Zr67.5,AM,meltspin,1
3612,B7.5Cu30Zr62.5,AM,meltspin,1
3613,B7.5Cu35Zr57.5,AM,meltspin,1
3614,B7.5Cu50Zr42.5,AM,meltspin,1
3615,B7.5Cu55Zr37.5,AM,meltspin,1
3616,B7.5Fe74.5Si18,CR,meltspin,0
3617,B7.5Fe75Si17.5,CR,meltspin,1
3618,B7.5Fe77.5Nd15,AM,meltspin,1
3619,B7.5Fe77.5Si15,AM,meltspin,1
3620,B7.5Fe80Si12.5,AM,meltspin,1
3621,B7.5Fe82.5Nd10,AM,sputtering,1
3622,B7.5Fe82.5Si10,CR,meltspin,0
3623,B7.5Mo70Si22.5,AM,meltspin,1
3624,B7.5Ni76.5Si16,CR,meltspin,0
3625,B7.8Fe78.2Nd14,AM,meltspin,1
3626,B7C7Fe86,AM,meltspin,1
3627,B7Co77Zr16,AM,meltspin,1
3628,B7Co80P13,AM,meltspin,1
3629,B7F2Fe91,CR,sputtering,0
3630,B7F33Fe60,AC,sputtering,0
3631,B7Fe78Si15,AM,meltspin,1
3632,B7Fe79P14,AM,meltspin,1
3633,B7Fe80P13,AM,meltspin,1
3634,B7Fe81P12,AM,meltspin,1
3635,B7Fe82P11,AM,meltspin,1
3636,B7Fe83P10,AM,meltspin,1
3637,B7Fe84P9,CR,meltspin,0
3638,B7Fe85Mo8,AC,meltspin,0
3639,B7Fe85Zr8,AM,meltspin,1
3640,B7Fe88Zr5,AC,meltspin,0
3641,B7Fe90Zr3,AC,sputtering,0
3642,B8.5Fe84.5Zr7,AM,sputtering,1
3643,B81.5Fe12.5Si6,AC,meltspin,0
3644,B8C12Co80,AC,meltspin,0
3645,B8C4Co88,CR,meltspin,0
3646,B8C7Fe85,AM,meltspin,1
3647,B8C8Co84,CR,meltspin,0
3648,B8C9Fe83,AM,meltspin,1
3649,B8Cr10Fe82,AM,meltspin,1
3650,B8Cr12Fe80,CR,meltspin,0
3651,B8Cr14Fe78,CR,meltspin,0
3652,B8Cr15Fe77,CR,meltspin,0
3653,B8Cr16Fe76,CR,meltspin,0
3654,B8Cr18Fe74,AC,meltspin,0
3655,B8Cr20Fe72,AC,meltspin,0
3656,B8Cr22Fe70,AC,meltspin,0
3657,B8Cr24Fe68,AC,meltspin,0
3658,B8Cr26Fe66,AC,meltspin,0
3659,B8Cr5Fe87,CR,meltspin,0
3660,B8Cr8Fe84,AM,meltspin,1
3661,B8Cu10Fe82,CR,meltspin,0
3662,B8Cu15Fe77,CR,meltspin,0
3663,B8Cu1Fe91,CR,meltspin,0
3664,B8Cu3Fe89,CR,meltspin,0
3665,B8Cu5Fe87,CR,meltspin,0
3666,B8F33Fe59,AC,sputtering,0
3667,B8Fe20Mn72,CR,meltspin,0
3668,B8Fe22Zr70,AM,meltspin,1
3669,B8Fe67Ni25,CR,meltspin,0
3670,B8Fe72Mo20,AC,meltspin,0
3671,B8Fe72Ni20,CR,meltspin,0
3672,B8Fe74Mo18,AC,meltspin,0
3673,B8Fe76Nd16,AM,meltspin,1
3674,B8Fe77Mn15,CR,meltspin,0
3675,B8Fe77Mo15,AC,meltspin,0
3676,B8Fe77Nb15,AM,meltspin,1
3677,B8Fe77Nd15,AM,meltspin,1
3678,B8Fe77Ni15,CR,meltspin,0
3679,B8Fe79Nd13,AM,meltspin,1
3680,B8Fe79P13,AM,meltspin,1
3681,B8Fe80Mo12,AC,meltspin,0
3682,B8Fe80Nb12,AM,meltspin,1
3683,B8Fe80P12,AM,meltspin,1
3684,B8Fe80Zr12,AM,meltspin,1
3685,B8Fe81P11,AM,meltspin,1
3686,B8Fe82Mn10,CR,meltspin,0
3687,B8Fe82Mo10,AC,meltspin,0
3688,B8Fe82Ni10,CR,meltspin,0
3689,B8Fe82P10,AM,meltspin,1
3690,B8Fe82V10,CR,meltspin,0
3691,B8Fe82Zr10,AM,meltspin,1
3692,B8Fe83P9,AM,meltspin,1
3693,B8Fe85Hf7,AM,meltspin,1
3694,B8Fe85Nb7,AM,meltspin,1
3695,B8Fe85Zr7,AM,meltspin,1
3696,B8Fe87Mn5,CR,meltspin,0
3697,B8Fe87Mo5,AC,meltspin,0
3698,B8Fe87Nb5,AC,meltspin,0
3699,B8Fe87Ni5,CR,meltspin,0
3700,B8Fe87V5,CR,meltspin,0
3701,B8Fe89Mn3,CR,meltspin,0
3702,B8Fe89Ni3,CR,meltspin,0
3703,B8Fe90Zr2,CR,meltspin,0
3704,B8Fe91Mn1,CR,meltspin,0
3705,B8Fe91Ni1,CR,meltspin,0
3706,B8Mo55.5Ru36.5,AM,sputtering,1
3707,B8Ni30Ti62,AM,meltspin,1
3708,B8Ni32Zr60,AM,meltspin,1
3709,B8Ni80Si12,CR,meltspin,0
3710,B9.4Fe80.3Nb10.3,AM,sputtering,1
3711,B9.5Fe83.4Nb7.1,AC,sputtering,0
3712,B9.5Fe83Nb7.5,AC,sputtering,0
3713,B9C11Fe80,AM,meltspin,1
3714,B9C9Fe82,AM,meltspin,1
3715,B9Co0Fe91,AM,meltspin,1
3716,B9Co85Fe6,AM,meltspin,1
3717,B9Cr0Fe91,AM,meltspin,1
3718,B9Cr85Fe6,AM,meltspin,1
3719,B9Fe6Mn85,AM,meltspin,1
3720,B9Fe6Mo85,AM,meltspin,1
3721,B9Fe6Ni85,AM,meltspin,1
3722,B9Fe6W85,AM,meltspin,1
3723,B9Fe77.5Si13.5,AM,meltspin,1
3724,B9Fe78P13,AM,meltspin,1
3725,B9Fe79P12,AM,meltspin,1
3726,B9Fe80P11,AM,meltspin,1
3727,B9Fe80Si11,AC,meltspin,0
3728,B9Fe81P10,AM,meltspin,1
3729,B9Fe82Nd9,AM,meltspin,1
