,material_id,formula,nsites,space_group,volume,structure,band_gap,e_electronic,e_total,n,poly_electronic,poly_total,pot_ferroelectric
575,mp-7642,K2AgAs,8,63,247.702928133,"Full Formula (K4 Ag2 As2)
Reduced Formula: K2AgAs
abc   :   6.133668   6.445742   6.445741
angles: 103.591109  90.000000  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.249361  0.684099  0.029444
  1  K     0.749361  0.315901  0.970556
  2  K     0.250639  0.029444  0.684099
  3  K     0.750639  0.970556  0.315901
  4  Ag    0.5       0.500057  0.499943
  5  Ag    0         0.499943  0.500057
  6  As    0.75      0.759073  0.759073
  7  As    0.25      0.240927  0.240927",1.07,"[[8.33004487, 0.0, 0.0], [0.0, 6.50539593, 0.8544868800000001], [0.0, 0.8544868800000001, 6.09974197]]","[[15.09322658, -1.24e-06, 4.7e-06], [-1.24e-06, 12.000580209999999, 2.24358939], [4.7e-06, 2.24358939, 10.94925111]]",2.64,6.98,12.68,True
576,mp-755293,Sr4Sb2O,7,139,218.56031642099998,"Full Formula (Sr4 Sb2 O1)
Reduced Formula: Sr4Sb2O
abc   :   5.009769   9.400748   7.083569
angles: 112.133693  45.013069 105.446736
Sites (7)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Sr    0.995637   0.662062  0.83321
  1  Sr    0.499496  -0.000244  0.500521
  2  Sr    0.499488  -0.000246  0.999741
  3  Sr    0.995624   0.336284  0.170334
  4  Sb    0.999245   0.723382  0.362049
  5  Sb    0.999352   0.275411  0.638047
  6  O     0.999051   0.998988  0.999971",0.98,"[[8.87899004, -0.015339499999999999, 0.00012774], [-0.01523612, 8.83512851, 7.206000000000001e-05], [0.00013696, 7.773e-05, 7.90484166]]","[[22.15804654, -0.01198738, 0.0011575000000000001], [-0.011883999999999999, 22.061723960000002, 0.00473087], [0.00116672, 0.00473654, 13.183470499999999]]",2.92,8.54,19.13,True
577,mp-25010,NaMnO2,8,59,90.91416419629999,"Full Formula (Na2 Mn2 O4)
Reduced Formula: NaMnO2
abc   :   2.921814   4.854698   6.409391
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.250001  0.249999  0.123762
  1  Na    0.749999  0.749999  0.876237
  2  Mn    0.250001  0.249999  0.625192
  3  Mn    0.749999  0.749999  0.374809
  4  O     0.749999  0.249999  0.41803
  5  O     0.250001  0.749999  0.58197
  6  O     0.749999  0.249999  0.829123
  7  O     0.250001  0.749999  0.170878",1.25,"[[6.00267108, 0.0, 0.0], [0.0, 3.6134787, 0.0], [0.0, 0.0, 3.7480935300000002]]","[[13.73316474, 3.0000000000000004e-08, -3.0000000000000004e-08], [3.0000000000000004e-08, 61.54485195, 1e-08], [-3.0000000000000004e-08, 1e-08, 6.94655474]]",2.11,4.45,27.41,True
578,mp-8446,K2CuP,8,63,213.017966565,"Full Formula (K4 Cu2 P2)
Reduced Formula: K2CuP
abc   :   5.785540   6.192928   6.192928
angles: 106.256113  90.000000  90.000000
Sites (8)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  K     0.75  0.313875  0.975289
  1  K     0.75  0.975289  0.313875
  2  K     0.25  0.686125  0.024711
  3  K     0.25  0.024711  0.686125
  4  Cu    0.5   0.5       0.5
  5  Cu    0     0.5       0.5
  6  P     0.75  0.732108  0.732108
  7  P     0.25  0.267892  0.267892",1.14,"[[8.43336155, 0.0, 0.0], [0.0, 5.72833689, 0.56335029], [0.0, 0.56335029, 5.40253426]]","[[15.903265450000001, 0.14750721, 0.15493029], [0.14750721, 11.711955, 1.8836613400000002], [0.15493029, 1.8836613400000002, 10.62794332]]",2.55,6.52,12.75,True
579,mp-7770,Sr(ZnAs)2,5,164,115.351887318,"Full Formula (Sr1 Zn2 As2)
Reduced Formula: Sr(ZnAs)2
abc   :   4.265926   4.265926   7.319265
angles:  90.000000  90.000000 120.000002
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sr    0         0         0
  1  Zn    0.666667  0.333333  0.370594
  2  Zn    0.333333  0.666667  0.629406
  3  As    0.666667  0.333333  0.729355
  4  As    0.333333  0.666667  0.270645",0.26,"[[16.87150581, 0.0, 0.0], [0.0, 16.87150319, 0.0], [0.0, 0.0, 12.6686768]]","[[24.430054499999997, 2.84e-06, -2e-08], [2.84e-06, 24.43013954, 5.592e-05], [-2e-08, 5.592e-05, 25.314149909999998]]",3.93,15.47,24.72,True
580,mp-553303,CsCu3O2,6,164,130.64288097899998,"Full Formula (Cs1 Cu3 O2)
Reduced Formula: CsCu3O2
abc   :   5.193991   5.193939   5.591907
angles:  90.002448  89.997024 120.000646
Sites (6)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Cs    0         1          0.5
  1  Cu    0.5       0.5       -0
  2  Cu    1         0.5        0
  3  Cu    0.5       0         -0
  4  O     0.666677  0.333333   0.803665
  5  O     0.333323  0.666667   0.196335",1.46,"[[5.35750414, -9.81e-06, 1.9860000000000003e-05], [-9.81e-06, 5.35754469, -1.5570000000000002e-05], [2.0350000000000003e-05, -1.517e-05, 3.03847873]]","[[11.28538438, -0.0005725, 0.00106279], [-0.0005725, 11.16185821, -0.00081417], [0.00106328, -0.00081377, 5.28462319]]",2.14,4.58,9.24,True
581,mp-27827,Rb2TiCl6,9,225,269.033096519,"Full Formula (Rb2 Ti1 Cl6)
Reduced Formula: Rb2TiCl6
abc   :   7.246143   7.246143   7.246143
angles:  59.999996  59.999997  60.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.75      0.75      0.75
  1  Rb    0.25      0.25      0.25
  2  Ti    0         0         0
  3  Cl    0.230595  0.769405  0.769405
  4  Cl    0.230595  0.769405  0.230595
  5  Cl    0.769405  0.230595  0.769405
  6  Cl    0.769405  0.230595  0.230595
  7  Cl    0.769405  0.769405  0.230595
  8  Cl    0.230595  0.230595  0.769405",2.15,"[[3.07311432, -1.7000000000000001e-07, 2.4e-07], [-1.7000000000000001e-07, 3.07311425, 1.7000000000000001e-07], [2.4e-07, 1.7000000000000001e-07, 3.0731142399999998]]","[[8.61510982, 4.754e-05, -6.000000000000001e-08], [4.754e-05, 8.61509082, -4.000000000000001e-08], [-6.000000000000001e-08, -4.000000000000001e-08, 8.615280180000001]]",1.75,3.07,8.62,True
582,mp-11719,K4ZnP2,7,166,244.978475395,"Full Formula (K4 Zn1 P2)
Reduced Formula: K4ZnP2
abc   :   9.374467   9.374467   9.374467
angles:  35.238223  35.238223  35.238222
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.208549  0.208549  0.208549
  1  K     0.791451  0.791451  0.791451
  2  K     0.385609  0.385609  0.385609
  3  K     0.614391  0.614391  0.614391
  4  Zn    0         0         0
  5  P     0.084462  0.084462  0.084462
  6  P     0.915538  0.915538  0.915538",0.95,"[[4.35413765, 0.07531794, 0.38171874], [0.07531794, 4.27847856, 0.23543827], [0.38171874, 0.23543827, 5.42525027]]","[[7.78666968, 0.20550143, 1.02390729], [0.20550143, 7.586041659999999, 0.6321812800000001], [1.02390729, 0.6321812800000001, 10.53088743]]",2.16,4.69,8.63,True
583,mp-4784,CaPtO3,10,63,118.765053164,"Full Formula (Ca2 Pt2 O6)
Reduced Formula: CaPtO3
abc   :   3.190101   5.249480   7.443936
angles:  90.000000  90.000000 107.688951
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ca    0.250967  0.501935  0.75
  1  Ca    0.749033  0.498065  0.25
  2  Pt    0         0         0
  3  Pt    0         0         0.5
  4  O     0.628225  0.256451  0.546334
  5  O     0.371775  0.743549  0.453666
  6  O     0.371775  0.743549  0.046334
  7  O     0.628225  0.256451  0.953666
  8  O     0.915876  0.831752  0.75
  9  O     0.084124  0.168248  0.25",1.28,"[[8.28256881, -5.599999999999999e-07, 0.0], [-5.599999999999999e-07, 5.62388799, 0.0], [0.0, 0.0, 8.01939708]]","[[15.95421705, 3.884999999999999e-05, -1e-07], [3.884999999999999e-05, 11.90908585, -7e-08], [-1e-07, -7e-08, 14.269012749999998]]",2.7,7.31,14.04,True
584,mp-697096,Na2H4Pt,7,139,94.02557679430001,"Full Formula (Na2 H4 Pt1)
Reduced Formula: Na2H4Pt
abc   :   5.031437   5.031437   5.031437
angles: 116.707885 116.707885  95.803445
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.75      0.25      0.5
  1  Na    0.25      0.75      0.5
  2  H     0.222033  0.222033  0.444066
  3  H     0.777967  0.777967  0.555934
  4  H     0.222033  0.777967  0
  5  H     0.777967  0.222033  0
  6  Pt    0         0         0",2.11,"[[3.49876124, 0.0, 0.0], [0.0, 3.49876124, 0.0], [0.0, 0.0, 3.35684964]]","[[7.560926670000001, 0.0, 0.0], [0.0, 7.560927209999999, 0.0], [0.0, 0.0, 6.84737816]]",1.86,3.45,7.32,True
585,mp-7910,Al2HgTe4,7,82,236.47818719900002,"Full Formula (Al2 Hg1 Te4)
Reduced Formula: Al2HgTe4
abc   :   6.285363   6.285364   7.455470
angles: 114.931029 114.931022  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.25      0.75      0.5
  1  Al    0.5       0.5       0
  2  Hg    0         0         0
  3  Te    0.863775  0.881071  0.276494
  4  Te    0.41272   0.395424  0.276494
  5  Te    0.118929  0.58728   0.723506
  6  Te    0.604576  0.136225  0.723506",1.11,"[[9.520706, -0.08950281, -0.16516669], [-0.089658, 9.48464907, -0.2016365], [-0.1650825, -0.20170543, 9.2223108]]","[[13.913159330000001, -0.25551572, -0.47133791], [-0.25567091000000003, 13.810226409999999, -0.57584105], [-0.47125372, -0.57590998, 13.06099352]]",3.07,9.41,13.59,True
586,mp-13610,ZnPbF6,8,148,120.656535658,"Full Formula (Zn1 Pb1 F6)
Reduced Formula: ZnPbF6
abc   :   5.731199   5.731199   5.731200
angles:  55.961341  55.961339  55.961336
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zn    0         0         0
  1  Pb    0.5       0.5       0.5
  2  F     0.373956  0.117462  0.754916
  3  F     0.117462  0.754916  0.373956
  4  F     0.245084  0.626044  0.882538
  5  F     0.882538  0.245084  0.626044
  6  F     0.626044  0.882538  0.245084
  7  F     0.754916  0.373956  0.117462",1.96,"[[2.89206506, 0.01622614, 0.04503149], [0.01622606, 2.87948056, 0.03083599], [0.04503153, 0.03083594, 2.95395059]]","[[7.39453855, 0.15636566, 0.43392836], [0.15636558, 7.27331556, 0.29718189], [0.4339284, 0.29718184000000003, 7.9908931800000005]]",1.71,2.91,7.55,True
587,mp-14091,AlAgSe2,8,122,202.942144661,"Full Formula (Al2 Ag2 Se4)
Reduced Formula: AlAgSe2
abc   :   6.042716   6.042716   7.010496
angles: 115.529533 115.529537  90.000007
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Al    0.5       0.5       0
  1  Al    0.75      0.25      0.5
  2  Ag    0.25      0.75      0.5
  3  Ag    0         0         0
  4  Se    0.838875  0.875     0.25
  5  Se    0.625     0.161125  0.75
  6  Se    0.411125  0.375     0.25
  7  Se    0.125     0.588875  0.75",1.14,"[[7.09183083, -0.04589478, -0.07454156], [-0.04589478, 7.06965304, -0.0946978], [-0.07454156, -0.0946978, 6.9741459]]","[[9.77463625, -0.07258758, -0.11784469], [-0.07258758, 9.73956093, -0.149715009999999], [-0.11784469, -0.149715009999999, 9.58859996]]",2.65,7.05,9.7,True
588,mp-6960,Rb2SiAs2,10,72,336.161656856,"Full Formula (Rb4 Si2 As4)
Reduced Formula: Rb2SiAs2
abc   :   6.485212   7.403986   8.557620
angles: 115.632433 112.266457  89.999998
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.643722  0.977291  0.287444
  1  Rb    0.356278  0.022709  0.712556
  2  Rb    0.856278  0.689847  0.712556
  3  Rb    0.143722  0.310153  0.287444
  4  Si    0.75      0.5       0
  5  Si    0.25      0.5       0
  6  As    0.403357  0.561202  0.806714
  7  As    0.596643  0.438798  0.193286
  8  As    0.903357  0.245512  0.806714
  9  As    0.096643  0.754488  0.193286",0.96,"[[7.75016699, 0.02436245, -1.03442721], [0.02436245, 5.14160206, 0.05936841], [-1.03442721, 0.05936841, 5.65383879]]","[[13.88031951, -0.12969787, -2.20260476], [-0.12969787, 8.97128108, -0.31553721], [-2.20260476, -0.31553721, 9.396769840000001]]",2.49,6.18,10.75,True
589,mp-15684,K2CuAs,8,63,228.34138877200002,"Full Formula (K4 Cu2 As2)
Reduced Formula: K2CuAs
abc   :   5.931404   6.329320   6.329320
angles: 106.059065  90.000000  90.000000
Sites (8)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  K     0.25  0.021732  0.682564
  1  K     0.75  0.978268  0.317436
  2  K     0.75  0.317436  0.978268
  3  K     0.25  0.682564  0.021732
  4  Cu    0.5   0.5       0.5
  5  Cu    0     0.5       0.5
  6  As    0.25  0.259522  0.259522
  7  As    0.75  0.740478  0.740478",1.07,"[[8.70273341, 0.0, 0.0], [0.0, 6.19546422, 0.68593371], [0.0, 0.68593371, 5.80385972]]","[[15.05764865, 0.17882638, 0.17408405], [0.17882638, 12.12890995, 2.0918146], [0.17408405, 2.0918146, 10.944135039999999]]",2.63,6.9,12.71,True
590,mp-555359,KMnF3,10,140,153.902782775,"Full Formula (K2 Mn2 F6)
Reduced Formula: KMnF3
abc   :   5.991613   5.991613   6.027316
angles: 119.804235 119.804237  90.000005
Sites (10)
  #  SP          a        b    c
---  ----  -------  -------  ---
  0  K     0.75     0.25     0.5
  1  K     0.25     0.75     0.5
  2  Mn    0.5      0.5      0
  3  Mn    0        0        0
  4  F     0.75     0.75     0.5
  5  F     0.25     0.25     0.5
  6  F     0.78581  0.28581  0
  7  F     0.71419  0.78581  0
  8  F     0.21419  0.71419  0
  9  F     0.28581  0.21419  0",2.78,"[[2.2303753, 0.00265906, 0.0033049], [0.00265906, 2.2322206700000002, 0.00464477], [0.0033049, 0.00464477, 2.23425545]]","[[10.27405356, -0.43795064, -0.5437449], [-0.43795064, 9.97638972, -0.76515869], [-0.5437449, -0.76515869, 9.63611313]]",1.49,2.23,9.96,True
591,mp-22975,Rb2TeCl6,9,225,290.881888507,"Full Formula (Rb2 Te1 Cl6)
Reduced Formula: Rb2TeCl6
abc   :   7.437218   7.437219   7.437219
angles:  60.000004  60.000001  60.000003
Sites (9)
  #  SP          a        b        c
---  ----  -------  -------  -------
  0  Rb    0.25     0.25     0.25
  1  Rb    0.75     0.75     0.75
  2  Te    0        0        0
  3  Cl    0.24393  0.75607  0.75607
  4  Cl    0.24393  0.75607  0.24393
  5  Cl    0.75607  0.24393  0.75607
  6  Cl    0.75607  0.24393  0.24393
  7  Cl    0.75607  0.75607  0.24393
  8  Cl    0.24393  0.24393  0.75607",2.64,"[[3.11540357, 0.0, -2.4e-07], [0.0, 3.11540426, -1.7000000000000001e-07], [-2.4e-07, -1.7000000000000001e-07, 3.11540414]]","[[10.93604025, 0.00021531, 1.7000000000000001e-07], [0.00021531, 10.93567414, 1.2e-07], [1.7000000000000001e-07, 1.2e-07, 10.93601593]]",1.77,3.12,10.94,True
592,mp-697044,Ba2H6Os,9,225,134.029685361,"Full Formula (Ba2 H6 Os1)
Reduced Formula: Ba2H6Os
abc   :   5.744321   5.744321   5.744321
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ba    0.75      0.75      0.75
  1  Ba    0.25      0.25      0.25
  2  H     0.214668  0.785332  0.785332
  3  H     0.214668  0.214668  0.785332
  4  H     0.214668  0.785332  0.214668
  5  H     0.785332  0.214668  0.214668
  6  H     0.785332  0.785332  0.214668
  7  H     0.785332  0.214668  0.785332
  8  Os    0         0         0",1.97,"[[4.42492299, 0.0, 0.0], [0.0, 4.42492299, 0.0], [0.0, 0.0, 4.42492299]]","[[11.67585529, 0.0, 0.0], [0.0, 11.67593995, 0.0], [0.0, 0.0, 11.675979850000001]]",2.1,4.42,11.68,True
593,mp-8830,NaRhO2,4,166,45.0922263771,"Full Formula (Na1 Rh1 O2)
Reduced Formula: NaRhO2
abc   :   5.491188   5.491188   5.491188
angles:  33.568751  33.568751  33.568750
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0         0         0
  1  Rh    0.5       0.5       0.5
  2  O     0.767097  0.767097  0.767097
  3  O     0.232903  0.232903  0.232903",1.38,"[[8.13912672, -0.22560276, -1.25274259], [-0.22560276, 8.370657510000001, -0.76521672], [-1.25274259, -0.76521672, 4.25931924]]","[[12.573563199999999, -0.29312717, -1.62782117], [-0.29312717, 12.87441372, -0.99428982], [-1.62782117, -0.99428982, 7.53095623]]",2.63,6.92,10.99,True
594,mp-935811,KNbO3,5,221,66.7983340336,"Full Formula (K1 Nb1 O3)
Reduced Formula: KNbO3
abc   :   4.057469   4.057469   4.057469
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  K     0    0    0
  1  Nb    0.5  0.5  0.5
  2  O     0    0.5  0.5
  3  O     0.5  0    0.5
  4  O     0.5  0.5  0",1.42,"[[6.88845429, 0.0, 0.0], [0.0, 6.88845429, 0.0], [0.0, 0.0, 6.88845429]]","[[7.9378939299999995, 0.0, 0.0], [0.0, 7.93788103, 0.0], [0.0, 0.0, 7.93786527]]",2.62,6.89,7.94,True
595,mp-9583,K2ZnF4,7,139,113.75613443700001,"Full Formula (K2 Zn1 F4)
Reduced Formula: K2ZnF4
abc   :   4.144171   4.144170   7.242945
angles: 106.623607 106.623602  90.000007
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.354732  0.354732  0.709464
  1  K     0.645268  0.645268  0.290536
  2  Zn    0         0         0
  3  F     0.5       0         0
  4  F     0         0.5       0
  5  F     0.845098  0.845098  0.690196
  6  F     0.154902  0.154902  0.309804",4.3,"[[2.15448603, -0.0025304900000000003, -0.00783814], [-0.0025304900000000003, 2.15404147, -0.0085565], [-0.00783814, -0.0085565, 2.13029698]]","[[10.29992669, -0.38268613, -1.185048], [-0.38268613, 10.23247361, -1.2936003999999999], [-1.185048, -1.2936003999999999, 6.63695278]]",1.47,2.15,9.06,True
596,mp-8235,K2SiP2,10,72,277.70435733700003,"Full Formula (K4 Si2 P4)
Reduced Formula: K2SiP2
abc   :   6.146864   6.930772   7.996605
angles: 115.680805 112.602901  90.000003
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.14592   0.984079  0.291839
  1  K     0.85408   0.015921  0.708161
  2  K     0.35408   0.69224   0.708161
  3  K     0.64592   0.30776   0.291839
  4  Si    0.75      0.5       0
  5  Si    0.25      0.5       0
  6  P     0.596395  0.759923  0.19279
  7  P     0.903605  0.567133  0.80721
  8  P     0.096395  0.432867  0.19279
  9  P     0.403605  0.240077  0.80721",1.21,"[[6.707453, 0.02132457, -0.83346045], [0.02132457, 4.63504686, 0.05110952], [-0.83346045, 0.05110952, 5.0576187]]","[[13.45063813, -0.19356043, -2.3003142800000003], [-0.19356043, 8.56442741, -0.45863168999999904], [-2.3003142800000003, -0.45863168999999904, 8.79309886]]",2.34,5.47,10.27,True
597,mp-9198,Fe(SiP)4,9,1,144.392223377,"Full Formula (Fe1 Si4 P4)
Reduced Formula: Fe(SiP)4
abc   :   4.886177   5.552883   6.081132
angles:  85.396493  68.388599  70.463550
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0.999918  0.001057  0.000259
  1  Si    0.680644  0.777804  0.216505
  2  Si    0.239179  0.338405  0.430786
  3  Si    0.344072  0.599603  0.886252
  4  Si    0.846918  0.972222  0.697562
  5  P     0.156027  0.010094  0.308404
  6  P     0.635977  0.3992    0.116576
  7  P     0.762331  0.641663  0.564826
  8  P     0.328134  0.218251  0.769629",1.02,"[[17.63210912, -0.09715939, -0.55911764], [-0.09727865000000001, 16.8609819, 0.14432324], [-0.5586842, 0.1441537, 16.51132717]]","[[22.48604685, -0.89827198, -1.09693574], [-0.89839124, 19.90404358, 0.08111563000000001], [-1.0965023, 0.08094609, 20.15153885]]",4.12,17.0,20.85,True
598,mp-10919,Rb2PtC2,5,164,136.075277535,"Full Formula (Rb2 Pt1 C2)
Reduced Formula: Rb2PtC2
abc   :   5.471406   5.471406   5.248687
angles:  90.000000  90.000000 119.999998
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.333333  0.666667  0.275279
  1  Rb    0.666667  0.333333  0.724721
  2  Pt    0         0         0
  3  C     0         0         0.621523
  4  C     0         0         0.378477",1.14,"[[3.39955965, 0.0, 0.0], [0.0, 3.39956024, 0.0], [0.0, 0.0, 12.39215853]]","[[6.47231658, -2e-08, 1e-08], [-2e-08, 6.47275253, -3.859e-05], [1e-08, -3.859e-05, 23.00103855]]",2.53,6.4,11.98,True
599,mp-14232,LiBO2,8,122,59.0698771801,"Full Formula (Li2 B2 O4)
Reduced Formula: LiBO2
abc   :   4.232826   4.232827   4.452856
angles: 118.378457 118.378458  90.000002
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Li    0.5       0.5       0
  1  Li    0.75      0.25      0.5
  2  B     0         0         0
  3  B     0.25      0.75      0.5
  4  O     0.969075  0.875     0.25
  5  O     0.625     0.030925  0.75
  6  O     0.125     0.719075  0.75
  7  O     0.280925  0.375     0.25",7.28,"[[2.91663703, 0.014677099999999998, 0.02002588], [0.014677099999999998, 2.92564783, 0.02709497], [0.02002588, 0.02709497, 2.94275801]]","[[7.54433571, 0.76768652, 1.04744745], [0.76768652, 8.015602229999999, 1.41717765], [1.04744745, 1.41717765, 8.91024811]]",1.71,2.93,8.16,True
600,mp-29750,CsMgBr3,10,194,350.718440945,"Full Formula (Cs2 Mg2 Br6)
Reduced Formula: CsMgBr3
abc   :   7.819778   7.819778   6.622762
angles:  90.000000  90.000000 120.000001
Sites (10)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Cs    0.666667  0.333333  0.25
  1  Cs    0.333333  0.666667  0.75
  2  Mg    0         0         0.5
  3  Mg    0         0         0
  4  Br    0.685374  0.842687  0.25
  5  Br    0.842687  0.157313  0.75
  6  Br    0.157313  0.842687  0.25
  7  Br    0.314626  0.157313  0.75
  8  Br    0.842687  0.685374  0.75
  9  Br    0.157313  0.314626  0.25",4.04,"[[2.93665989, 0.0, 0.0], [0.0, 2.93665954, 0.0], [0.0, 0.0, 3.03405417]]","[[8.25813306, 0.0, 0.0], [0.0, 8.25822009, 0.0], [0.0, 0.0, 16.15169718]]",1.72,2.97,10.89,True
601,mp-27837,NaHF2,4,166,49.666465621499995,"Full Formula (Na1 H1 F2)
Reduced Formula: NaHF2
abc   :   5.049111   5.049111   5.049110
angles:  40.833784  40.833786  40.833786
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0         0         0
  1  H     0.5       0.5       0.5
  2  F     0.582826  0.582826  0.582826
  3  F     0.417174  0.417174  0.417174",6.81,"[[1.65676736, 0.01385199, 0.06050319], [0.01385199, 1.64343426, 0.03802737], [0.06050319, 0.03802737, 1.80082334]]","[[3.89509075, 0.318127699999999, 1.389540129999999], [0.318127699999999, 3.58877616, 0.87337957], [1.389540129999999, 0.87337957, 7.20365619]]",1.3,1.7,4.9,True
602,mp-510625,CrCuO2,4,166,46.035719847299994,"Full Formula (Cr1 Cu1 O2)
Reduced Formula: CrCuO2
abc   :   5.987158   5.987158   5.987158
angles:  29.490804  29.490810  29.490802
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cr    0.5       0.500001  0.5
  1  Cu    0         0         0
  2  O     0.892105  0.892102  0.892103
  3  O     0.107896  0.107897  0.107896",1.67,"[[7.57215588, -0.04493026, -0.28534703], [-0.04493026, 7.6194759, -0.17222352], [-0.28534703, -0.17222352, 6.55284718]]","[[10.805163010000001, -0.12499661000000001, -0.7928798300000001], [-0.12499661000000001, 10.9364954, -0.47852085999999905], [-0.7928798300000001, -0.47852085999999905, 7.972728699999999]]",2.69,7.25,9.9,True
603,mp-4043,NbCu3Se4,8,215,186.213332176,"Full Formula (Nb1 Cu3 Se4)
Reduced Formula: NbCu3Se4
abc   :   5.710449   5.710449   5.710449
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Nb    0         0         0
  1  Cu    0.5       0         0
  2  Cu    0         0         0.5
  3  Cu    0         0.5       0
  4  Se    0.249497  0.249497  0.249497
  5  Se    0.750503  0.750503  0.249497
  6  Se    0.750503  0.249497  0.750503
  7  Se    0.249497  0.750503  0.750503",1.36,"[[7.37963634, 0.0, 0.0], [0.0, 7.37963634, 0.0], [0.0, 0.0, 7.37963634]]","[[7.74260607, 0.0, 0.0], [0.0, 7.74268884, 0.0], [0.0, 0.0, 7.74261992]]",2.72,7.38,7.74,True
604,mp-29091,Ti(CuS)4,9,121,157.14994218799998,"Full Formula (Ti1 Cu4 S4)
Reduced Formula: Ti(CuS)4
abc   :   5.442470   5.442470   6.554237
angles: 114.531099 114.531104  89.999998
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0         0         0
  1  Cu    0.5       0         0
  2  Cu    0         0.5       0
  3  Cu    0.258148  0.258148  0.516296
  4  Cu    0.741852  0.741852  0.483704
  5  S     0.88121   0.88121   0.250835
  6  S     0.630375  0.11879   0.749165
  7  S     0.11879   0.630375  0.749165
  8  S     0.369625  0.369625  0.250835",1.43,"[[9.82714519, -0.00042748, -0.00075425], [-0.00042748, 9.82696382, -0.00093307], [-0.00075425, -0.00093307, 9.8258462]]","[[10.772384559999999, 0.00393487, 0.00769653], [0.00393487, 10.77359985, 0.010177460000000001], [0.00769653, 0.010177460000000001, 10.78200106]]",3.13,9.83,10.78,True
605,mp-5811,CsPbF3,5,221,117.828085341,"Full Formula (Cs1 Pb1 F3)
Reduced Formula: CsPbF3
abc   :   4.902485   4.902485   4.902485
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Cs    0.5  0.5  0.5
  1  Pb    0    0    0
  2  F     0    0.5  0
  3  F     0    0    0.5
  4  F     0.5  0    0",2.92,"[[2.9032574, 0.0, 0.0], [0.0, 2.9032574, 0.0], [0.0, 0.0, 2.9032574]]","[[23.82668704, 0.0, 0.0], [0.0, 23.82569805, 0.0], [0.0, 0.0, 23.825728350000002]]",1.7,2.9,23.83,True
606,mp-9306,Sr2ZnN2,5,139,97.2506463233,"Full Formula (Sr2 Zn1 N2)
Reduced Formula: Sr2ZnN2
abc   :   3.884392   3.884392   7.006194
angles: 106.093842 106.093844  90.000003
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sr    0.658858  0.658858  0.317716
  1  Sr    0.341142  0.341142  0.682284
  2  Zn    0         0         0
  3  N     0.856636  0.856636  0.713271
  4  N     0.143364  0.143364  0.286729",0.74,"[[5.60657649, 0.19235924000000001, 0.62031348], [0.19235924000000001, 5.63809313, 0.67320703], [0.62031348, 0.67320703, 7.60026185]]","[[18.138776749999998, -0.08587515000000001, -0.27714442], [-0.08587515000000001, 18.123654629999997, -0.300661609999999], [-0.27714442, -0.300661609999999, 17.24729409]]",2.51,6.28,17.84,True
